year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,30.0,3,False,,684
1983,29,1983-04-22,30.0,3,False,,752
1983,29,1983-04-22,30.0,3,False,,753
1983,29,1983-04-22,30.0,3,False,,766
1983,29,1983-04-22,30.0,3,False,,790
1983,30,1983-04-29,80.0,8,False,,525
1983,30,1983-04-29,80.0,8,False,,693
1983,30,1983-04-29,80.0,8,False,,784
1983,32,1983-05-13,80.0,8,False,,525
1983,32,1983-05-13,80.0,8,False,,627
1983,32,1983-05-13,80.0,8,False,,629
1983,36,1983-06-10,20.0,2,False,,360
1983,36,1983-06-10,20.0,2,False,,361
1984,30,1984-04-28,30.0,3,False,,684
1984,30,1984-04-28,30.0,3,False,,752
1984,30,1984-04-28,30.0,3,False,,753
1984,30,1984-04-28,30.0,3,False,,766
1984,30,1984-04-28,30.0,3,False,,790
1984,31,1984-05-05,80.0,8,False,,525
1984,31,1984-05-05,80.0,8,False,,693
1984,31,1984-05-05,80.0,8,False,,784
1984,33,1984-05-19,80.0,8,False,,525
1984,33,1984-05-19,80.0,8,False,,627
1984,33,1984-05-19,80.0,8,False,,629
1984,35,1984-06-02,10.0,1,False,,145
1985,29,1985-04-22,30.0,3,False,,684
1985,29,1985-04-22,30.0,3,False,,752
1985,29,1985-04-22,30.0,3,False,,753
1985,29,1985-04-22,30.0,3,False,,766
1985,29,1985-04-22,30.0,3,False,,790
1985,30,1985-04-29,80.0,8,False,,525
1985,30,1985-04-29,80.0,8,False,,693
1985,30,1985-04-29,80.0,8,False,,784
1985,32,1985-05-13,80.0,8,False,,525
1985,32,1985-05-13,80.0,8,False,,605
1985,32,1985-05-13,80.0,8,False,,627
1985,32,1985-05-13,80.0,8,False,,629
1985,32,1985-05-13,80.0,8,False,,783
1985,35,1985-06-03,20.0,2,False,,361
1986,31,1986-05-06,30.0,3,False,,684
1986,31,1986-05-06,30.0,3,False,,752
1986,31,1986-05-06,30.0,3,False,,753
1986,31,1986-05-06,30.0,3,False,,766
1986,31,1986-05-06,30.0,3,False,,790
1986,32,1986-05-13,80.0,8,False,,525
1986,32,1986-05-13,80.0,8,False,,693
1986,32,1986-05-13,80.0,8,False,,784
1986,34,1986-05-27,80.0,8,False,,629
1986,35,1986-06-03,10.0,1,False,,786
1988,28,1988-04-14,30.0,3,False,,684
1988,28,1988-04-14,30.0,3,False,,752
1988,28,1988-04-14,30.0,3,False,,753
1988,28,1988-04-14,30.0,3,False,,766
1988,28,1988-04-14,30.0,3,False,,790
1988,29,1988-04-21,80.0,8,False,,525
1988,29,1988-04-21,80.0,8,False,,693
1988,29,1988-04-21,80.0,8,False,,784
1988,31,1988-05-05,80.0,8,False,,525
1988,31,1988-05-05,80.0,8,False,,629
1988,33,1988-05-19,20.0,2,False,,611
1988,33,1988-05-19,20.0,2,False,,724
1988,33,1988-05-19,20.0,2,False,,725
1988,33,1988-05-19,20.0,2,False,,775
1989,27,1989-04-08,30.0,3,False,,684
1989,27,1989-04-08,30.0,3,False,,752
1989,27,1989-04-08,30.0,3,False,,753
1989,27,1989-04-08,30.0,3,False,,766
1989,27,1989-04-08,30.0,3,False,,790
1989,28,1989-04-15,80.0,8,False,,525
1989,28,1989-04-15,80.0,8,False,,693
1989,28,1989-04-15,80.0,8,False,,784
1989,30,1989-04-29,80.0,8,False,,525
1989,30,1989-04-29,80.0,8,False,,629
1989,32,1989-05-13,20.0,2,False,,611
1989,32,1989-05-13,20.0,2,False,,724
1989,32,1989-05-13,20.0,2,False,,725
1989,32,1989-05-13,20.0,2,False,,775
1990,26,1990-04-01,30.0,3,False,,684
1990,26,1990-04-01,30.0,3,False,,752
1990,26,1990-04-01,30.0,3,False,,753
1990,26,1990-04-01,30.0,3,False,,766
1990,26,1990-04-01,30.0,3,False,,790
1990,27,1990-04-08,80.0,8,False,,525
1990,27,1990-04-08,80.0,8,False,,693
1990,27,1990-04-08,80.0,8,False,,784
1990,29,1990-04-22,80.0,8,False,,525
1990,29,1990-04-22,80.0,8,False,,629
1990,31,1990-05-06,20.0,2,False,,611
1990,31,1990-05-06,20.0,2,False,,724
1990,31,1990-05-06,20.0,2,False,,725
