year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,30.0,3,False,,404
1983,29,1983-04-22,30.0,3,False,,475
1983,29,1983-04-22,30.0,3,False,,621
1983,29,1983-04-22,30.0,3,False,,799
1983,30,1983-04-29,40.0,4,False,,0
1983,30,1983-04-29,40.0,4,False,,431
1983,30,1983-04-29,40.0,4,False,,536
1983,30,1983-04-29,40.0,4,False,,764
1983,31,1983-05-06,70.0,7,False,,508
1983,31,1983-05-06,70.0,7,False,,715
1983,31,1983-05-06,70.0,7,False,,738
1983,32,1983-05-13,20.0,2,False,,777
1984,30,1984-04-28,30.0,3,False,,475
1984,30,1984-04-28,30.0,3,False,,621
1984,30,1984-04-28,30.0,3,False,,799
1984,31,1984-05-05,60.0,6,False,,569
1984,31,1984-05-05,60.0,6,False,,570
1984,31,1984-05-05,60.0,6,False,,735
1984,31,1984-05-05,60.0,6,False,,786
1984,31,1984-05-05,60.0,6,False,,787
1984,32,1984-05-12,70.0,7,False,,738
1984,33,1984-05-19,30.0,3,False,,245
1984,33,1984-05-19,30.0,3,False,,793
1985,29,1985-04-22,30.0,3,False,,404
1985,29,1985-04-22,30.0,3,False,,475
1985,29,1985-04-22,30.0,3,False,,621
1985,30,1985-04-29,40.0,4,False,,0
1985,30,1985-04-29,40.0,4,False,,536
1985,31,1985-05-06,70.0,7,False,,508
1985,31,1985-05-06,70.0,7,False,,715
1985,31,1985-05-06,70.0,7,False,,738
1985,32,1985-05-13,30.0,3,False,,245
1985,32,1985-05-13,30.0,3,False,,793
1986,31,1986-05-06,30.0,3,False,,475
1986,31,1986-05-06,30.0,3,False,,621
1986,31,1986-05-06,30.0,3,False,,799
1986,32,1986-05-13,40.0,4,False,,0
1986,32,1986-05-13,40.0,4,False,,431
1986,32,1986-05-13,40.0,4,False,,536
1986,32,1986-05-13,40.0,4,False,,764
1986,33,1986-05-20,70.0,7,False,,233
1986,34,1986-05-27,30.0,3,False,,245
1988,28,1988-04-14,40.0,4,False,,6
1988,29,1988-04-21,40.0,4,False,,0
1988,29,1988-04-21,40.0,4,False,,306
1988,29,1988-04-21,40.0,4,False,,431
1988,29,1988-04-21,40.0,4,False,,536
1988,30,1988-04-28,10.0,1,False,,469
1988,31,1988-05-05,40.0,4,False,,764
1989,27,1989-04-08,30.0,3,False,,475
1989,27,1989-04-08,30.0,3,False,,621
1989,27,1989-04-08,30.0,3,False,,799
1989,28,1989-04-15,40.0,4,False,,0
1989,28,1989-04-15,40.0,4,False,,431
1989,28,1989-04-15,40.0,4,False,,536
1989,29,1989-04-22,10.0,1,False,,469
1989,31,1989-05-06,40.0,4,False,,385
1989,31,1989-05-06,40.0,4,False,,432
1989,31,1989-05-06,40.0,4,False,,764
1990,26,1990-04-01,40.0,4,False,,6
1990,27,1990-04-08,40.0,4,False,,0
1990,27,1990-04-08,40.0,4,False,,306
1990,27,1990-04-08,40.0,4,False,,431
1990,27,1990-04-08,40.0,4,False,,536
1990,28,1990-04-15,70.0,7,False,,508
1990,28,1990-04-15,70.0,7,False,,738
1990,29,1990-04-22,30.0,3,False,,245
1990,29,1990-04-22,30.0,3,False,,793
1991,28,1991-04-15,40.0,4,False,,6
1991,29,1991-04-22,40.0,4,False,,0
1991,29,1991-04-22,40.0,4,False,,306
1991,29,1991-04-22,40.0,4,False,,431
1991,29,1991-04-22,40.0,4,False,,536
1991,29,1991-04-22,40.0,4,False,,764
1991,30,1991-04-29,10.0,1,False,,469
1991,31,1991-05-06,40.0,4,False,,764
1992,28,1992-04-14,40.0,4,False,,6
1992,29,1992-04-21,40.0,4,False,,0
1992,29,1992-04-21,40.0,4,False,,306
1992,29,1992-04-21,40.0,4,False,,431
1992,29,1992-04-21,40.0,4,False,,536
1992,29,1992-04-21,40.0,4,False,,764
1992,30,1992-04-28,10.0,1,False,,469
1992,31,1992-05-05,40.0,4,False,,764
1993,28,1993-04-15,30.0,3,False,,404
1993,28,1993-04-15,30.0,3,False,,475
1993,28,1993-04-15,30.0,3,False,,621
1993,28,1993-04-15,30.0,3,False,,799
1993,29,1993-04-22,40.0,4,False,,0
1993,29,1993-04-22,40.0,4,False,,431
1993,29,1993-04-22,40.0,4,False,,536
1993,30,1993-04-29,60.0,6,False,,569
1993,30,1993-04-29,60.0,6,False,,570
1993,30,1993-04-29,60.0,6,False,,735
1993,30,1993-04-29,60.0,6,False,,786
1993,30,1993-04-29,60.0,6,False,,787
1993,31,1993-05-06,40.0,4,False,,403
1993,31,1993-05-06,40.0,4,False,,406
1993,31,1993-05-06,40.0,4,False,,431
1993,31,1993-05-06,40.0,4,False,,536
1993,31,1993-05-06,40.0,4,False,,722
1993,31,1993-05-06,40.0,4,False,,764
1993,31,1993-05-06,40.0,4,False,,765
1995,27,1995-04-08,30.0,3,False,,404
1995,27,1995-04-08,30.0,3,False,,475
1995,27,1995-04-08,30.0,3,False,,621
1995,27,1995-04-08,30.0,3,False,,799
1995,28,1995-04-15,40.0,4,False,,0
1995,28,1995-04-15,40.0,4,False,,431
1995,28,1995-04-15,40.0,4,False,,536
1995,29,1995-04-22,10.0,1,False,,469
1995,30,1995-04-29,30.0,3,False,,327
1996,30,1996-04-28,30.0,3,False,,621
1996,30,1996-04-28,30.0,3,False,,799
1996,31,1996-05-05,60.0,6,False,,569
