year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,50.0,5,False,,563
1983,30,1983-04-29,80.0,8,False,,581
1983,31,1983-05-06,50.0,5,False,,431
1983,31,1983-05-06,50.0,5,False,,526
1983,31,1983-05-06,50.0,5,False,,594
1983,31,1983-05-06,50.0,5,False,,676
1983,31,1983-05-06,50.0,5,False,,759
1983,31,1983-05-06,50.0,5,False,,767
1983,31,1983-05-06,50.0,5,False,,768
1983,31,1983-05-06,50.0,5,False,,791
1983,31,1983-05-06,50.0,5,False,,792
1983,32,1983-05-13,50.0,5,False,,431
1983,32,1983-05-13,50.0,5,False,,526
1983,32,1983-05-13,50.0,5,False,,768
1983,32,1983-05-13,50.0,5,False,,791
1983,32,1983-05-13,50.0,5,False,,792
1984,30,1984-04-28,50.0,5,False,,563
1984,31,1984-05-05,80.0,8,False,,581
1984,32,1984-05-12,50.0,5,False,,431
1984,32,1984-05-12,50.0,5,False,,526
1984,32,1984-05-12,50.0,5,False,,594
1984,32,1984-05-12,50.0,5,False,,676
1984,32,1984-05-12,50.0,5,False,,759
1984,32,1984-05-12,50.0,5,False,,767
1984,32,1984-05-12,50.0,5,False,,768
1984,32,1984-05-12,50.0,5,False,,791
1984,32,1984-05-12,50.0,5,False,,792
1984,33,1984-05-19,50.0,5,False,,431
1984,33,1984-05-19,50.0,5,False,,526
1984,33,1984-05-19,50.0,5,False,,768
1984,33,1984-05-19,50.0,5,False,,791
1984,33,1984-05-19,50.0,5,False,,792
1985,29,1985-04-22,50.0,5,False,,563
1985,30,1985-04-29,50.0,5,False,,768
1985,31,1985-05-06,50.0,5,False,,431
1985,31,1985-05-06,50.0,5,False,,526
1985,31,1985-05-06,50.0,5,False,,594
1985,31,1985-05-06,50.0,5,False,,676
1985,31,1985-05-06,50.0,5,False,,767
1985,31,1985-05-06,50.0,5,False,,768
1985,31,1985-05-06,50.0,5,False,,792
1985,32,1985-05-13,50.0,5,False,,431
1985,32,1985-05-13,50.0,5,False,,526
1985,32,1985-05-13,50.0,5,False,,594
1985,32,1985-05-13,50.0,5,False,,676
1985,32,1985-05-13,50.0,5,False,,767
1985,32,1985-05-13,50.0,5,False,,768
1985,32,1985-05-13,50.0,5,False,,791
1985,32,1985-05-13,50.0,5,False,,792
1986,31,1986-05-06,50.0,5,False,,563
1986,32,1986-05-13,80.0,8,False,,581
1986,33,1986-05-20,50.0,5,False,,431
1986,33,1986-05-20,50.0,5,False,,526
1986,33,1986-05-20,50.0,5,False,,594
1986,33,1986-05-20,50.0,5,False,,676
1986,33,1986-05-20,50.0,5,False,,759
1986,33,1986-05-20,50.0,5,False,,767
1986,33,1986-05-20,50.0,5,False,,768
1986,33,1986-05-20,50.0,5,False,,791
1986,33,1986-05-20,50.0,5,False,,792
1986,34,1986-05-27,50.0,5,False,,526
1986,34,1986-05-27,50.0,5,False,,553
1986,34,1986-05-27,50.0,5,False,,657
1986,34,1986-05-27,50.0,5,False,,718
1986,34,1986-05-27,50.0,5,False,,786
1986,34,1986-05-27,50.0,5,False,,791
1986,34,1986-05-27,50.0,5,False,,792
1988,28,1988-04-14,50.0,5,False,,563
1988,29,1988-04-21,80.0,8,False,,581
1988,30,1988-04-28,50.0,5,False,,431
1988,30,1988-04-28,50.0,5,False,,526
1988,30,1988-04-28,50.0,5,False,,594
1988,30,1988-04-28,50.0,5,False,,676
1988,30,1988-04-28,50.0,5,False,,767
1988,30,1988-04-28,50.0,5,False,,768
1988,30,1988-04-28,50.0,5,False,,792
1988,31,1988-05-05,50.0,5,False,,431
1988,31,1988-05-05,50.0,5,False,,526
1988,31,1988-05-05,50.0,5,False,,768
1988,31,1988-05-05,50.0,5,False,,791
1988,31,1988-05-05,50.0,5,False,,792
1989,27,1989-04-08,50.0,5,False,,563
1989,28,1989-04-15,80.0,8,False,,581
1989,29,1989-04-22,50.0,5,False,,431
1989,29,1989-04-22,50.0,5,False,,526
1989,29,1989-04-22,50.0,5,False,,594
1989,29,1989-04-22,50.0,5,False,,676
1989,29,1989-04-22,50.0,5,False,,767
1989,29,1989-04-22,50.0,5,False,,768
1989,30,1989-04-29,50.0,5,False,,431
1989,30,1989-04-29,50.0,5,False,,526
1989,30,1989-04-29,50.0,5,False,,768
1989,30,1989-04-29,50.0,5,False,,791
1989,30,1989-04-29,50.0,5,False,,792
1990,26,1990-04-01,50.0,5,False,,563
1990,27,1990-04-08,80.0,8,False,,581
1990,28,1990-04-15,50.0,5,False,,431
1990,28,1990-04-15,50.0,5,False,,526
1990,28,1990-04-15,50.0,5,False,,594
1990,28,1990-04-15,50.0,5,False,,676
1990,28,1990-04-15,50.0,5,False,,767
1990,28,1990-04-15,50.0,5,False,,768
1990,29,1990-04-22,50.0,5,False,,431
1990,29,1990-04-22,50.0,5,False,,526
1990,29,1990-04-22,50.0,5,False,,768
1990,29,1990-04-22,50.0,5,False,,792
1991,28,1991-04-15,50.0,5,False,,563
1991,29,1991-04-22,80.0,8,False,,581
1991,30,1991-04-29,50.0,5,False,,431
1991,30,1991-04-29,50.0,5,False,,526
1991,30,1991-04-29,50.0,5,False,,594
1991,30,1991-04-29,50.0,5,False,,676
