classifier_index,action,p,eps,F,exp,num,as_size,ts_ga,DVS_lo,DVS_hi,DVS_mask,DVS_lo_raw,DVS_hi_raw,LAI_lo,LAI_hi,LAI_mask,LAI_lo_raw,LAI_hi_raw,RFTRA_lo,RFTRA_hi,RFTRA_mask,RFTRA_lo_raw,RFTRA_hi_raw,WSO_lo,WSO_hi,WSO_mask,WSO_lo_raw,WSO_hi_raw,Nsurp_sofar_lo,Nsurp_sofar_hi,Nsurp_sofar_mask,Nsurp_sofar_lo_raw,Nsurp_sofar_hi_raw,last_dose_kg_ha_lo,last_dose_kg_ha_hi,last_dose_kg_ha_mask,last_dose_kg_ha_lo_raw,last_dose_kg_ha_hi_raw,last_app_gap_days_lo,last_app_gap_days_hi,last_app_gap_days_mask,last_app_gap_days_lo_raw,last_app_gap_days_hi_raw,cum_N_applied_kg_ha_lo,cum_N_applied_kg_ha_hi,cum_N_applied_kg_ha_mask,cum_N_applied_kg_ha_lo_raw,cum_N_applied_kg_ha_hi_raw,IRRAD_7_lo,IRRAD_7_hi,IRRAD_7_mask,IRRAD_7_lo_raw,IRRAD_7_hi_raw,TMEAN_7_lo,TMEAN_7_hi,TMEAN_7_mask,TMEAN_7_lo_raw,TMEAN_7_hi_raw,RAIN_7_lo,RAIN_7_hi,RAIN_7_mask,RAIN_7_lo_raw,RAIN_7_hi_raw,Ndep_sum_lo,Ndep_sum_hi,Ndep_sum_mask,Ndep_sum_lo_raw,Ndep_sum_hi_raw,SM_mean_lo,SM_mean_hi,SM_mean_mask,SM_mean_lo_raw,SM_mean_hi_raw
0,0,-7.335820966614212,4.324534106729769,0.19105905444529997,4,1,3.6111999999999997,29,0.0037514380404378156,0.5077514380404378,0,0.0037514380404378156,0.5077514380404378,0.0,1.0,1,0.0,8.0,0.8800000000000002,1.1,0,0.8800000000000002,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,-48.67750881157812,0,-50.0,-48.67750881157812,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,-23.199999999999996,63.199999999999996,0,-23.199999999999996,63.199999999999996,210.0,85699974.8,0,210.0,85699974.8,1.6785714285714288,11.278571428571428,0,1.6785714285714288,11.278571428571428,-20.0,24.13,0,-20.0,24.13,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
1,3,-12.010673267132603,3.3845472254751074,0.6294112627955205,100,1,2.620020244463532,14048,0.05333756190465355,0.5573375619046536,0,0.05333756190465355,0.5573375619046536,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,50.8,0,0.0,50.8,-23.199999999999996,63.199999999999996,0,-23.199999999999996,63.199999999999996,0.0,210.0,1,0.0,210.0,2.578571428571429,12.178571428571429,0,2.578571428571429,12.178571428571429,-20.0,24.39,0,-20.0,24.39,-30.0,36.002224306884294,0,-30.0,36.002224306884294,0.198475174602938,0.438475174602938,0,0.198475174602938,0.438475174602938
2,0,-6.652162395980895,2.706773301202393,0.07280281288367116,8,1,3.233344,33,0.3141489479442089,0.8181489479442089,0,0.3141489479442089,0.8181489479442089,0.3488202413341137,0.5888202413341137,0,2.7905619306729097,4.71056193067291,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-66.81199861248382,-18.811998612483812,0,-66.81199861248382,-18.811998612483812,29.200000000000003,50.8,0,29.200000000000003,50.8,0.0,43.8,0,0.0,43.8,86.80000000000001,173.2,0,86.80000000000001,173.2,210.0,61999974.8,0,210.0,61999974.8,-10.0,30.0,1,-10.0,30.0,-20.0,26.01,0,-20.0,26.01,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
3,8,-17.28231292341482,2.423848159910259,0.9999999999999999,84,1,1.0,8819,0.7019028982828093,1.2059028982828093,0,0.7019028982828093,1.2059028982828093,0.3390977019829988,0.5790977019829988,0,2.7127816158639906,4.6327816158639905,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,71.8,0,0.0,71.8,86.80000000000001,173.2,0,86.80000000000001,173.2,210.0,120099974.8,0,210.0,120099974.8,7.400000000000001,17.0,0,7.400000000000001,17.0,0.0,200.0,1,0.0,200.0,-30.0,36.003002579814364,0,-30.0,36.003002579814364,0.20149077891104844,0.44149077891104843,0,0.20149077891104844,0.44149077891104843
4,0,-13.009538567813765,3.8945269547244865,0.9931457875647124,132,1,1.144653135209488,18660,0.8111395348837209,1.315139534883721,0,0.8111395348837209,1.315139534883721,0.3292643177570759,0.5692643177570759,0,2.634114542056607,4.554114542056607,0.0,1.0,1,0.0,1.0,-0.07563676647583409,0.1643632335241659,0,-1134.5514971375114,2465.4485028624886,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,78.8,0,0.0,78.8,86.80000000000001,173.2,0,86.80000000000001,173.2,210.0,121499974.8,0,210.0,121499974.8,7.1071428571428585,16.70714285714286,0,7.1071428571428585,16.70714285714286,-20.0,24.02,0,-20.0,24.02,0.0,300.0,1,0.0,300.0,0.20114665228889522,0.4411466522888952,0,0.20114665228889522,0.4411466522888952
5,0,-11.39979369041331,1.9441810922142404,0.8311908249659694,148,1,2.154450539202257,16543,0.213127595975451,0.7171275959754511,0,0.213127595975451,0.7171275959754511,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,50.8,0,0.0,50.8,66.80000000000001,153.2,0,66.80000000000001,153.2,210.0,85999974.8,0,210.0,85999974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,0.0,300.0,1,0.0,300.0,0.2326210781357662,0.4726210781357662,0,0.2326210781357662,0.4726210781357662
6,1,-11.962085778361761,3.7344718326078725,0.9378975876259504,192,1,1.290979441977943,18281,0.9457325581395348,1.4497325581395348,0,0.9457325581395348,1.4497325581395348,0.3496475578324592,0.5896475578324591,0,2.7971804626596737,4.717180462659673,0.8800000000000002,1.1,0,0.8800000000000002,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,85.8,0,0.0,85.8,86.80000000000001,173.2,0,86.80000000000001,173.2,210.0,148999974.8,0,210.0,148999974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,0.0,300.0,1,0.0,300.0,0.13659560689564398,0.376595606895644,0,0.13659560689564398,0.376595606895644
7,1,-14.783866922981957,2.9517371512139556,0.40224840925556604,112,1,2.706486253777563,11943,0.9457325581395348,1.4497325581395348,0,0.9457325581395348,1.4497325581395348,0.3496475578324592,0.5896475578324591,0,2.7971804626596737,4.717180462659673,0.8800000000000002,1.1,0,0.8800000000000002,1.1,0.03425122130250238,0.27425122130250235,0,513.7683195375357,4113.768319537535,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,85.8,0,0.0,85.8,86.80000000000001,173.2,0,86.80000000000001,173.2,210.0,148999974.8,0,210.0,148999974.8,-10.0,30.0,1,-10.0,30.0,-20.0,24.0,0,-20.0,24.0,0.0,300.0,1,0.0,300.0,0.13659560689564398,0.376595606895644,0,0.13659560689564398,0.376595606895644
8,7,-9.950223025206295,2.9315181155741823,0.999826899467264,168,1,1.000180551034077,16063,0.11932516833589768,0.6233251683358977,0,0.11932516833589768,0.6233251683358977,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,57.8,0,0.0,57.8,26.800000000000004,113.19999999999999,0,26.800000000000004,113.19999999999999,210.0,101799974.8,0,210.0,101799974.8,3.3928571428571415,12.99285714285714,0,3.3928571428571415,12.99285714285714,0.0,200.0,1,0.0,200.0,-30.0,36.00340269359214,0,-30.0,36.00340269359214,0.0,1.0,1,0.0,1.0
9,4,-10.595167444271508,4.7996368586214935,0.29718353699158256,160,1,1.999998129526135,17307,0.0024696696435396737,0.5064696696435397,0,0.0024696696435396737,0.5064696696435397,0.11509256773544338,0.3550925677354434,0,0.920740541883547,2.840740541883547,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,321.2,365.0,0,321.2,365.0,-36.0,43.199999999999996,0,-36.0,43.199999999999996,210.0,90499974.8,0,210.0,90499974.8,1.8714285714285719,11.471428571428572,0,1.8714285714285719,11.471428571428572,0.0,200.0,1,0.0,200.0,0.0,300.0,1,0.0,300.0,0.197372281715398,0.437372281715398,0,0.197372281715398,0.437372281715398
