year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,20.0,2,False,,526
1983,31,1983-05-06,40.0,4,False,,783
1983,32,1983-05-13,80.0,8,False,,552
1983,33,1983-05-20,70.0,7,False,,543
1983,33,1983-05-20,70.0,7,False,,790
1984,30,1984-04-28,20.0,2,False,,526
1984,31,1984-05-05,40.0,4,False,,782
1984,32,1984-05-12,80.0,8,False,,552
1984,33,1984-05-19,70.0,7,False,,543
1984,33,1984-05-19,70.0,7,False,,790
1985,29,1985-04-22,80.0,8,False,,600
1985,30,1985-04-29,70.0,7,False,,543
1985,30,1985-04-29,70.0,7,False,,790
1985,31,1985-05-06,30.0,3,False,,741
1985,32,1985-05-13,10.0,1,False,,775
1986,31,1986-05-06,20.0,2,False,,526
1986,32,1986-05-13,40.0,4,False,,782
1986,33,1986-05-20,80.0,8,False,,552
1986,34,1986-05-27,70.0,7,False,,543
1986,34,1986-05-27,70.0,7,False,,790
1988,28,1988-04-14,20.0,2,False,,526
1988,29,1988-04-21,40.0,4,False,,782
1988,30,1988-04-28,80.0,8,False,,552
1988,31,1988-05-05,70.0,7,False,,543
1988,31,1988-05-05,70.0,7,False,,790
1989,27,1989-04-08,20.0,2,False,,526
1989,29,1989-04-22,40.0,4,False,,783
1989,30,1989-04-29,80.0,8,False,,552
1989,31,1989-05-06,70.0,7,False,,543
1989,31,1989-05-06,70.0,7,False,,790
1990,26,1990-04-01,80.0,8,False,,600
1990,27,1990-04-08,70.0,7,False,,543
1990,27,1990-04-08,70.0,7,False,,790
1990,28,1990-04-15,60.0,6,False,,158
1990,28,1990-04-15,60.0,6,False,,776
1990,29,1990-04-22,10.0,1,False,,383
1990,29,1990-04-22,10.0,1,False,,775
1991,28,1991-04-15,20.0,2,False,,526
1991,29,1991-04-22,40.0,4,False,,782
1991,30,1991-04-29,80.0,8,False,,552
1991,31,1991-05-06,70.0,7,False,,543
1991,31,1991-05-06,70.0,7,False,,790
1992,28,1992-04-14,20.0,2,False,,526
1992,29,1992-04-21,40.0,4,False,,782
1992,30,1992-04-28,80.0,8,False,,552
1992,31,1992-05-05,70.0,7,False,,543
1992,31,1992-05-05,70.0,7,False,,790
1993,28,1993-04-15,20.0,2,False,,526
1993,29,1993-04-22,40.0,4,False,,782
1993,30,1993-04-29,80.0,8,False,,552
1993,31,1993-05-06,70.0,7,False,,543
1993,31,1993-05-06,70.0,7,False,,790
1995,27,1995-04-08,20.0,2,False,,526
1995,28,1995-04-15,40.0,4,False,,782
1995,29,1995-04-22,80.0,8,False,,552
1995,30,1995-04-29,70.0,7,False,,543
1995,30,1995-04-29,70.0,7,False,,790
1996,30,1996-04-28,20.0,2,False,,526
1996,31,1996-05-05,40.0,4,False,,782
1996,32,1996-05-12,80.0,8,False,,552
1996,33,1996-05-19,70.0,7,False,,790
1997,27,1997-04-08,20.0,2,False,,526
1997,28,1997-04-15,40.0,4,False,,782
1997,30,1997-04-29,30.0,3,False,,1
1997,30,1997-04-29,30.0,3,False,,311
1997,30,1997-04-29,30.0,3,False,,517
1997,31,1997-05-06,30.0,3,False,,310
1997,31,1997-05-06,30.0,3,False,,741
1997,31,1997-05-06,30.0,3,False,,796
1998,27,1998-04-08,20.0,2,False,,526
1998,29,1998-04-22,40.0,4,False,,252
1998,29,1998-04-22,40.0,4,False,,783
1998,30,1998-04-29,80.0,8,False,,552
1998,31,1998-05-06,70.0,7,False,,543
1998,31,1998-05-06,70.0,7,False,,790
1999,28,1999-04-15,80.0,8,False,,600
1999,29,1999-04-22,10.0,1,False,,360
1999,30,1999-04-29,30.0,3,False,,741
1999,30,1999-04-29,30.0,3,False,,796
1999,31,1999-05-06,10.0,1,False,,714
2000,27,2000-04-07,20.0,2,False,,526
2000,28,2000-04-14,40.0,4,False,,782
2000,30,2000-04-28,30.0,3,False,,1
2000,30,2000-04-28,30.0,3,False,,311
2000,30,2000-04-28,30.0,3,False,,517
2000,31,2000-05-05,30.0,3,False,,310
2000,31,2000-05-05,30.0,3,False,,741
2000,31,2000-05-05,30.0,3,False,,796
2002,27,2002-04-08,20.0,2,False,,526
2002,28,2002-04-15,40.0,4,False,,782
2002,29,2002-04-22,80.0,8,False,,552
2002,30,2002-04-29,70.0,7,False,,543
2002,30,2002-04-29,70.0,7,False,,790
2003,28,2003-04-15,20.0,2,False,,526
2003,29,2003-04-22,40.0,4,False,,782
2003,30,2003-04-29,80.0,8,False,,552
2003,31,2003-05-06,70.0,7,False,,543
2003,31,2003-05-06,70.0,7,False,,790
2004,28,2004-04-14,20.0,2,False,,526
2004,29,2004-04-21,40.0,4,False,,782
2004,30,2004-04-28,80.0,8,False,,552
2004,31,2004-05-05,70.0,7,False,,543
2004,31,2004-05-05,70.0,7,False,,790
2005,28,2005-04-15,20.0,2,False,,526
2005,30,2005-04-29,40.0,4,False,,783
2005,31,2005-05-06,80.0,8,False,,552
2005,32,2005-05-13,70.0,7,False,,543
2005,32,2005-05-13,70.0,7,False,,790
2006,30,2006-04-29,20.0,2,False,,526
2006,31,2006-05-06,40.0,4,False,,782
2006,32,2006-05-13,80.0,8,False,,552
2006,33,2006-05-20,70.0,7,False,,543
2006,33,2006-05-20,70.0,7,False,,790
2007,26,2007-04-01,20.0,2,False,,526
2007,27,2007-04-08,40.0,4,False,,782
2007,28,2007-04-15,80.0,8,False,,552
2007,29,2007-04-22,70.0,7,False,,543
2007,29,2007-04-22,70.0,7,False,,790
2009,28,2009-04-15,20.0,2,False,,526
2009,29,2009-04-22,40.0,4,False,,782
2009,30,2009-04-29,80.0,8,False,,552
2009,31,2009-05-06,70.0,7,False,,543
2009,31,2009-05-06,70.0,7,False,,790
2010,28,2010-04-15,20.0,2,False,,526
2010,29,2010-04-22,40.0,4,False,,782
2010,30,2010-04-29,80.0,8,False,,552
2010,31,2010-05-06,70.0,7,False,,543
2010,31,2010-05-06,70.0,7,False,,790
2011,28,2011-04-15,20.0,2,False,,526
2011,29,2011-04-22,40.0,4,False,,782
2011,30,2011-04-29,80.0,8,False,,552
2011,31,2011-05-06,70.0,7,False,,543
2011,31,2011-05-06,70.0,7,False,,790
2012,27,2012-04-07,20.0,2,False,,526
2012,28,2012-04-14,40.0,4,False,,782
2012,29,2012-04-21,80.0,8,False,,552
2012,30,2012-04-28,70.0,7,False,,543
2012,30,2012-04-28,70.0,7,False,,790
2013,31,2013-05-06,80.0,8,False,,600
2013,32,2013-05-13,70.0,7,False,,543
2013,32,2013-05-13,70.0,7,False,,790
2013,33,2013-05-20,60.0,6,False,,158
2013,33,2013-05-20,60.0,6,False,,345
2013,33,2013-05-20,60.0,6,False,,776
2013,34,2013-05-27,10.0,1,False,,218
2013,34,2013-05-27,10.0,1,False,,383
2013,34,2013-05-27,10.0,1,False,,775
2014,26,2014-04-01,20.0,2,False,,526
2014,27,2014-04-08,40.0,4,False,,782
2014,28,2014-04-15,80.0,8,False,,552
2014,29,2014-04-22,70.0,7,False,,543
2014,29,2014-04-22,70.0,7,False,,790
2016,27,2016-04-07,20.0,2,False,,526
2016,29,2016-04-21,40.0,4,False,,782
2016,29,2016-04-21,40.0,4,False,,783
2016,30,2016-04-28,80.0,8,False,,552
2016,31,2016-05-05,70.0,7,False,,543
2016,31,2016-05-05,70.0,7,False,,790
2017,27,2017-04-08,20.0,2,False,,526
2017,28,2017-04-15,40.0,4,False,,782
2017,29,2017-04-22,80.0,8,False,,552
2017,30,2017-04-29,70.0,7,False,,543
2017,30,2017-04-29,70.0,7,False,,790
2018,29,2018-04-22,80.0,8,False,,600
2018,30,2018-04-29,30.0,3,False,,796
2018,31,2018-05-06,30.0,3,False,,58
2018,31,2018-05-06,30.0,3,False,,310
2018,31,2018-05-06,30.0,3,False,,741
2018,31,2018-05-06,30.0,3,False,,796
2018,32,2018-05-13,30.0,3,False,,128
2018,32,2018-05-13,30.0,3,False,,741
2018,32,2018-05-13,30.0,3,False,,796
2019,26,2019-04-01,20.0,2,False,,526
2019,27,2019-04-08,40.0,4,False,,782
2019,29,2019-04-22,30.0,3,False,,1
2019,29,2019-04-22,30.0,3,False,,311
2019,29,2019-04-22,30.0,3,False,,517
2019,30,2019-04-29,30.0,3,False,,310
2019,30,2019-04-29,30.0,3,False,,741
2019,30,2019-04-29,30.0,3,False,,796
