rule_id,fired_count,year,episode_idx
2319509238576,26,1988,5
2319509440304,27,1988,5
2319509443296,24,1988,5
2319509228544,3,1988,5
2319509233648,3,1988,5
2319509233824,3,1988,5
2319509229776,1,1988,5
2319491432880,2,1988,5
2319508836560,1,1988,5
2319508448976,3,1988,5
2319509438544,3,1988,5
2319509438720,3,1988,5
2319509445232,2,1988,5
2319509439952,6,1988,5
2319509226256,4,1988,5
2319509439776,2,1988,5
