rule_id,action,lower,upper,mask,lower_raw,upper_raw,p,eps,F,exp,num,as_size,ts_ga
2319491401104,1,"[0.21834963488738424, 0.27283224834436315, 0.88, -0.1, -50.0, 0.0, 0.0, 66.80000000000001, 210.0, -10.0, -20.0, 0.0, 0.2075155735481583]","[0.7223496348873842, 0.5128322483443631, 1.1, 0.12, 150.0, 90.0, 43.8, 153.2, 76699974.8, 30.0, 24.63, 300.0, 0.4475155735481583]","[False, False, False, False, True, True, False, False, False, True, False, True, False]","[0.21834963488738424, 2.182657986754905, 0.88, -1500.0, -50.0, 0.0, 0.0, 66.80000000000001, 210.0, -10.0, -20.0, 0.0, 0.2075155735481583]","[0.7223496348873842, 4.102657986754905, 1.1, 1800.0, 150.0, 90.0, 43.8, 153.2, 76699974.8, 30.0, 24.63, 300.0, 0.4475155735481583]",-13.694480195431453,13.363749076833766,0.5236027541230734,98,1,3.3798285861691255,20815
2319491467856,8,"[0.2988916201076912, 0.3085642391646763, 0.8800000000000002, -0.1, -59.35695430460528, 39.2, 0.0, 86.80000000000001, 0.0, 5.3428571428571425, -18.560000000000002, -30.0, 0.21083640518962793]","[0.8028916201076912, 0.5485642391646763, 1.1, 0.12, -11.356954304605281, 60.8, 43.8, 173.2, 210.0, 14.942857142857143, 29.439999999999998, 36.00392540512549, 0.4508364051896279]","[False, False, False, False, False, False, False, False, True, False, False, False, False]","[0.2988916201076912, 2.4685139133174103, 0.8800000000000002, -1500.0, -59.35695430460528, 39.2, 0.0, 86.80000000000001, 0.0, 5.3428571428571425, -18.560000000000002, -30.0, 0.21083640518962793]","[0.8028916201076912, 4.388513913317411, 1.1, 1800.0, -11.356954304605281, 60.8, 43.8, 173.2, 210.0, 14.942857142857143, 29.439999999999998, 36.00392540512549, 0.4508364051896279]",-5.692250042501124,14.091074921106848,0.9927152694618303,60,1,1.08433714069504,19377
2319491468176,7,"[0.3926275117555468, 0.0, 0.88, -0.1, 1.7034120765945744, 69.2, 0.0, 166.8, 0.0, 4.935714285714284, -17.68, -30.0, 0.2111968709777552]","[0.8966275117555468, 1.0, 1.1, 0.12, 49.703412076594574, 90.0, 43.8, 253.2, 210.0, 14.535714285714285, 30.32, 36.007331650649206, 0.4511968709777552]","[False, True, False, False, False, False, False, False, True, False, False, False, False]","[0.3926275117555468, 0.0, 0.88, -1500.0, 1.7034120765945744, 69.2, 0.0, 166.8, 0.0, 4.935714285714284, -17.68, -30.0, 0.2111968709777552]","[0.8966275117555468, 8.0, 1.1, 1800.0, 49.703412076594574, 90.0, 43.8, 253.2, 210.0, 14.535714285714285, 30.32, 36.007331650649206, 0.4511968709777552]",-5.9817742610288365,12.983982836985936,0.9916835897474113,62,1,1.0322769766853879,23840
2319490897936,2,"[0.5765439903108517, 0.0, 0.88, -0.1, -26.888846812239716, 0.0, 0.0, 166.8, 210.0, -10.0, -20.0, 0.0, 0.20746434284670817]","[1.0805439903108516, 1.0, 1.1, 0.12, 21.111153187760284, 90.0, 57.8, 253.2, 65699974.8, 30.0, 24.74, 300.0, 0.44746434284670816]","[False, True, False, False, False, True, False, False, False, True, False, True, False]","[0.5765439903108517, 0.0, 0.88, -1500.0, -26.888846812239716, 0.0, 0.0, 166.8, 210.0, -10.0, -20.0, 0.0, 0.20746434284670817]","[1.0805439903108516, 8.0, 1.1, 1800.0, 21.111153187760284, 90.0, 57.8, 253.2, 65699974.8, 30.0, 24.74, 300.0, 0.44746434284670816]",-9.379943513045227,11.348955590152073,0.4942684505263153,8,1,2.06614784,84
2319490898240,2,"[0.5765439903108517, 0.3187927703121747, 0.0, -0.1, -26.888846812239716, 0.0, 0.0, 166.8, 0.0, -10.0, -20.0, -30.0, 0.20746434284670817]","[1.0805439903108516, 0.5587927703121747, 1.0, 0.12, 21.111153187760284, 10.799999999999999, 57.8, 253.2, 210.0, 30.0, 24.74, 36.0128133723542, 0.44746434284670816]","[False, False, True, False, False, False, False, False, True, True, False, False, False]","[0.5765439903108517, 2.5503421624973974, 0.0, -1500.0, -26.888846812239716, 0.0, 0.0, 166.8, 0.0, -10.0, -20.0, -30.0, 0.20746434284670817]","[1.0805439903108516, 4.470342162497397, 1.0, 1800.0, 21.111153187760284, 10.799999999999999, 57.8, 253.2, 210.0, 30.0, 24.74, 36.0128133723542, 0.44746434284670816]",0.04128615331985985,6.346776809259992,0.366540166545196,100,1,2.3037805366024977,23985
2319490118096,4,"[0.7785232558139534, 0.30438133523591465, 0.0, 0.0, -52.370105349562834, 0.0, 0.0, 166.8, 0.0, 7.7, -20.0, 0.0, 0.20858970050930492]","[1.2825232558139534, 0.5443813352359146, 1.0, 1.0, -4.370105349562838, 10.799999999999999, 71.8, 253.2, 210.0, 17.3, 24.48, 300.0, 0.4485897005093049]","[False, False, True, True, False, False, False, False, True, False, False, True, False]","[0.7785232558139534, 2.435050681887317, 0.0, 0.0, -52.370105349562834, 0.0, 0.0, 166.8, 0.0, 7.7, -20.0, 0.0, 0.20858970050930492]","[1.2825232558139534, 4.355050681887317, 1.0, 15000.0, -4.370105349562838, 10.799999999999999, 71.8, 253.2, 210.0, 17.3, 24.48, 300.0, 0.4485897005093049]",5.908994974021592,5.203976955031933,0.9946263230989927,42,1,1.01169346771806,86
2319490880096,4,"[0.6982582687428972, 0.0, 0.88, -0.1, -70.0, 0.0, 0.0, 116.80000000000001, 210.0, 6.814285714285714, -20.0, 0.0, 0.0]","[1.2022582687428973, 1.0, 1.1, 0.12, -43.80542390507752, 90.0, 43.8, 203.2, 141999974.8, 16.414285714285715, 27.9, 300.0, 1.0]","[False, True, False, False, False, True, False, False, False, False, False, True, True]","[0.6982582687428972, 0.0, 0.88, -1500.0, -70.0, 0.0, 0.0, 116.80000000000001, 210.0, 6.814285714285714, -20.0, 0.0, 0.0]","[1.2022582687428973, 8.0, 1.1, 1800.0, -43.80542390507752, 90.0, 43.8, 203.2, 141999974.8, 16.414285714285715, 27.9, 300.0, 1.0]",4.821637788909584,13.884137680678933,0.6128524075967957,74,1,1.9596017410850814,23747
2319490880368,7,"[0.6982582687428972, 0.0, 0.0, -0.1, -70.0, 19.200000000000003, 0.0, 116.80000000000001, 0.0, 6.814285714285714, -20.0, -30.0, 0.0]","[1.2022582687428973, 1.0, 1.0, 0.12, -43.80542390507752, 40.8, 43.8, 203.2, 210.0, 16.414285714285715, 27.9, 36.00428220483106, 1.0]","[False, True, True, False, False, False, False, False, True, False, False, False, True]","[0.6982582687428972, 0.0, 0.0, -1500.0, -70.0, 19.200000000000003, 0.0, 116.80000000000001, 0.0, 6.814285714285714, -20.0, -30.0, 0.0]","[1.2022582687428973, 8.0, 1.0, 1800.0, -43.80542390507752, 40.8, 43.8, 203.2, 210.0, 16.414285714285715, 27.9, 36.00428220483106, 1.0]",-4.0049055509774,15.298237406526328,0.7633775927792585,10,1,1.8704,277
2319489808208,3,"[0.5868963981258161, 0.2839970633705207, 0.0, -0.1, -50.0, 19.200000000000003, 0.0, 96.80000000000001, 210.0, -10.0, -20.0, -30.0, 0.2133539466583791]","[1.0908963981258162, 0.5239970633705207, 1.0, 0.12, -48.725513841470075, 40.8, 43.8, 183.2, 127399974.8, 30.0, 24.27, 36.00341252704578, 0.4533539466583791]","[False, False, True, False, False, False, False, False, False, True, False, False, False]","[0.5868963981258161, 2.2719765069641658, 0.0, -1500.0, -50.0, 19.200000000000003, 0.0, 96.80000000000001, 210.0, -10.0, -20.0, -30.0, 0.2133539466583791]","[1.0908963981258162, 4.191976506964165, 1.0, 1800.0, -48.725513841470075, 40.8, 43.8, 183.2, 127399974.8, 30.0, 24.27, 36.00341252704578, 0.4533539466583791]",2.3644681163476777,1.6540896696592537,0.6400533294384193,2,1,1.64,324
2319489808464,0,"[0.5868963981258161, 0.2839970633705207, 0.0, 0.0, -50.0, 19.200000000000003, 0.0, 96.80000000000001, 0.0, 6.82142857142857, -20.0, 0.0, 0.0]","[1.0908963981258162, 0.5239970633705207, 1.0, 1.0, -48.725513841470075, 40.8, 43.8, 183.2, 210.0, 16.42142857142857, 24.27, 300.0, 1.0]","[False, False, True, True, False, False, False, False, True, False, False, True, True]","[0.5868963981258161, 2.2719765069641658, 0.0, 0.0, -50.0, 19.200000000000003, 0.0, 96.80000000000001, 0.0, 6.82142857142857, -20.0, 0.0, 0.0]","[1.0908963981258162, 4.191976506964165, 1.0, 15000.0, -48.725513841470075, 40.8, 43.8, 183.2, 210.0, 16.42142857142857, 24.27, 300.0, 1.0]",0.69679889596388,1.8195065338263292,0.5409944983043999,2,1,2.2800000000000002,324
2319490496896,7,"[0.070374734245989, 0.17463939824460017, 0.88, -0.1, -50.0, 0.0, 0.0, 6.800000000000004, 0.0, 1.8571428571428568, -20.0, -30.0, 0.20095150556865637]","[0.5743747342459891, 0.41463939824460017, 1.1, 0.12, -47.922083969508975, 90.0, 43.8, 93.19999999999999, 210.0, 11.457142857142856, 25.44, 36.000079429480145, 0.44095150556865637]","[False, False, False, False, False, True, False, False, True, False, False, False, False]","[0.070374734245989, 1.3971151859568014, 0.88, -1500.0, -50.0, 0.0, 0.0, 6.800000000000004, 0.0, 1.8571428571428568, -20.0, -30.0, 0.20095150556865637]","[0.5743747342459891, 3.3171151859568013, 1.1, 1800.0, -47.922083969508975, 90.0, 43.8, 93.19999999999999, 210.0, 11.457142857142856, 25.44, 36.000079429480145, 0.44095150556865637]",-16.62642014102283,12.511853074691738,0.9992241947754497,14,1,1.0,462
2319490497136,8,"[0.5035309809334264, 0.0, 0.88, -0.1, -50.0, 0.0, 0.0, 6.800000000000004, 0.0, 5.664285714285714, -20.0, 0.0, 0.0]","[1.0075309809334265, 1.0, 1.1, 0.12, 150.0, 10.799999999999999, 78.8, 93.19999999999999, 210.0, 15.264285714285712, 24.11, 300.0, 1.0]","[False, True, False, False, True, False, False, False, True, False, False, True, True]","[0.5035309809334264, 0.0, 0.88, -1500.0, -50.0, 0.0, 0.0, 6.800000000000004, 0.0, 5.664285714285714, -20.0, 0.0, 0.0]","[1.0075309809334265, 8.0, 1.1, 1800.0, 150.0, 10.799999999999999, 78.8, 93.19999999999999, 210.0, 15.264285714285712, 24.11, 300.0, 1.0]",-16.93219620153519,12.207620026538429,0.4728836970677766,74,1,2.637823217664,8817
2319490573360,5,"[0.06977010648972201, 0.10973929855831559, 0.0, -0.07079299840692227, -50.0, 2.0865828581625254, 318.85443389104944, -22.158947265186505, 231.0, -10.0, -20.0, 0.0, 0.20266923019742136]","[0.46761327312496587, 0.3194022288089067, 1.0, 0.1300097361741978, 150.0, 10.435872906722853, 364.50201274846285, 41.17163900028221, 231.0, 30.0, 31.1944757050261, 300.0, 0.4774875292307731]","[False, False, True, False, True, False, False, False, False, True, False, True, False]","[0.06977010648972201, 0.8779143884665247, 0.0, -1061.894976103834, -50.0, 2.0865828581625254, 318.85443389104944, -22.158947265186505, 231.0, -10.0, -20.0, 0.0, 0.20266923019742136]","[0.46761327312496587, 2.5552178304712534, 1.0, 1950.1460426129672, 150.0, 10.435872906722853, 364.50201274846285, 41.17163900028221, 231.0, 30.0, 31.1944757050261, 300.0, 0.4774875292307731]",-8.872852750923986,0.039957926560452287,0.9999606865658338,0,1,1.000058092945246,545
2319490577168,5,"[-0.035236828946089926, 0.08373317668273111, 0.0, -0.1, -50.0, 0.0, 326.39708041801714, -34.21999395469342, -21.0, -10.0, -20.0, 0.0, 0.24563144438033097]","[0.5133637627501888, 0.3319740576734446, 1.0, 0.12313467055632098, 150.0, 10.669375407332742, 365.0, 37.40794994040204, 231.0, 30.0, 18.815084877650484, 300.0, 0.4917537863014073]","[False, False, True, False, True, False, False, False, False, True, False, True, False]","[-0.035236828946089926, 0.6698654134618489, 0.0, -1500.0, -50.0, 0.0, 326.39708041801714, -34.21999395469342, -21.0, -10.0, -20.0, 0.0, 0.24563144438033097]","[0.5133637627501888, 2.655792461387557, 1.0, 1847.0200583448147, 150.0, 10.669375407332742, 365.0, 37.40794994040204, 231.0, 30.0, 18.815084877650484, 300.0, 0.4917537863014073]",-8.872852750923986,0.039957926560452287,0.9999606865658338,0,1,1.000058092945246,545
2319490626640,6,"[0.5377376955880699, 0.3321408561189703, 0.0, -0.1, -50.0, 39.2, 0.0, 166.8, 0.0, 6.492857142857145, -20.0, -30.0, 0.21141547732909072]","[1.04173769558807, 0.5721408561189703, 1.0, 0.12, 150.0, 60.8, 43.8, 253.2, 210.0, 16.092857142857145, 24.09, 36.007652053618365, 0.4514154773290907]","[False, False, True, False, True, False, False, False, True, False, False, False, False]","[0.5377376955880699, 2.6571268489517625, 0.0, -1500.0, -50.0, 39.2, 0.0, 166.8, 0.0, 6.492857142857145, -20.0, -30.0, 0.21141547732909072]","[1.04173769558807, 4.577126848951762, 1.0, 1800.0, 150.0, 60.8, 43.8, 253.2, 210.0, 16.092857142857145, 24.09, 36.007652053618365, 0.4514154773290907]",-2.8598223566120486,9.071400456108027,0.4529523879895444,80,1,2.358255062555508,21729
2319490030416,6,"[0.954627906976744, 0.30211363643913547, 0.88, 0.0, -50.0, 0.0, 0.0, 166.8, 210.0, -10.0, -19.77, 0.0, 0.21010224833985586]","[1.458627906976744, 0.5421136364391355, 1.1, 1.0, 150.0, 10.799999999999999, 71.8, 253.2, 125999974.8, 30.0, 28.23, 300.0, 0.45010224833985585]","[False, False, False, True, True, False, False, False, False, True, False, True, False]","[0.954627906976744, 2.4169090915130838, 0.88, 0.0, -50.0, 0.0, 0.0, 166.8, 210.0, -10.0, -19.77, 0.0, 0.21010224833985586]","[1.458627906976744, 4.336909091513084, 1.1, 15000.0, 150.0, 10.799999999999999, 71.8, 253.2, 125999974.8, 30.0, 28.23, 300.0, 0.45010224833985585]",-20.438420580644614,29.20572518816418,0.8568827845453684,350,1,1.7771449359964604,22790
2319490032528,0,"[0.5946333669439787, 0.0, 0.0, 0.0, -50.0, 49.2, 0.0, 196.8, 210.0, 11.335714285714285, -20.0, -30.0, 0.18415463111270647]","[1.0986333669439787, 1.0, 1.0, 1.0, 150.0, 70.8, 43.8, 283.2, 91599974.8, 20.935714285714287, 24.0, 36.01044768947773, 0.42415463111270646]","[False, True, True, True, True, False, False, False, False, False, False, False, False]","[0.5946333669439787, 0.0, 0.0, 0.0, -50.0, 49.2, 0.0, 196.8, 210.0, 11.335714285714285, -20.0, -30.0, 0.18415463111270647]","[1.0986333669439787, 8.0, 1.0, 15000.0, 150.0, 70.8, 43.8, 283.2, 91599974.8, 20.935714285714287, 24.0, 36.01044768947773, 0.42415463111270646]",-1.6187732301700426,1.5135774568815052,0.6417507956045645,2,1,1.64,708
2319489923776,5,"[-0.015154008326977178, 0.06400404319677697, 0.9206568417454728, -0.1, -50.0, 0.020980863293527996, 313.69940537167673, -31.225235544021494, 0.0, -10.0, -12.416279375554868, -30.0, 0.0]","[0.4621092681459955, 0.3826589545135333, 1.1, 0.12, 150.0, 12.166579627923472, 365.0, 49.84818234396393, 210.0, 30.0, 27.14590498335495, 25.42129441046819, 1.0]","[False, False, False, True, True, False, False, False, True, True, False, False, True]","[-0.015154008326977178, 0.5120323455742157, 0.9206568417454728, -1500.0, -50.0, 0.020980863293527996, 313.69940537167673, -31.225235544021494, 0.0, -10.0, -12.416279375554868, -30.0, 0.0]","[0.4621092681459955, 3.0612716361082666, 1.1, 1800.0, 150.0, 12.166579627923472, 365.0, 49.84818234396393, 210.0, 30.0, 27.14590498335495, 25.42129441046819, 1.0]",5.820676466197275,4.538695266245545,0.553512891695233,0,1,1.5912282884852635,796
2319489923952,0,"[-0.1, 0.0, 0.8738633413673477, 0.0, -50.0, 0.0, 317.258641253874, -36.0, 231.0, -1.3024893778591742, -18.93291017057871, -28.95417496009637, 0.2461009317772748]","[0.5081801073759596, 1.0, 1.1, 1.0, 150.0, 90.0, 358.76915369137504, 37.21218519325974, 231.0, 10.147300555749768, 31.987917284967025, 27.124426169608384, 0.4757716509248897]","[False, True, False, True, True, True, False, False, False, False, False, False, False]","[-0.1, 0.0, 0.8738633413673477, 0.0, -50.0, 0.0, 317.258641253874, -36.0, 231.0, -1.3024893778591742, -18.93291017057871, -28.95417496009637, 0.2461009317772748]","[0.5081801073759596, 8.0, 1.1, 15000.0, 150.0, 90.0, 358.76915369137504, 37.21218519325974, 231.0, 10.147300555749768, 31.987917284967025, 27.124426169608384, 0.4757716509248897]",14.06435803051385,7.858310287289358,0.9999999999999999,0,1,1.0,972
2319489924128,0,"[-0.1, 0.0, 0.9055171680738536, 0.0, -70.0, 0.0, 316.6724782174178, -33.26116041632061, -21.0, -1.036689244736283, -17.718710295131373, -20.942660197793366, 0.1641183418713651]","[0.3815318196478861, 1.0, 1.1, 1.0, 158.64184938272786, 90.0, 362.70271276567826, 29.32398156513384, 231.0, 10.177317976707513, 30.25000906723365, 29.856655305225434, 0.4772767853009628]","[False, True, False, True, False, True, False, False, False, False, False, False, False]","[-0.1, 0.0, 0.9055171680738536, 0.0, -70.0, 0.0, 316.6724782174178, -33.26116041632061, -21.0, -1.036689244736283, -17.718710295131373, -20.942660197793366, 0.1641183418713651]","[0.3815318196478861, 8.0, 1.1, 15000.0, 158.64184938272786, 90.0, 362.70271276567826, 29.32398156513384, 231.0, 10.177317976707513, 30.25000906723365, 29.856655305225434, 0.4772767853009628]",14.06435803051385,7.858310287289358,0.9999999999999999,0,1,1.0,972
2319489924304,7,"[-0.0015871718146845404, 0.08002486549076335, 0.88, -0.1, -44.631870200793955, 59.2, 0.0, 26.800000000000004, 210.0, 3.3285714285714283, -20.0, -30.0, 0.20414266979839718]","[0.5024128281853155, 0.32002486549076337, 1.1, 0.12, 3.3681297992060486, 80.8, 43.8, 113.19999999999999, 116699974.8, 12.928571428571427, 24.12, 36.00270159244853, 0.44414266979839717]","[False, False, False, False, False, False, False, False, False, False, False, False, False]","[-0.0015871718146845404, 0.6401989239261068, 0.88, -1500.0, -44.631870200793955, 59.2, 0.0, 26.800000000000004, 210.0, 3.3285714285714283, -20.0, -30.0, 0.20414266979839718]","[0.5024128281853155, 2.560198923926107, 1.1, 1800.0, 3.3681297992060486, 80.8, 43.8, 113.19999999999999, 116699974.8, 12.928571428571427, 24.12, 36.00270159244853, 0.44414266979839717]",-11.10517168830282,10.178477690841257,0.999995309002475,24,1,1.0,1037
