year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,10.0,1,False,,272
1983,29,1983-04-22,10.0,1,False,,446
1983,29,1983-04-22,10.0,1,False,,707
1983,30,1983-04-29,80.0,8,False,,0
1983,31,1983-05-06,50.0,5,False,,277
1983,31,1983-05-06,50.0,5,False,,575
1983,31,1983-05-06,50.0,5,False,,620
1983,31,1983-05-06,50.0,5,False,,688
1983,32,1983-05-13,60.0,6,False,,198
1983,32,1983-05-13,60.0,6,False,,731
1984,30,1984-04-28,10.0,1,False,,272
1984,30,1984-04-28,10.0,1,False,,446
1984,30,1984-04-28,10.0,1,False,,707
1984,32,1984-05-12,80.0,8,False,,23
1984,32,1984-05-12,80.0,8,False,,638
1984,33,1984-05-19,50.0,5,False,,277
1984,33,1984-05-19,50.0,5,False,,575
1984,33,1984-05-19,50.0,5,False,,620
1984,33,1984-05-19,50.0,5,False,,688
1984,34,1984-05-26,60.0,6,False,,198
1984,34,1984-05-26,60.0,6,False,,731
1985,29,1985-04-22,10.0,1,False,,272
1985,29,1985-04-22,10.0,1,False,,446
1985,29,1985-04-22,10.0,1,False,,707
1985,30,1985-04-29,80.0,8,False,,0
1985,31,1985-05-06,50.0,5,False,,277
1985,31,1985-05-06,50.0,5,False,,575
1985,31,1985-05-06,50.0,5,False,,620
1985,31,1985-05-06,50.0,5,False,,688
1985,32,1985-05-13,40.0,4,False,,282
1986,31,1986-05-06,10.0,1,False,,272
1986,31,1986-05-06,10.0,1,False,,446
1986,31,1986-05-06,10.0,1,False,,707
1986,32,1986-05-13,80.0,8,False,,0
1986,32,1986-05-13,80.0,8,False,,722
1986,33,1986-05-20,50.0,5,False,,277
1986,33,1986-05-20,50.0,5,False,,356
1986,33,1986-05-20,50.0,5,False,,575
1986,33,1986-05-20,50.0,5,False,,620
1986,33,1986-05-20,50.0,5,False,,688
1986,34,1986-05-27,60.0,6,False,,198
1986,34,1986-05-27,60.0,6,False,,731
1988,28,1988-04-14,10.0,1,False,,272
1988,28,1988-04-14,10.0,1,False,,446
1988,28,1988-04-14,10.0,1,False,,707
1988,29,1988-04-21,80.0,8,False,,0
1988,29,1988-04-21,80.0,8,False,,722
1988,32,1988-05-12,60.0,6,False,,540
1988,33,1988-05-19,20.0,2,False,,152
1988,33,1988-05-19,20.0,2,False,,153
1988,33,1988-05-19,20.0,2,False,,329
1989,27,1989-04-08,10.0,1,False,,272
1989,27,1989-04-08,10.0,1,False,,446
1989,27,1989-04-08,10.0,1,False,,707
1989,28,1989-04-15,80.0,8,False,,0
1989,28,1989-04-15,80.0,8,False,,722
1989,29,1989-04-22,50.0,5,False,,277
1989,29,1989-04-22,50.0,5,False,,575
1989,29,1989-04-22,50.0,5,False,,620
1989,29,1989-04-22,50.0,5,False,,688
1989,30,1989-04-29,60.0,6,False,,198
1990,26,1990-04-01,10.0,1,False,,272
1990,26,1990-04-01,10.0,1,False,,446
1990,26,1990-04-01,10.0,1,False,,707
1990,27,1990-04-08,80.0,8,False,,0
1990,27,1990-04-08,80.0,8,False,,722
1990,28,1990-04-15,50.0,5,False,,277
1990,28,1990-04-15,50.0,5,False,,575
1990,28,1990-04-15,50.0,5,False,,620
1990,28,1990-04-15,50.0,5,False,,688
1990,29,1990-04-22,70.0,7,False,,711
1991,28,1991-04-15,10.0,1,False,,272
1991,28,1991-04-15,10.0,1,False,,446
1991,28,1991-04-15,10.0,1,False,,707
1991,29,1991-04-22,80.0,8,False,,23
1991,29,1991-04-22,80.0,8,False,,638
1991,29,1991-04-22,80.0,8,False,,722
1991,29,1991-04-22,80.0,8,False,,748
1991,30,1991-04-29,50.0,5,False,,277
1991,30,1991-04-29,50.0,5,False,,575
1991,30,1991-04-29,50.0,5,False,,620
1991,30,1991-04-29,50.0,5,False,,688
1991,31,1991-05-06,30.0,3,False,,486
1992,28,1992-04-14,10.0,1,False,,272
1992,28,1992-04-14,10.0,1,False,,446
1992,28,1992-04-14,10.0,1,False,,707
1992,29,1992-04-21,80.0,8,False,,0
1992,29,1992-04-21,80.0,8,False,,638
1992,29,1992-04-21,80.0,8,False,,722
1992,30,1992-04-28,50.0,5,False,,277
1992,30,1992-04-28,50.0,5,False,,356
1992,30,1992-04-28,50.0,5,False,,575
1992,30,1992-04-28,50.0,5,False,,620
1992,30,1992-04-28,50.0,5,False,,688
1992,31,1992-05-05,60.0,6,False,,197
1992,31,1992-05-05,60.0,6,False,,198
1992,31,1992-05-05,60.0,6,False,,731
1993,28,1993-04-15,10.0,1,False,,272
1993,28,1993-04-15,10.0,1,False,,446
1993,28,1993-04-15,10.0,1,False,,707
1993,29,1993-04-22,80.0,8,False,,0
1993,30,1993-04-29,50.0,5,False,,277
1993,30,1993-04-29,50.0,5,False,,575
1993,30,1993-04-29,50.0,5,False,,620
1993,30,1993-04-29,50.0,5,False,,688
1993,31,1993-05-06,70.0,7,False,,711
1995,27,1995-04-08,10.0,1,False,,272
1995,27,1995-04-08,10.0,1,False,,446
1995,27,1995-04-08,10.0,1,False,,707
1995,28,1995-04-15,80.0,8,False,,0
1995,29,1995-04-22,50.0,5,False,,356
1995,30,1995-04-29,70.0,7,False,,711
1996,30,1996-04-28,10.0,1,False,,272
1996,30,1996-04-28,10.0,1,False,,446
1996,30,1996-04-28,10.0,1,False,,707
1996,31,1996-05-05,40.0,4,False,,752
1996,32,1996-05-12,70.0,7,False,,518
1996,33,1996-05-19,50.0,5,False,,277
1996,33,1996-05-19,50.0,5,False,,575
1996,33,1996-05-19,50.0,5,False,,620
1996,33,1996-05-19,50.0,5,False,,688
1997,27,1997-04-08,10.0,1,False,,272
1997,27,1997-04-08,10.0,1,False,,446
1997,27,1997-04-08,10.0,1,False,,707
1997,28,1997-04-15,80.0,8,False,,0
1997,29,1997-04-22,50.0,5,False,,277
1997,29,1997-04-22,50.0,5,False,,575
1997,29,1997-04-22,50.0,5,False,,620
1997,29,1997-04-22,50.0,5,False,,688
1997,30,1997-04-29,20.0,2,False,,613
1998,27,1998-04-08,10.0,1,False,,272
1998,27,1998-04-08,10.0,1,False,,446
1998,27,1998-04-08,10.0,1,False,,707
1998,28,1998-04-15,80.0,8,False,,0
1998,29,1998-04-22,50.0,5,False,,277
1998,29,1998-04-22,50.0,5,False,,356
1998,29,1998-04-22,50.0,5,False,,575
1998,29,1998-04-22,50.0,5,False,,620
1998,29,1998-04-22,50.0,5,False,,688
1998,30,1998-04-29,60.0,6,False,,197
1998,30,1998-04-29,60.0,6,False,,198
1998,30,1998-04-29,60.0,6,False,,259
1999,28,1999-04-15,10.0,1,False,,272
1999,28,1999-04-15,10.0,1,False,,446
1999,28,1999-04-15,10.0,1,False,,707
1999,29,1999-04-22,80.0,8,False,,0
1999,31,1999-05-06,60.0,6,False,,540
1999,32,1999-05-13,60.0,6,False,,731
2000,27,2000-04-07,10.0,1,False,,272
2000,27,2000-04-07,10.0,1,False,,446
2000,27,2000-04-07,10.0,1,False,,707
2000,28,2000-04-14,80.0,8,False,,0
2000,28,2000-04-14,80.0,8,False,,722
2000,31,2000-05-05,60.0,6,False,,540
2000,38,2000-06-23,40.0,4,False,,587
2002,27,2002-04-08,10.0,1,False,,272
2002,27,2002-04-08,10.0,1,False,,446
2002,27,2002-04-08,10.0,1,False,,707
2002,28,2002-04-15,80.0,8,False,,0
2002,28,2002-04-15,80.0,8,False,,638
2002,28,2002-04-15,80.0,8,False,,722
2002,31,2002-05-06,60.0,6,False,,540
2002,32,2002-05-13,20.0,2,False,,152
2003,28,2003-04-15,10.0,1,False,,272
2003,28,2003-04-15,10.0,1,False,,446
2003,28,2003-04-15,10.0,1,False,,707
2003,29,2003-04-22,80.0,8,False,,0
2003,30,2003-04-29,50.0,5,False,,277
2003,30,2003-04-29,50.0,5,False,,575
2003,30,2003-04-29,50.0,5,False,,620
2003,30,2003-04-29,50.0,5,False,,688
2003,31,2003-05-06,30.0,3,False,,486
2004,28,2004-04-14,10.0,1,False,,272
2004,28,2004-04-14,10.0,1,False,,446
2004,28,2004-04-14,10.0,1,False,,707
2004,29,2004-04-21,80.0,8,False,,0
2004,30,2004-04-28,50.0,5,False,,277
2004,30,2004-04-28,50.0,5,False,,575
2004,30,2004-04-28,50.0,5,False,,620
2004,30,2004-04-28,50.0,5,False,,688
2004,31,2004-05-05,70.0,7,False,,711
2005,28,2005-04-15,10.0,1,False,,272
2005,28,2005-04-15,10.0,1,False,,446
2005,28,2005-04-15,10.0,1,False,,707
2005,29,2005-04-22,80.0,8,False,,0
2005,29,2005-04-22,80.0,8,False,,722
2005,30,2005-04-29,50.0,5,False,,277
2005,30,2005-04-29,50.0,5,False,,575
2005,30,2005-04-29,50.0,5,False,,620
2005,30,2005-04-29,50.0,5,False,,688
2005,31,2005-05-06,70.0,7,False,,711
2006,30,2006-04-29,10.0,1,False,,272
2006,30,2006-04-29,10.0,1,False,,446
2006,30,2006-04-29,10.0,1,False,,707
2006,31,2006-05-06,80.0,8,False,,0
2006,31,2006-05-06,80.0,8,False,,23
2006,31,2006-05-06,80.0,8,False,,638
2006,31,2006-05-06,80.0,8,False,,722
2006,31,2006-05-06,80.0,8,False,,748
2006,32,2006-05-13,50.0,5,False,,277
2006,32,2006-05-13,50.0,5,False,,575
2006,32,2006-05-13,50.0,5,False,,620
2006,32,2006-05-13,50.0,5,False,,688
2006,33,2006-05-20,60.0,6,False,,198
2006,33,2006-05-20,60.0,6,False,,731
2007,26,2007-04-01,10.0,1,False,,272
2007,26,2007-04-01,10.0,1,False,,446
2007,26,2007-04-01,10.0,1,False,,707
2007,27,2007-04-08,80.0,8,False,,0
2007,30,2007-04-29,60.0,6,False,,540
