classifier_index,action,p,eps,F,exp,num,as_size,ts_ga,DVS_lo,DVS_hi,DVS_mask,DVS_lo_raw,DVS_hi_raw,LAI_lo,LAI_hi,LAI_mask,LAI_lo_raw,LAI_hi_raw,RFTRA_lo,RFTRA_hi,RFTRA_mask,RFTRA_lo_raw,RFTRA_hi_raw,WSO_lo,WSO_hi,WSO_mask,WSO_lo_raw,WSO_hi_raw,Nsurp_sofar_lo,Nsurp_sofar_hi,Nsurp_sofar_mask,Nsurp_sofar_lo_raw,Nsurp_sofar_hi_raw,last_dose_kg_ha_lo,last_dose_kg_ha_hi,last_dose_kg_ha_mask,last_dose_kg_ha_lo_raw,last_dose_kg_ha_hi_raw,last_app_gap_days_lo,last_app_gap_days_hi,last_app_gap_days_mask,last_app_gap_days_lo_raw,last_app_gap_days_hi_raw,cum_N_applied_kg_ha_lo,cum_N_applied_kg_ha_hi,cum_N_applied_kg_ha_mask,cum_N_applied_kg_ha_lo_raw,cum_N_applied_kg_ha_hi_raw,IRRAD_7_lo,IRRAD_7_hi,IRRAD_7_mask,IRRAD_7_lo_raw,IRRAD_7_hi_raw,TMEAN_7_lo,TMEAN_7_hi,TMEAN_7_mask,TMEAN_7_lo_raw,TMEAN_7_hi_raw,RAIN_7_lo,RAIN_7_hi,RAIN_7_mask,RAIN_7_lo_raw,RAIN_7_hi_raw,Ndep_sum_lo,Ndep_sum_hi,Ndep_sum_mask,Ndep_sum_lo_raw,Ndep_sum_hi_raw,SM_mean_lo,SM_mean_hi,SM_mean_mask,SM_mean_lo_raw,SM_mean_hi_raw
0,8,-6.2872911890207845,2.949266163816009,0.8984948925835803,298,1,1.3054775438398933,19134,-0.00041886869091056766,0.5035811313090894,0,-0.00041886869091056766,0.5035811313090894,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,-13.199999999999996,73.19999999999999,0,-13.199999999999996,73.19999999999999,210.0,108599974.8,0,210.0,108599974.8,-0.27857142857142847,9.321428571428571,0,-0.27857142857142847,9.321428571428571,-20.0,24.0,0,-20.0,24.0,-30.0,36.00007258568462,0,-30.0,36.00007258568462,0.19770173487721737,0.43770173487721736,0,0.19770173487721737,0.43770173487721736
1,1,-11.92015448433356,7.442000679255802,0.4694432297694219,4,1,1.8704,31,0.12058309439070569,0.6245830943907057,0,0.12058309439070569,0.6245830943907057,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-67.56642802473357,-19.56642802473356,0,-67.56642802473357,-19.56642802473356,69.2,90.0,0,69.2,90.0,0.0,43.8,0,0.0,43.8,66.80000000000001,153.2,0,66.80000000000001,153.2,210.0,93199974.8,0,210.0,93199974.8,1.8857142857142852,11.485714285714284,0,1.8857142857142852,11.485714285714284,-20.0,24.51,0,-20.0,24.51,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
2,0,-8.333240561213248,3.4987561542683165,0.15949149174408456,140,1,5.972338046844223,10494,0.12058309439070569,0.6245830943907057,0,0.12058309439070569,0.6245830943907057,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-67.56642802473357,-19.56642802473356,0,-67.56642802473357,-19.56642802473356,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,66.80000000000001,153.2,0,66.80000000000001,153.2,0.0,210.0,1,0.0,210.0,-10.0,30.0,1,-10.0,30.0,-20.0,24.51,0,-20.0,24.51,-30.0,36.0002250212997,0,-30.0,36.0002250212997,0.0,1.0,1,0.0,1.0
3,3,-6.828563664404843,4.781869890387293,0.2342507588244035,4,1,2.2800000000000002,34,0.40452684344992906,0.9085268434499291,0,0.40452684344992906,0.9085268434499291,0.4144229460236508,0.6544229460236508,0,3.3153835681892065,5.2353835681892065,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-70.0,-35.61923100351454,0,-70.0,-35.61923100351454,39.2,60.8,0,39.2,60.8,0.0,43.8,0,0.0,43.8,116.80000000000001,203.2,0,116.80000000000001,203.2,210.0,69999974.8,0,210.0,69999974.8,-10.0,30.0,1,-10.0,30.0,-17.01,30.99,0,-17.01,30.99,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
4,6,-6.335233315304738,1.5218158114850968,0.9833718016,8,1,1.0,35,0.5068970466102,1.0108970466102,0,0.5068970466102,1.0108970466102,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.909811815826444,-2.909811815826444,0,-50.909811815826444,-2.909811815826444,39.2,60.8,0,39.2,60.8,0.0,43.8,0,0.0,43.8,166.8,253.2,0,166.8,253.2,210.0,70099974.8,0,210.0,70099974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,-30.0,36.0061361052838,0,-30.0,36.0061361052838,0.22247489470101,0.46247489470101,0,0.22247489470101,0.46247489470101
5,0,-6.54126681538037,0.9829638371476468,0.6009525512034909,14,1,2.565628760064,35,0.5068970466102,1.0108970466102,0,0.5068970466102,1.0108970466102,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.909811815826444,-2.909811815826444,0,-50.909811815826444,-2.909811815826444,39.2,60.8,0,39.2,60.8,0.0,43.8,0,0.0,43.8,166.8,253.2,0,166.8,253.2,0.0,210.0,1,0.0,210.0,-10.0,30.0,1,-10.0,30.0,-15.229999999999999,32.77,0,-15.229999999999999,32.77,-30.0,36.0061361052838,0,-30.0,36.0061361052838,0.22247489470101,0.46247489470101,0,0.22247489470101,0.46247489470101
6,3,-5.497858310688811,0.9568405751321585,0.28958973468194643,20,1,5.2567056752640005,36,0.6023259405153919,1.1063259405153918,0,0.6023259405153919,1.1063259405153918,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-64.1239027255414,-16.12390272554139,0,-64.1239027255414,-16.12390272554139,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,50.8,0,0.0,50.8,166.8,253.2,0,166.8,253.2,210.0,85199974.8,0,210.0,85199974.8,8.021428571428572,17.62142857142857,0,8.021428571428572,17.62142857142857,-20.0,27.03,0,-20.0,27.03,-30.0,36.009945627392604,0,-30.0,36.009945627392604,0.2067898678902637,0.4467898678902637,0,0.2067898678902637,0.4467898678902637
7,8,-11.115704631583029,4.046835081782825,0.8863736320011719,112,1,1.32957112659285,17026,0.6023259405153919,1.1063259405153918,0,0.6023259405153919,1.1063259405153918,0.3804005023158338,0.6204005023158338,0,3.04320401852667,4.96320401852667,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-64.1239027255414,-16.12390272554139,0,-64.1239027255414,-16.12390272554139,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,50.8,0,0.0,50.8,166.8,253.2,0,166.8,253.2,0.0,210.0,1,0.0,210.0,8.021428571428572,17.62142857142857,0,8.021428571428572,17.62142857142857,-20.0,27.03,0,-20.0,27.03,-30.0,36.009945627392604,0,-30.0,36.009945627392604,0.2067898678902637,0.4467898678902637,0,0.2067898678902637,0.4467898678902637
8,1,-6.629626264648777,2.3668270634172197,0.9362641785209712,74,1,1.0940095905524903,17795,0.3032427377679435,0.8072427377679435,0,0.3032427377679435,0.8072427377679435,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,321.2,365.0,0,321.2,365.0,-36.0,43.199999999999996,0,-36.0,43.199999999999996,210.0,117999974.8,0,210.0,117999974.8,-10.0,30.0,1,-10.0,30.0,-17.79,30.21,0,-17.79,30.21,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
9,7,-8.465899882900985,8.041112862232438,0.6436000000000001,2,1,1.0,84,0.6036942050365666,1.1076942050365666,0,0.6036942050365666,1.1076942050365666,0.356119142823019,0.596119142823019,0,2.848953142584152,4.768953142584152,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,46.800000000000004,133.2,0,46.800000000000004,133.2,210.0,44199974.8,0,210.0,44199974.8,-10.0,30.0,1,-10.0,30.0,-16.23,31.77,0,-16.23,31.77,0.0,300.0,1,0.0,300.0,0.19881010351166578,0.43881010351166577,0,0.19881010351166578,0.43881010351166577
10,8,-5.926739568864924,1.5263800100106715,0.9999999999989629,54,1,1.0,84,0.6036942050365666,1.1076942050365666,0,0.6036942050365666,1.1076942050365666,0.356119142823019,0.596119142823019,0,2.848953142584152,4.768953142584152,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-70.0,-37.98635895642019,0,-70.0,-37.98635895642019,69.2,90.0,0,69.2,90.0,0.0,43.8,0,0.0,43.8,46.800000000000004,133.2,0,46.800000000000004,133.2,0.0,210.0,1,0.0,210.0,7.564285714285716,17.164285714285715,0,7.564285714285716,17.164285714285715,-16.23,31.77,0,-16.23,31.77,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
11,0,-7.9409215131934,3.0876276030264056,0.7356551558130661,20,1,1.57639012139008,11555,0.6984458980388241,1.2024458980388242,0,0.6984458980388241,1.2024458980388242,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,69.2,90.0,0,69.2,90.0,0.0,43.8,0,0.0,43.8,126.80000000000001,213.2,0,126.80000000000001,213.2,0.0,210.0,1,0.0,210.0,-10.0,30.0,1,-10.0,30.0,-15.83,32.17,0,-15.83,32.17,-30.0,36.005992693280966,0,-30.0,36.005992693280966,0.0,1.0,1,0.0,1.0
12,5,-7.569285688763266,4.4248104968239055,0.95381056,6,1,1.0,87,0.9005000000000003,1.4045000000000003,0,0.9005000000000003,1.4045000000000003,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,-0.0007701606216872214,0.23922983937831277,0,-11.552409325308322,3588.4475906746916,-50.0,150.0,1,-50.0,150.0,69.2,90.0,0,69.2,90.0,0.0,43.8,0,0.0,43.8,206.8,293.2,0,206.8,293.2,210.0,106099974.8,0,210.0,106099974.8,-10.0,30.0,1,-10.0,30.0,-20.0,24.12,0,-20.0,24.12,-30.0,36.01034661843963,0,-30.0,36.01034661843963,0.20176799752420504,0.44176799752420504,0,0.20176799752420504,0.44176799752420504
