episode,steps,total_reward,eps,yield_kg_ha,n_applied_kg_ha,n_uptake_kg_ha,nue_re,nue_ie,nue_eunep,nue_fert,nsurp,nsurp_fert,n_apps
1,48,-11.817833029102172,0.4464,9018.957001484545,250.0,374.5212811632101,1.4773880424590211,0.4900543285809668,0.7240004052027376,0.7341430999179054,69.96653477069643,66.46422501978952,4
2,48,-5.0965348067828025,0.4428288,8950.455226736727,180.0,321.65563489322034,1.7528622510743668,0.5662632458591672,0.9925814678404633,1.011898688128225,1.3613235543957671,-2.141763864092411,4
3,48,-19.105894369197188,0.4392861696,8258.469207355532,270.0,377.1552892691386,1.378981344910728,0.44559854561475265,0.6144720817237251,0.6224438828483801,105.4429735935633,101.94015163031492,4
4,48,-5.072484555466253,0.4357718802432,8917.895904221778,180.0,320.64482039344506,1.74735292835041,0.5659819529523802,0.9889702228879096,1.0082176758328054,2.0239991829683674,-1.4791816509131763,4
5,48,-3.1020753418653055,0.4322857052012544,8966.976445921911,200.0,331.3690431791174,1.6283227799376974,0.5506789919881684,0.8966831470901693,0.9123898533679925,21.02531949635309,17.522029325489115,3
6,48,-22.7110078655824,0.4288274195596444,7866.586619695637,280.0,377.8871035108675,1.3329232221017162,0.42363191604864797,0.5646688185261819,0.5717322775365518,123.41749059963371,119.9149622891938,4
7,48,-16.854925350015762,0.4253968002031672,8313.13083139566,260.0,393.42706134238176,1.4930667702871752,0.4299963806283492,0.642013307261576,0.6506623554548115,94.3304447765413,90.82778758109833,4
8,48,-3.535142295383678,0.42199362580154187,9040.976234301505,190.0,334.15594122594,1.726878522737331,0.5505928330721616,0.9508069382082617,0.9683361387740383,9.518998381554155,6.0161336319643794,3
9,48,-16.180281279154162,0.4186176767951295,8973.482872841136,270.0,396.397329473249,1.4493326498442993,0.4606750926009454,0.6676714526782805,0.6763347276357066,90.89296972558827,87.3896235376829,4
10,48,-12.567435007123837,0.4152687353807685,8878.508724338551,250.0,396.3599217529538,1.5635317564210616,0.45584238623512446,0.7127240468031703,0.7227106101582673,72.82530326705637,69.32234745971047,4
11,48,-11.342912306637892,0.41194658549772234,9665.3531852979,260.0,392.4568217522341,1.4893835690207826,0.5011759929210389,0.7464432890461733,0.7564997589232914,66.81291709080938,63.31006267918775,4
12,48,-9.867921126449588,0.40865101281374056,8492.697102706552,150.0,293.1738807237787,1.909896297869545,0.5895013075954117,1.125886364969573,1.1521759069261743,-19.323873338787138,-22.82638604007832,4
13,48,-13.966609199805461,0.40538180471123064,8534.64356584237,250.0,344.6479041702254,1.3595428872828628,0.5039345792121975,0.6851206728258133,0.6947199862567901,79.82278543095029,76.32000343510776,4
14,48,-18.404623078409607,0.4021387502735408,8427.207923891248,270.0,392.3869805218371,1.4346696516196722,0.4370524246820822,0.6270258498597738,0.6351617824094509,102.00968593680415,98.5063187488131,4
15,48,-3.597368868368119,0.39892164027135246,8524.158722194097,170.0,280.71096121884864,1.617906294307748,0.6179546008564781,0.9997926383256898,1.0203919411507618,0.03597779024809711,-3.4666299966498855,3
16,48,-12.145967605617383,0.39573026714918164,9056.4658329715,150.0,293.6330725538635,1.9128853516580906,0.6276509594011584,1.2006243261967118,1.2286605313316092,-30.796376416934095,-34.299079700970026,4
17,48,-12.921578652432562,0.3925644250119882,8792.516440806672,250.0,384.62391257201136,1.5172384767445288,0.4652017301094111,0.7058219643719574,0.7157108382788002,74.57489958814219,71.07229042958423,4
18,48,-11.177953840582148,0.38942390961189227,8321.047526800165,140.0,287.7666500129701,2.005307830492703,0.5884396859822456,1.1800027100769648,1.2095236940655274,-25.830835588659937,-29.33331717038334,4
19,48,-5.825432640361035,0.38630851833499713,8363.525614027354,210.0,353.7470218576183,1.6568658110898145,0.4811284215234451,0.7971652323680586,0.810465458307839,43.305978370166855,39.80225375454336,4
20,48,-14.581762877410025,0.38321805018831717,9165.184479154825,140.0,288.09434918747667,2.0075913974168804,0.6473973011833751,1.2997092525711604,1.3322250296390605,-43.00902174519106,-46.511504150800675,4
21,48,-23.500766468912822,0.38015230578681064,7674.983282532756,280.0,362.40637888675286,1.2783137459566574,0.43096898647006604,0.5509135794872142,0.5578068207106563,127.31755719498634,123.81409020045842,4
22,48,-10.40964408137403,0.3771110873405161,8632.451519160013,150.0,287.65613969668607,1.8739510352041326,0.6106957723882692,1.144413974865763,1.1711359227582343,-22.16790393644854,-25.670388414906256,4
23,48,-22.335655959544273,0.374094198641792,8933.03649714536,300.0,398.09738722605766,1.3116746661368857,0.45664025575034584,0.5989634550075015,0.6059576423876737,121.71585291996954,118.21270728309193,4
24,48,-22.633685106219946,0.3711014450526577,8373.672072230658,290.0,343.91678577526375,1.1717668992147419,0.49548098178828337,0.5805882136516209,0.5876007816182975,123.09850497798539,119.59577333010611,4
25,48,-5.016912747236572,0.3681326334922364,8237.387778255981,180.0,325.33900637661554,1.7729375747187357,0.5152497487280787,0.9135056398872058,0.9312824515920997,15.871957126842972,12.369158712490787,4
26,48,-8.180276812481443,0.3651875724242985,8154.432588452047,150.0,283.1731498171134,1.8447323613439282,0.5860114325160657,1.0810342536837174,1.1062846878259525,-12.439053675962413,-15.942703174999139,4
27,48,-4.975058999509475,0.3622660718449041,9545.60653880373,210.0,349.70053564371466,1.637919647604809,0.5554841164498852,0.9098383482682664,0.925014728874909,19.249770859991997,15.7469069353441,4
28,48,-7.305407004699579,0.3593679432701449,9453.82905229,180.0,323.23033719780335,1.7614449053436163,0.5951960539390043,1.048405056894727,1.0688078956279596,-8.882470758215788,-12.385421214101513,4
29,48,-10.320689960646913,0.35649299972398374,8599.496666747662,150.0,297.78165379974234,1.9399064638170234,0.5876781021755433,1.140040549057886,1.1666650477809883,-21.49665825504178,-24.999757168314915,4
