episode,steps,total_reward,eps,yield_kg_ha,n_applied_kg_ha,n_uptake_kg_ha,nue_re,nue_ie,nue_eunep,nue_fert,nsurp,nsurp_fert,n_apps
1,48,-4.475732109361175,0.4464,8594.143125110606,210.0,350.83663768214734,1.6432419967832244,0.4984964334139776,0.819150274634835,0.832813393310324,38.611908468391675,35.10918740399916,4
2,48,-14.64289412710973,0.4428288,8684.478007700218,130.0,277.2378055790779,2.0766353391792713,0.6374640251062466,1.3237803219958688,1.3594548265795385,-43.225762495872345,-46.729127456699445,4
3,48,-14.39665321121582,0.4392861696,8623.072240101308,130.0,273.65278833671533,2.049773282668141,0.6412487925008902,1.3144146424163343,1.3498424621900909,-41.975590335129226,-45.479520086061626,4
4,48,-10.405067199385364,0.4357718802432,9119.911199213308,160.0,296.78270790651516,1.8151542050938794,0.625340317879387,1.1350891076173373,1.159938705642693,-22.087440866815825,-25.59019290399081,4
5,48,-10.933079329096536,0.4322857052012544,9247.410619511402,160.0,308.1880128993008,1.8849019477290327,0.6106168904367317,1.1509529661041755,1.1761550381617556,-24.68133407301994,-28.184806107057028,4
6,48,-10.867718001653621,0.4288274195596444,9230.457951057208,160.0,300.5060209410722,1.8379196751500535,0.6250783884966604,1.148843868732924,1.1739988706427513,-24.336470924711335,-27.839819304014185,4
7,48,-8.64079715089296,0.4253968002031672,8737.23965527838,160.0,298.86855711981946,1.8279125078403928,0.5949198159143825,1.0874613726756424,1.1112676686487735,-14.30016707309403,-17.802826984915015,4
8,48,-5.0351204319947644,0.42199362580154187,8940.014363568926,190.0,336.7567571263897,1.7403204510423562,0.5402394709181937,0.9401897997020265,0.9575225910403691,11.573436996399948,8.070707701372356,4
9,48,-7.135297277257077,0.4186176767951295,9422.684277658933,180.0,323.19992168659303,1.7612802070181115,0.5932910628478046,1.0449518059978098,1.0652868058294112,-8.248784107170138,-11.75162505035928,4
10,48,-4.7261913712470935,0.4152687353807685,8075.005885555034,190.0,341.89583665246903,1.766872040185677,0.4806328482367544,0.8492167411468109,0.8648756303693688,29.177080889011364,25.673630228955062,4
11,48,-5.021569421155322,0.41194658549772234,8977.528056431143,190.0,327.8054108647599,1.6940564175901256,0.5573205624210655,0.9441324754272244,0.9615405049863802,10.81054719000079,7.307304051626232,4
