year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1997,27,1997-04-08,50.0,5,False,,28
1997,29,1997-04-22,60.0,6,False,,46
1997,32,1997-05-13,20.0,2,False,,8
1997,33,1997-05-20,20.0,2,False,,8
1998,27,1998-04-08,50.0,5,False,,28
1998,30,1998-04-29,60.0,6,False,,7
1998,31,1998-05-06,20.0,2,False,,8
1998,32,1998-05-13,10.0,1,False,,59
2000,27,2000-04-07,50.0,5,False,,28
2000,28,2000-04-14,10.0,1,False,,43
2000,30,2000-04-28,60.0,6,False,,7
2000,31,2000-05-05,20.0,2,False,,8
2003,28,2003-04-15,50.0,5,False,,28
2003,30,2003-04-29,60.0,6,False,,46
2003,31,2003-05-06,20.0,2,False,,8
2003,32,2003-05-13,10.0,1,False,,59
2004,31,2004-05-05,60.0,6,False,,4
2004,32,2004-05-12,60.0,6,False,,6
2004,32,2004-05-12,60.0,6,False,,7
2004,33,2004-05-19,70.0,7,False,,16
2004,34,2004-05-26,70.0,7,False,,16
2005,30,2005-04-29,60.0,6,False,,4
2005,31,2005-05-06,60.0,6,False,,6
2005,31,2005-05-06,60.0,6,False,,7
2005,32,2005-05-13,20.0,2,False,,8
2005,33,2005-05-20,70.0,7,False,,16
2006,31,2006-05-06,10.0,1,False,,27
2006,32,2006-05-13,60.0,6,False,,6
2006,32,2006-05-13,60.0,6,False,,7
2006,33,2006-05-20,60.0,6,False,,6
2006,33,2006-05-20,60.0,6,False,,7
2006,34,2006-05-27,20.0,2,False,,8
2007,29,2007-04-22,60.0,6,False,,4
2007,30,2007-04-29,60.0,6,False,,6
2007,30,2007-04-29,60.0,6,False,,7
2007,31,2007-05-06,20.0,2,False,,8
2007,32,2007-05-13,20.0,2,False,,8
2009,30,2009-04-29,60.0,6,False,,4
2009,31,2009-05-06,60.0,6,False,,6
2009,31,2009-05-06,60.0,6,False,,7
2009,32,2009-05-13,20.0,2,False,,8
2009,33,2009-05-20,70.0,7,False,,16
2010,31,2010-05-06,60.0,6,False,,4
2010,32,2010-05-13,60.0,6,False,,6
2010,32,2010-05-13,60.0,6,False,,7
2010,33,2010-05-20,20.0,2,False,,8
2010,34,2010-05-27,20.0,2,False,,8
2011,30,2011-04-29,60.0,6,False,,4
2011,31,2011-05-06,60.0,6,False,,6
2011,31,2011-05-06,60.0,6,False,,7
2011,32,2011-05-13,20.0,2,False,,8
2011,33,2011-05-20,20.0,2,False,,8
2012,27,2012-04-07,50.0,5,False,,28
2012,29,2012-04-21,60.0,6,False,,7
2012,31,2012-05-05,20.0,2,False,,8
2012,32,2012-05-12,10.0,1,False,,59
2013,33,2013-05-20,60.0,6,False,,4
2013,34,2013-05-27,60.0,6,False,,6
2013,34,2013-05-27,60.0,6,False,,7
2013,35,2013-06-03,70.0,7,False,,16
2013,40,2013-07-08,60.0,6,False,,24
2014,26,2014-04-01,50.0,5,False,,28
2014,28,2014-04-15,60.0,6,False,,6
2014,28,2014-04-15,60.0,6,False,,7
2014,30,2014-04-29,20.0,2,False,,8
2014,31,2014-05-06,10.0,1,False,,59
2016,27,2016-04-07,50.0,5,False,,28
2016,29,2016-04-21,60.0,6,False,,46
2016,31,2016-05-05,20.0,2,False,,8
2016,32,2016-05-12,10.0,1,False,,59
2017,27,2017-04-08,50.0,5,False,,28
2017,29,2017-04-22,60.0,6,False,,6
2017,29,2017-04-22,60.0,6,False,,7
2017,31,2017-05-06,20.0,2,False,,8
2017,32,2017-05-13,10.0,1,False,,59
2018,30,2018-04-29,60.0,6,False,,4
2018,31,2018-05-06,60.0,6,False,,6
2018,31,2018-05-06,60.0,6,False,,7
2018,32,2018-05-13,20.0,2,False,,8
2018,33,2018-05-20,10.0,1,False,,59
2019,26,2019-04-01,50.0,5,False,,28
2019,29,2019-04-22,60.0,6,False,,6
2019,29,2019-04-22,60.0,6,False,,7
2019,30,2019-04-29,20.0,2,False,,8
2019,31,2019-05-06,20.0,2,False,,8
