episode,steps,total_reward,eps,yield_kg_ha,n_applied_kg_ha,n_uptake_kg_ha,nue_re,nue_ie,nue_eunep,nue_fert,nsurp,nsurp_fert,n_apps
1,48,91.1303533811525,0.4464,9229.992082754256,170.0,301.90381236448684,1.7400521015264114,0.6221529215293923,1.0825784985816014,1.1048843463702602,-14.327596007608662,-17.830338884049098,4
2,48,92.84033267475752,0.4428288,9349.970981612762,180.0,317.8295991801448,1.7320149574635393,0.5986601309822487,1.0368883013015986,1.0570661637486813,-6.7691066802477735,-10.271909475819712,4
3,48,86.591090329779,0.4392861696,8701.177964051754,210.0,354.4251569814352,1.660050337581717,0.4995948173544253,0.82935254520563,0.8431855788933811,36.433684920918665,32.93102843154679,4
4,48,92.86000401536266,0.4357718802432,9312.944687598745,160.0,303.60807652041365,1.85689873303003,0.6242206286606069,1.1591144944949074,1.1844901524465625,-26.01565974636941,-29.518424392634472,4
5,48,89.23247573094207,0.4322857052012544,9083.235092742325,220.0,351.72833388190554,1.5737116586824673,0.5255301217752989,0.827032879628956,0.8401992460748461,38.658566661327626,35.15616586269368,4
6,48,90.58179374397211,0.4288274195596444,9115.16700071929,150.0,293.2349086934195,1.910295030367912,0.6325769646271574,1.208408631856598,1.2366243230893395,-31.991229189100892,-35.493648464637545,4
7,48,89.07916046956029,0.4253968002031672,8946.93388240177,200.0,332.55183370648354,1.634138198715397,0.5474939123836767,0.8946807157929972,0.9103505225298284,21.432777909231646,17.92989549312398,4
8,48,84.76855927035024,0.42199362580154187,8506.962034628097,170.0,303.26385705993516,1.7478929498771543,0.5708450689852476,0.9977760715547421,1.018333396492138,0.385857221080812,-3.1166774046817807,4
9,48,80.08841902866284,0.4186176767951295,8096.028218056006,140.0,274.5407618735883,1.9131438735611164,0.6001082429890696,1.148093408552246,1.1768155302590209,-21.251761446787242,-24.754174237439713,4
10,48,86.60258190912138,0.4152687353807685,8699.325027295568,160.0,315.10734227119036,1.927230932358496,0.5618125652957489,1.0827425540290805,1.1064454019022398,-13.528625893760392,-17.031264305464816,4
11,48,96.22149153990247,0.41194658549772234,9649.024175544027,160.0,309.23367945210214,1.8913115812791377,0.6349814234969197,1.2009477201607204,1.2272352623193359,-32.8554023037683,-36.35764197232095,4
12,48,83.91453142778794,0.40865101281374056,8430.575430470477,200.0,342.37983133139596,1.682439461369921,0.5010873722976831,0.8430491687502452,0.857811050046082,31.939811424285068,28.43778998992579,4
13,48,87.67484670479342,0.40538180471123064,8869.511532061819,190.0,334.4023129040911,1.7281507570728827,0.5397527251215076,0.9327740805536742,0.9499713667184634,13.00841541527575,9.505440322542,4
14,48,85.44560486293898,0.4021387502735408,8574.650486752102,170.0,318.09261279393786,1.8333594564358522,0.5485639414012263,1.0057148894308228,1.026436102378699,-0.9915481147631624,-4.494137405405269,4
