action,pred,fit,eps,exp,num,as_size,lower[0],upper[0],mask[0],lower[1],upper[1],mask[1],lower[2],upper[2],mask[2],lower[3],upper[3],mask[3],lower[4],upper[4],mask[4],lower[5],upper[5],mask[5],lower[6],upper[6],mask[6],lower[7],upper[7],mask[7],lower[8],upper[8],mask[8],lower[9],upper[9],mask[9],lower[10],upper[10],mask[10],lower[11],upper[11],mask[11],lower[12],upper[12],mask[12]
8,-10.611379926250205,0.6790514193490051,4.280692708555661,44,1,3.1151999799537946,0.6219060218432417,1.1259060218432417,0,0.37449667492744443,0.6144966749274444,0,0.8799999999999999,1.1,0,-0.1,0.12,0,-70.0,-45.97696389943523,0,0.0,90.0,1,0.0,64.8,0,106.80000000000001,193.2,0,210.0,165299974.8,0,-10.0,30.0,1,-20.0,24.1,0,-30.0,36.006027251293176,0,0.0,1.0,1
4,-17.172152134715308,0.9940138485760001,4.085830604284559,10,1,1.0,1.0759651162790693,1.5799651162790693,0,0.2892798685729584,0.5292798685729584,0,0.0,1.0,1,0.11536037654575881,0.3553603765457588,0,-50.0,150.0,1,0.0,90.0,1,12.200000000000003,99.8,0,36.800000000000004,123.19999999999999,0,210.0,133999974.8,0,-10.0,30.0,1,-20.0,24.06,0,-30.0,36.00012730246442,0,0.15783391045934625,0.39783391045934624,0
7,-15.652454514914256,0.9833718016,4.399404427218955,8,1,1.0,1.0759651162790693,1.5799651162790693,0,0.2892798685729584,0.5292798685729584,0,0.0,1.0,1,0.11536037654575881,0.3553603765457588,0,-50.0,150.0,1,0.0,10.799999999999999,0,12.200000000000003,99.8,0,36.800000000000004,123.19999999999999,0,210.0,133999974.8,0,-10.0,30.0,1,-20.0,24.06,0,0.0,300.0,1,0.0,1.0,1
1,-11.10038051111609,0.9833718016,4.5590170891990835,8,1,1.0,0.5982426327798709,1.102242632779871,0,0.0,1.0,1,0.88,1.1,0,-0.1,0.12,0,-50.0,150.0,1,49.2,70.8,0,0.0,43.8,0,196.8,283.2,0,210.0,119599974.8,0,-10.0,30.0,1,-20.0,24.03,0,0.0,300.0,1,0.0,1.0,1
5,-5.661117446084045,0.9874601449010229,1.01390187598622,20,1,1.05414520619008,0.5982426327798709,1.102242632779871,0,0.34654363576297564,0.5865436357629756,0,0.0,1.0,1,-0.1,0.12,0,-7.723236759751128,40.27676324024887,0,49.2,70.8,0,0.0,43.8,0,196.8,283.2,0,0.0,210.0,1,-10.0,30.0,1,-20.0,24.03,0,-30.0,36.00897679311172,0,0.21624791220450756,0.45624791220450756,0
2,-9.603242946198256,0.9132280285949356,3.652130200190601,18,1,1.264079305011626,0.7055225424864173,1.2095225424864173,0,0.3379361163683241,0.5779361163683241,0,0.0,1.0,1,-0.1,0.12,0,-50.0,150.0,1,0.0,10.799999999999999,0,0.0,50.8,0,196.8,283.2,0,210.0,83799974.8,0,10.935714285714287,20.535714285714285,0,-20.0,24.03,0,-30.0,36.01407742262666,0,0.0,1.0,1
0,-10.748724300701937,0.06227414805308805,5.636974806768482,8,1,4.36908288,0.7055225424864173,1.2095225424864173,0,0.3379361163683241,0.5779361163683241,0,0.0,1.0,1,0.0,1.0,1,-19.041060184312975,28.958939815687025,0,0.0,90.0,1,0.0,50.8,0,196.8,283.2,0,210.0,83799974.8,0,10.935714285714287,20.535714285714285,0,0.0,200.0,1,0.0,300.0,1,0.2151015443555513,0.4551015443555513,0
2,-16.171498519116632,0.8756920534182777,6.848888944148432,72,1,1.2287279083225389,0.8103837209302325,1.3143837209302325,0,0.33176434307485825,0.5717643430748582,0,0.0,1.0,1,-0.08030629960439291,0.1596937003956071,0,-50.0,150.0,1,0.0,90.0,1,0.0,57.8,0,196.8,283.2,0,210.0,110699974.8,0,-10.0,30.0,1,0.0,200.0,1,0.0,300.0,1,0.194592519458415,0.434592519458415,0
2,-6.075131394150028,0.2069804715325653,1.2323836681886675,76,1,3.8740229550717826,0.056640539162273296,0.5606405391622733,0,0.0,1.0,1,0.88,1.1,0,0.0,1.0,1,-50.0,150.0,1,69.2,90.0,0,0.0,43.8,0,56.800000000000004,143.2,0,0.0,210.0,1,-10.0,30.0,1,0.0,200.0,1,-30.0,36.00159475484455,0,0.20874803617230087,0.44874803617230086,0
2,-12.722453473168256,0.9999999999999999,0.39965787185935964,0,1,1.0,0.0541865346027863,0.47189817054879607,0,0.08402821211551585,0.3725456568196991,0,0.8784046084993743,1.1,0,-0.06962993561181138,0.1542816867058328,0,-50.0,150.0,1,2.091268651179177,10.034449042556224,0,313.9227707970532,362.07117027536935,0,-36.0,42.753481920776295,0,0.0,210.0,1,-10.0,30.0,1,-20.0,26.716091551867592,0,-30.0,46.13363897602155,0,0.0,1.0,1
1,-10.058547665085575,0.6923315358822519,1.9020479643244572,24,1,1.5947469690864822,0.3148651223829899,0.8188651223829899,0,0.3349728144850224,0.5749728144850224,0,0.0,1.0,1,-0.1,0.12,0,-70.0,-25.749805657237232,0,69.2,90.0,0,0.0,43.8,0,46.800000000000004,133.2,0,0.0,210.0,1,-10.0,30.0,1,-20.0,26.6,0,0.0,300.0,1,0.0,1.0,1
2,-13.344201915051677,0.6707322289137816,4.636431796991035,76,1,2.8367221906330484,0.5030878182100649,1.0070878182100649,0,0.2994583948041518,0.5394583948041518,0,0.0,1.0,1,-0.1,0.12,0,-50.0,150.0,1,0.0,10.799999999999999,0,0.0,57.8,0,86.80000000000001,173.2,0,210.0,117999974.8,0,5.542857142857144,15.142857142857142,0,0.0,200.0,1,-30.0,36.0057131056894,0,0.0,1.0,1
0,-11.813217996957334,0.9940138485760001,4.642828064293235,10,1,1.0,0.2036956654937802,0.7076956654937803,0,0.29461601370759005,0.53461601370759,0,0.88,1.1,0,0.0,1.0,1,-50.0,150.0,1,9.200000000000001,30.799999999999997,0,0.0,43.8,0,-23.199999999999996,63.199999999999996,0,210.0,80699974.8,0,-10.0,30.0,1,-20.0,27.99,0,0.0,300.0,1,0.0,1.0,1
8,-10.063155268675482,0.27561361372636317,2.7136409606767296,352,1,3.134908809200623,0.7000839273447961,1.204083927344796,0,0.3552565869739917,0.5952565869739916,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,43.8,0,136.8,223.2,0,210.0,157399974.8,0,8.592857142857142,18.192857142857143,0,0.0,200.0,1,0.0,300.0,1,0.0,1.0,1
0,-4.70617255999121,0.9999999999999999,0.019584040282594833,0,1,1.0,0.0273323838738036,0.378493689672029,0,0.07183478337435575,0.26914075720517844,0,0.8763621490921915,1.1,0,-0.1,1.0757842752515305,0,-50.0,150.0,1,0.0,90.0,1,315.4631437706593,359.0497944863107,0,-36.0,28.484141167608946,0,0.0,210.0,1,-4.414285714285715,7.585714285714285,0,0.0,200.0,1,0.0,300.0,1,0.0,1.0,1
7,-5.769868496922101,0.6436000000000001,4.530825019429018,2,1,1.0,0.39139040788618396,0.895390407886184,0,0.0,1.0,1,0.0,1.0,1,-0.1,0.12,0,-50.0,150.0,1,0.0,10.799999999999999,0,0.0,57.8,0,-33.199999999999996,53.199999999999996,0,210.0,52399974.8,0,-10.0,30.0,1,0.0,200.0,1,-30.0,36.00009990653247,0,0.20573832745427995,0.44573832745427994,0
2,-8.802960545118857,0.45524041445751495,3.884959524771243,0,1,2.581977871012702,0.05696894163813643,0.6700327493260068,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,1.6219784237136903,11.009254964183766,0,317.3581663874443,359.4798909455944,0,-36.0,31.272537320523178,0,0.0,210.0,1,4.824254661917545,11.389803249752722,0,0.0,200.0,1,-17.98279227687069,27.015477640615238,0,0.2526700370699794,0.48242359099122095,0
2,-8.802960545118857,0.45524041445751495,3.884959524771243,0,1,2.581977871012702,-0.04558990820901588,0.4589660898494675,0,0.10847121487605002,0.31576460383289023,0,0.8710914480487882,1.1,0,-0.0774843568913825,0.1120135644590205,0,-50.0,150.0,1,0.0,11.157037924550128,0,317.26649303323444,358.0628208953763,0,-36.0,46.471561128538994,0,0.0,210.0,1,-10.0,30.0,1,-20.0,26.703595265275982,0,-30.0,38.48290074929355,0,0.0,1.0,1
0,-4.882071414995782,0.9999902321177426,0.3419269405922257,0,1,1.0000144327352367,0.35465828041992264,0.8502994988979965,0,0.3551869105163922,0.5903981512002162,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,48.37120723425565,0,129.42879073472804,200.79079030141034,0,-21.0,231.0,0,5.280860777997291,16.236927879967766,0,-12.466857381032963,27.56096074441581,0,-22.983917882708276,45.787111675763484,0,0.0,1.0,1
3,-9.396157777351732,0.9833718016,3.4624915624082577,8,1,1.0,0.7008766069517013,1.2048766069517014,0,0.3496907398316566,0.5896907398316567,0,0.0,1.0,1,-0.1,0.12,0,-0.5453683008239381,47.45463169917606,0,69.2,90.0,0,0.0,43.8,0,196.8,283.2,0,210.0,123299974.8,0,-10.0,30.0,1,0.0,200.0,1,-30.0,36.00887935468972,0,0.0,1.0,1
0,-13.433766500234615,0.786640994906472,0.09060020396534457,0,1,1.5959539897424648,-0.0071783985949556844,0.407668882493066,0,-0.06250186002366104,0.19110916890973356,0,0.8112825171074378,1.0963482089436922,0,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,312.94959884702996,360.86227237018346,0,-28.798231864000126,42.50744769626799,0,0.0,210.0,1,0.9400344620433525,9.161185096758684,0,0.0,200.0,1,0.0,300.0,1,0.0,1.0,1
0,-5.705329816493193,0.980367099881742,0.3587015752410227,0,1,2.153524551034077,-0.00774724792062241,0.44618841785695545,0,0.09721358476736758,0.28687330967243774,0,0.8781369709161859,1.1,0,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,323.1362820926655,361.5096147023489,0,-31.697776555703726,45.85608085861586,0,0.0,210.0,1,3.087791297811716,10.532331965684435,0,0.0,200.0,1,0.0,300.0,1,0.0,1.0,1
0,-6.9209367330337805,0.7634384450285582,2.006251505491047,0,1,2.151370787458582,0.7446155039872884,1.2583585948347018,0,0.374367806415043,0.6078222851679019,0,0.9170069073572846,1.1,0,0.0,1.0,1,-50.0,150.0,1,0.4160828412253159,9.359335460579718,0,0.0,82.75,0,148.37886218730162,227.72752929513885,0,-21.0,231.0,0,10.21676882654344,19.83325757278638,0,-20.0,19.59823820589795,0,-21.294072794104437,35.44118533692161,0,0.0,1.0,1
0,-6.9209367330337805,0.7634384450285582,2.006251505491047,0,1,2.151370787458582,0.6699632256657011,1.1678738735787295,0,0.41894180575894013,0.6030636573545494,0,0.9194182521536952,1.1,0,0.0,1.0,1,-50.0,150.0,1,0.0,9.729751521327078,0,0.0,85.01893194605638,0,142.33041472860367,217.43081244104584,0,231.0,231.0,0,7.820091855638281,18.63040431155195,0,-20.0,26.18015444146318,0,-19.390647082783843,36.114549151005384,0,0.0,1.0,1
2,-8.32714843297588,0.5767099238266978,2.1478229723473583,0,1,2.131854366183946,0.07992941306191195,0.620715149161564,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,1.2819133846026651,8.98982582136664,0,316.7424589275602,365.0,0,-36.0,54.39927048445504,0,0.0,210.0,1,2.8564469679731586,12.227269186326478,0,0.0,200.0,1,-19.779583889775154,42.68352859821246,0,0.22558949506730028,0.49095795456282765,0
2,-8.32714843297588,0.5767099238266978,2.1478229723473583,0,1,2.131854366183946,0.1858508388839721,0.6648173810250076,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,11.55041935269498,0,326.9541851691751,359.9486420673598,0,-24.712335518009517,43.94512839327222,0,0.0,210.0,1,4.067879532714714,14.377145164793683,0,0.0,200.0,1,-30.0,36.00009446152055,1,0.22486134706728897,0.4402017037645991,0
1,-5.586171799546291,0.9990652617327306,1.4579962633861356,0,1,1.384058097419249,0.297383811276014,0.7793792601814022,0,0.0,1.0,1,0.8554877342653856,1.060512972811791,0,-0.06261742099757947,0.16314795247510297,0,-50.0,150.0,1,0.0,90.0,1,0.9352834727745112,44.41168550645072,0,110.24005629504265,204.14682876429083,0,-21.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-30.0,46.78339592383774,0,0.0,1.0,1
1,-5.586171799546291,0.9990652617327306,1.4579962633861356,0,1,1.384058097419249,0.31254482227157276,0.8909279898221992,0,0.0,1.0,1,0.880717632020088,1.0989466729543893,0,-0.05800554158735829,0.12019172225580246,0,-50.0,150.0,1,0.0,90.0,1,3.1376808252049493,41.497509854557194,0,100.65434881053005,197.93680668951117,0,-21.0,231.0,0,-10.0,30.0,1,-20.0,220.0,0,-18.183982033346787,25.365023456622872,0,0.0,1.0,1
3,-10.356090267194674,0.6884989487146908,2.2307577265530694,20,1,3.635890919911457,0.2910531661855109,0.7950531661855109,0,0.3936093134051919,0.6336093134051919,0,0.88,1.1,0,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,43.8,0,56.800000000000004,143.2,0,210.0,99899974.8,0,4.6000000000000005,14.2,0,-20.0,24.29,0,0.0,300.0,1,0.2156851935128798,0.4556851935128798,0
2,-11.517380943893894,0.3019135705699111,1.5159633491779574,0,1,2.9117818365171213,1.2222822952503738,1.5978161657625203,0,0.0,1.0,1,0.8930098126570021,1.1,0,0.0,1.0,1,-50.0,150.0,1,0.7956890999469444,11.299638222272618,0,0.0,82.3098870876409,0,105.79243047650843,184.74214019452228,0,0.0,210.0,1,9.91406112012405,19.701189337796418,0,-13.13007076311614,26.738605098115926,0,-30.0,45.000167121762956,0,0.14864669797674612,0.34384970988357527,0
2,-11.517380943893894,0.3019135705699111,1.5159633491779574,0,1,2.9117818365171213,1.1538674983213215,1.7738301979302264,0,0.0,1.0,1,0.8535927843315607,1.0861288190202434,0,0.0,1.0,1,-50.0,150.0,1,0.17820773628370334,8.244892589091311,0,1.4237425844499025,87.53770115154973,0,108.76279715359729,173.621925324163,0,0.0,210.0,1,10.020649336756751,18.49300147671272,0,-20.0,17.96151232505222,0,-19.036624135220972,54.24470736531485,0,0.17181034115876354,0.43534345782419426,0
0,-4.717672001317918,0.6661295051292234,1.793937971538282,0,1,2.170657015334289,0.4071809420814202,0.8756095358466991,0,0.3448867648366178,0.6278538810209529,0,-0.1,0.8479656981771742,0,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,38.273165740389416,0,112.09234920968375,206.6479087084594,0,231.0,231.0,0,7.286351288796605,17.63153389135207,0,-13.394965685456949,29.48561506266632,0,-30.0,27.841827366033076,0,0.0,1.0,1
0,-7.777862245420723,0.3861254251083628,0.346816319087957,0,1,4.199489552839171,0.060868809907192456,0.4373789288750023,0,0.12365534092691795,0.2931155828529145,0,0.88,1.1,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,328.9630850627172,363.4251471748374,0,-30.73756896578098,47.85847309068513,0,0.0,210.0,1,1.7797252349936084,11.421481783361216,0,0.0,200.0,1,0.0,300.0,1,0.0,1.0,1
2,-8.573585147209664,0.5846899520319677,3.151909581534663,0,1,1.9505774247905157,0.2143814001401657,0.5478946634352782,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,2.0861245519654585,10.343273260232355,0,313.7154991241411,365.0,0,-33.63922551996625,34.430918821507646,0,-21.0,231.0,0,3.275162493685051,13.791736922694904,0,0.0,200.0,1,-29.13881511914357,33.49003835435015,0,0.21855174272692393,0.42144016059252626,0
2,-8.573585147209664,0.5846899520319677,3.151909581534663,0,1,1.9505774247905157,-0.06095141180646535,0.5690485881935347,0,0.0,1.0,1,0.02473064865726307,0.9559835778975861,0,0.0,1.0,1,-50.0,150.0,1,0.0,11.954166340944585,0,315.28049751762927,364.85479699256797,0,-35.84617822197964,32.94137257381928,0,0.0,210.0,1,2.9422918742915263,12.089194746385699,0,0.0,200.0,1,-30.0,47.777077820850266,0,0.16858763007523905,0.48919352455216436,0
1,-5.69290016390117,0.607556898589433,0.8060471659566635,0,1,1.8180673639176854,0.4403585165566522,1.0703585165566523,0,0.0,1.0,1,0.8467632978840636,1.0954291857485627,0,-0.1,0.15263600231953142,0,-50.0,150.0,1,0.0,90.0,1,0.0,45.18503927652319,0,109.63077757558162,199.28054519536593,0,-21.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-30.0,23.879688446533276,0,0.0,1.0,1
1,-5.69290016390117,0.607556898589433,0.8060471659566635,0,1,1.8180673639176854,0.39064646606869186,0.8671054123570543,0,0.0,1.0,1,0.901550746346024,1.1,0,-0.1,0.14885405775968055,0,-50.0,150.0,1,0.0,90.0,1,0.0,42.57164594285945,0,106.98021549882618,205.84380294857291,0,231.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-16.856250963484158,35.451016301289414,0,0.0,1.0,1
1,-11.986259259156752,0.1820695953399857,4.2770994767932775,8,1,4.68586752,0.43111715419743746,0.9351171541974375,0,0.41320308298896136,0.6532030829889613,0,0.0,1.0,1,-0.1,0.12,0,-70.0,-34.98983254367749,0,0.0,20.799999999999997,0,0.0,43.8,0,66.80000000000001,153.2,0,210.0,143099974.8,0,10.592857142857145,20.192857142857143,0,0.0,200.0,1,-30.0,36.006321702582476,0,0.2068063141578435,0.4468063141578435,0
1,-13.79889279054537,0.7393167592320631,3.408240472780034,44,1,1.6213297043389314,0.43111715419743746,0.9351171541974375,0,0.41320308298896136,0.6532030829889613,0,0.0,1.0,1,-0.1,0.12,0,-50.0,150.0,1,0.0,90.0,1,0.0,43.8,0,66.80000000000001,153.2,0,0.0,210.0,1,-10.0,30.0,1,-20.0,24.14,0,-30.0,36.006321702582476,0,0.0,1.0,1
