action,pred,fit,eps,exp,num,as_size,lower[0],upper[0],mask[0],lower[1],upper[1],mask[1],lower[2],upper[2],mask[2],lower[3],upper[3],mask[3],lower[4],upper[4],mask[4],lower[5],upper[5],mask[5],lower[6],upper[6],mask[6],lower[7],upper[7],mask[7],lower[8],upper[8],mask[8],lower[9],upper[9],mask[9],lower[10],upper[10],mask[10],lower[11],upper[11],mask[11],lower[12],upper[12],mask[12]
0,-6.64789376743782,0.2213164042265823,1.7366298411504322,0,1,6.237128284673805,0.9277214485549266,1.3656349261351304,0,0.3029283252903857,0.5951049358639781,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.3807491255050705,12.384337318243146,0,0.0,84.08627866600399,0,106.0,214.0,0,231.0,231.0,0,11.02712301999744,22.06482379316936,0,-12.747655060036337,28.513285186875542,0,-30.0,26.89281136311682,0,0.0,1.0,1
0,-5.059754111144226,0.3367833388110016,0.7375888285991862,0,1,4.815166422718349,0.5636824730635104,1.1608930303272098,0,0.3005853759832231,0.5317282867150938,0,0.8892289981749639,1.069457605063978,0,-0.0975265598059187,0.1476057023425651,0,-22.5588138805358,38.94285600087199,0,0.0,77.0705229038638,0,0.0,51.15148078064081,0,142.01789927651404,248.24897004550888,0,-21.0,231.0,0,-10.0,30.0,1,-20.0,19.54152019805076,0,-30.0,37.119257278295976,0,0.182214211780492,0.4609942801115484,0
0,-5.059754111144226,0.3367833388110016,0.7375888285991862,0,1,4.815166422718349,0.6327136923981297,1.1380450123883517,0,0.290365159877441,0.6098021141180949,0,0.0,1.0,1,-0.0952035435161558,0.1183102682203218,0,-50.0,150.0,1,0.0,90.0,1,0.6983621135439115,50.33700914904841,0,153.81345712135214,241.426248664308,0,231.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,0.0,300.0,1,0.2137136091210838,0.4340450755880191,0
0,-6.4840055921976605,0.4841127572174797,1.981877805607628,98,1,2.9580185052528982,0.3312964651539601,0.8145761805656646,0,0.3492506907120772,0.5238675180384343,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,43.16231938259911,0,128.05553577707292,197.8487100339932,0,0.0,210.0,1,6.968299078440944,19.347931176695344,0,-20.0,31.55,0,-18.40620901876447,34.862406762861404,0,0.0,1.0,1
0,-7.972201438081864,0.8712563705746665,3.9565838496068686,6,1,1.165888,0.7982325581395349,1.3022325581395349,0,0.3394434291955531,0.579443429195553,0,0.88,1.1,0,-0.0904474929856842,0.1495525070143157,0,-50.0,150.0,1,59.2,80.8,0,0.0,43.8,0,136.8,223.2,0,210.0,162099974.8,0,-10.0,30.0,1,-20.0,24.0,0,-30.0,36.00011526743084,0,0.0,1.0,1
0,-6.762847732473524,0.2621605211803728,2.130259937521907,0,1,6.014865873993052,1.0647959780285348,1.5782321989811865,0,0.3266293848329517,0.5112871062444746,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,9.119277926881605,0,9.187546216339006,84.69980291831453,0,93.56963459749052,172.73845891006914,0,-21.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-27.65965450774785,24.20085685793591,0,0.0,1.0,1
0,-11.446361816456523,0.6732022291969506,6.328101913072475,4,1,1.2304,0.298964767306071,0.802964767306071,0,0.3586547679091016,0.5986547679091017,0,0.0,1.0,1,0.0,1.0,1,50.10448771855721,98.1044877185572,0,0.0,10.8,0,0.0,50.8,0,216.8,303.2,0,210.0,141299974.8,0,4.628571428571429,14.228571428571428,0,0.0,200.0,1,0.0,300.0,1,0.0,1.0,1
0,-9.83517874697407,0.340500680831145,2.09243275340809,10,1,1.90025984,0.2995159722004604,0.8035159722004604,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,69.2,90.0,0,0.0,43.8,0,176.8,263.2,0,210.0,121799974.8,0,-10.0,30.0,1,-20.0,24.03,0,0.0,300.0,1,0.1528133015684669,0.3928133015684669,0
0,-3.463246215696397,0.4487306191401712,2.854869930512294,0,1,6.016345402094373,0.9167576808747872,1.6400305666454882,0,0.3138096735974256,0.5686673217024385,0,0.9396137662711792,1.0713075688105038,0,0.0868156727629302,0.4676944420509862,0,-50.0,150.0,1,8.078657732956273,90.0,0,0.0,85.03913735119127,0,190.31080549307467,254.83629383981236,0,0.0,210.0,1,-10.0,30.0,1,0.0,200.0,1,-30.0,31.63985070344239,1,0.0,1.0,1
0,-6.130377161244003,0.4766316130487836,1.9205259709546003,0,1,3.598385619681116,0.8990060412999505,1.4439603628891544,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,11.956848936356124,0,0.0,76.32699238948419,0,81.36702502481387,167.5526013273796,0,-21.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-21.465955459667505,32.16788957583564,0,0.0,1.0,1
0,-6.130377161244003,0.4766316130487836,1.9205259709546003,0,1,3.598385619681116,0.959177710068742,1.5743986419937157,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,1.799212275938265,12.18900547425862,0,7.049556212421878,68.91677697312525,0,88.36487835795126,171.5901696622335,0,231.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-20.96413099348543,24.35890140013605,0,0.0,1.0,1
0,-10.160705372419358,0.1431588769014557,4.233699170544277,18,1,5.02857984,0.1135038225864254,0.6175038225864254,0,0.0,1.0,1,0.8800000000000002,1.1,0,0.0,1.0,1,-50.0,150.0,1,39.2,60.8,0,0.0,43.8,0,86.80000000000001,173.2,0,0.0,210.0,1,5.228571428571427,14.828571428571426,0,0.0,200.0,1,-30.0,36.00657208733084,0,0.0,1.0,1
0,-7.014761388434273,0.5342776074244039,2.503895112447557,0,1,4.874269935276088,0.5565539171464259,1.162795512048267,0,0.0,1.0,1,0.8090507295998163,1.0799106590520389,0,0.0,1.0,1,-50.0,150.0,1,0.0,9.678150865691682,0,23.874033504629416,66.7914483615711,0,168.50018271608008,242.9549136837146,0,231.0,231.0,0,9.009034477672763,18.11359856599497,0,-20.0,15.253194946404642,0,-30.0,56.9462650153559,0,0.0,1.0,1
0,-10.6795452204808,0.6756960169511941,2.2870493433831607,0,1,2.451778060365918,1.0864312824514588,1.49203971541329,0,0.0,1.0,1,-0.1,0.842699878393094,0,0.0,1.0,1,-50.0,150.0,1,0.0,12.11199297965278,0,0.3818332657136043,64.52770607057239,0,107.41153796072194,188.42328318742992,0,210.0,231.0,1,-10.0,30.0,1,0.0,200.0,1,-17.665474304328587,38.24005856235152,0,0.0,1.0,1
0,-10.6795452204808,0.6756960169511941,2.2870493433831607,0,1,2.451778060365918,0.9483170410887224,1.5309323596609914,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,8.822739210877883,0,13.447434900247446,84.62974596841148,0,91.64729569566404,171.53843566158312,0,-21.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-20.21491739578652,47.23178055843418,0,0.0,1.0,1
0,-7.2042084870279,0.1429123540379865,1.5218548952216635,38,1,5.0486084017925625,0.634790770229005,1.05229478318268,0,0.2903725467274227,0.5745599680697904,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,18.846430349188694,66.37672479129387,0,140.54378964582585,200.3767664794196,0,0.0,210.0,1,6.608356197097614,16.09954238129612,0,-20.0,37.05037367431546,0,-30.0,30.494962582764245,0,0.0,1.0,1
0,-7.481053504632769,0.319460798283799,3.1581829086241537,0,1,5.469526439128776,0.8423712223026197,1.182533728110008,0,0.0,1.0,1,0.848612007967194,1.1,0,-0.1,0.1492458846144464,0,-50.0,150.0,1,2.0597650509671106,9.31458487331005,0,0.0,71.61662441053457,0,82.29283094429393,168.25306109210263,0,231.0,231.0,0,-10.0,30.0,1,-12.002296820343288,15.57133981789858,0,-30.0,28.60742363578069,0,0.0,1.0,1
0,-7.481053504632769,0.319460798283799,3.1581829086241537,0,1,5.469526439128776,1.0666062484446963,1.4986466896460453,0,0.3453299054994522,0.6047322317529896,0,0.0880040674415194,1.0626405896289537,0,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,1.494950159397865,70.35531238795613,0,112.27928136898326,190.7346280673598,0,-21.0,231.0,0,7.992316036930589,18.227800480973468,0,0.0,200.0,1,-30.0,43.62960008806186,0,0.1236205161043542,0.3310366795151724,0
0,-9.748039658165055,0.7389327724554897,1.8580331146159808,16,1,2.01805762543616,0.3069794568656865,0.8109794568656865,0,0.0,1.0,1,0.88,1.1,0,0.0,1.0,1,24.976772025780647,72.97677202578065,0,49.2,70.8,0,0.0,43.8,0,186.8,273.2,0,0.0,210.0,1,8.271428571428572,17.87142857142857,0,-20.0,24.63,0,-30.0,36.01091474930909,0,0.1856180289758807,0.4256180289758807,0
0,-7.212196115802672,0.0715085839503045,3.759543056834167,76,1,3.091660935034486,0.1713465000054159,0.8013465000054159,0,0.3695806640727731,0.5490255720473417,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,37.74173833342892,0,117.03216749750185,203.2517865256662,0,0.0,210.0,1,6.08170725840865,16.83950973741701,0,-20.0,30.03,0,-30.0,45.009928783444245,0,0.0,1.0,1
0,-7.613794924539935,0.1656663512673237,3.533017169379693,0,1,6.127492771789527,0.5028334957565201,1.005695425307302,0,0.0,1.0,1,0.9197642330539368,1.093068403436423,0,-0.1,0.0890683497244112,0,-50.0,150.0,1,0.0,90.0,1,2.627212632856489,45.06172455785514,0,166.0,274.0,0,-21.0,231.0,0,11.464285714285712,21.064285714285717,1,0.0,200.0,1,-29.48848105593504,45.951630205857086,0,0.1583683277344468,0.3836354480330024,0
0,-6.484302468865536,0.4802956733237947,1.982546766280747,38,1,2.958146655593892,0.2145418260576561,0.5691586220970302,0,0.3518465228071983,0.5791747452987442,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,35.19033636058461,0,112.95876376970445,206.98170532196457,0,0.0,210.0,1,7.064217628857694,17.860967402645812,0,-12.020093596386223,29.55324151869664,0,-30.0,33.917407960339844,0,0.190554355678182,0.4663115911712716,0
0,-5.3998931544920845,0.0695012913691233,0.7754871291419487,60,1,3.9936369005480894,0.7651656136594321,1.2119770682289703,0,0.0,1.0,1,0.88,1.1,1,0.0,1.0,1,-50.0,150.0,1,0.0,12.882007638706686,0,6.911637841968652,80.35647984983659,0,160.28862943004856,232.28153838795697,0,0.0,210.0,1,8.30412433974849,17.53463515228945,0,-11.76452016529685,32.36430888468306,0,-30.0,31.39545892849183,0,0.0,1.0,1
0,-8.541326667784487,0.4655233015407095,2.0228091751360697,0,1,4.937928051481408,1.088484360032098,1.5397136278318255,0,0.1956937873270166,1.1,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,8.691217943433314,0,2.301425589504058,88.53473317835518,0,105.81449422852744,196.84112289036293,0,231.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-30.0,33.72565588210834,0,0.0,1.0,1
0,-8.541326667784487,0.4655233015407095,2.0228091751360697,0,1,4.937928051481408,1.083059335017422,1.5184756992882844,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,10.523785877300638,0,11.756055556724624,73.3043247399103,0,107.31151977711076,191.9680069856113,0,-21.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-30.0,36.00013289097015,1,0.0,1.0,1
0,-5.212596264489939,0.1219370031831069,0.5435005893286644,34,1,3.994491221483372,0.6603256180247976,1.1144533462332027,0,0.2651574318853312,0.6211522351339772,0,0.8605603093865116,1.1,0,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,4.357649190639021,63.588525157768736,0,156.7878225734511,245.69756547559533,0,0.0,210.0,1,7.8848311954459644,18.13792539558968,0,0.0,200.0,1,-29.40905317729097,31.527798159240845,0,0.0,1.0,1
0,-9.04270034933262,0.6492387981730021,3.918699934089253,0,1,1.9103554754719905,0.969998762551602,1.537215945496812,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,9.7913553102326,0,13.54672468652528,86.79815880072456,0,109.67912063242632,177.3847679303487,0,231.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-30.0,32.72339384301176,0,0.0,1.0,1
0,-9.04270034933262,0.6492387981730021,3.918699934089253,0,1,1.9103554754719905,1.0721325459207218,1.534912421679042,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,9.159286350573447,0,0.0,67.89765469265365,0,82.90989594215111,169.64790128381944,0,-21.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-30.0,37.44915061979033,0,0.0,1.0,1
0,-5.98807752992904,0.949850046716871,1.90075965657174,0,1,1.135753274068961,0.7864354914599292,1.24527107551581,0,0.3782512290155901,0.5685341738532429,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,36.95104767664566,0,146.0192045629965,217.60030067053043,0,231.0,231.0,0,8.649419711594504,16.484389117276887,0,0.0,200.0,1,0.0,300.0,1,0.0,1.0,1
0,-5.518151377629086,0.3682355303557402,0.3756187558577004,388,1,3.861648697729706,1.2236484870164837,1.8690931664273016,0,0.3376356340247657,0.7650841971680773,1,0.7986555425679257,1.1,0,0.0869080292820098,0.3321459130856566,1,-50.0,150.0,1,0.0,90.0,1,32.97052963634392,95.85643778187796,0,168.7908477248281,286.40498841616966,0,0.0,210.0,1,-10.0,30.0,1,0.0,200.0,1,-20.25848982580309,38.21882961563456,0,0.0,1.0,1
0,-11.97286618384459,0.5996687266289247,3.5952340540588743,8,1,2.331960545057476,0.1696756424723622,0.8105366711262381,0,0.3859364262537555,0.5814391865194033,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,39.55033388229413,0,114.8886921959268,193.76818239493736,0,0.0,210.0,1,7.750438374975884,15.408965019380158,0,-20.0,27.56817576838355,0,-24.691119799645257,43.24671673261723,0,0.0,1.0,1
0,-10.29197909016152,0.5217026974531483,3.46415995482298,2,1,2.724723616629724,0.054539301488995,0.6966272744715506,0,0.3738724242090656,0.5788622393026297,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,6.711556651428608,31.11045912235413,0,114.08976825943036,208.79230141958263,0,0.0,210.0,1,4.935714285714285,16.935714285714283,0,-14.338965463319992,23.690900775802703,0,-19.3432868358408,37.24462377787578,0,0.0,1.0,1
0,-8.479414333237374,0.31732210481788,3.8702673063534903,0,1,3.6756113133291217,0.8517000258924918,1.3517521983924994,0,0.0,1.0,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,13.5,0,0.0,60.27870928223001,0,104.31374219930926,175.7319270907084,0,-21.0,231.0,0,-10.0,30.0,1,0.0,200.0,1,-30.0,35.39679475418239,0,0.0,1.0,1
0,-8.479414333237374,0.31732210481788,3.8702673063534903,0,1,3.6756113133291217,0.9939588796016356,1.5613167449188547,0,0.3368328126661588,0.6234904745838067,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,12.868640508555306,0,0.0,70.58967040341707,0,80.09508026170786,179.7522171017201,0,231.0,231.0,0,7.910809817935533,17.37102126787714,0,-11.759868250436329,20.637528923592463,0,-17.86251282042612,48.13781942106528,0,0.1255646842825653,0.3655646842825653,1
0,-7.384072873796579,0.4086747975878833,1.622169854240641,0,1,3.126781188951881,0.311826585498932,0.7399587538051055,0,0.3463319385354741,0.5377683874055922,0,-0.1,1.1,0,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,4.444387063100409,41.38198987672181,0,114.341835509812,196.73616101950844,0,0.0,210.0,1,9.259891948024972,20.759754196657703,0,-15.178916490599526,32.251333030140884,0,-8.340634972712289,44.86285798321037,0,0.0,1.0,1
0,-7.384072873796579,0.4086747975878833,1.622169854240641,0,1,3.126781188951881,0.367670844512878,0.8927100275109618,0,0.359360022004867,0.5179487486111222,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,90.0,1,0.0,51.74891125203284,0,125.9999847620188,192.0613691322481,0,-21.0,175.15023302436327,0,8.99801141119829,18.94420301982572,0,-12.634738426271827,35.94629641688654,0,-22.50063469570761,40.09295233573189,0,0.0,1.0,1
0,-8.125413094978475,0.49131448370455,2.8881735147483782,0,1,3.411432431210012,0.7626085366335863,1.3724145522081903,0,0.3529061475535034,0.5873490942159582,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.3948057880746924,11.910851450602628,0,10.607334392385445,64.3173844045079,0,109.85963160859652,194.9806814172119,0,-21.0,231.0,0,9.33774192884052,17.547697156372525,0,-20.0,30.06,0,-20.689984490863225,28.896104437318023,0,0.1255646842825653,0.3655646842825653,1
0,-11.870109868504992,0.6117553635568449,2.3650509324643907,0,1,1.9208694051413624,0.7042626841197186,1.22078147470806,0,0.3888199380087915,0.656536332137682,0,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.0,8.808034616870541,0,0.0,68.60645337965681,0,81.27286730048456,168.88661836385975,0,-21.0,231.0,0,7.476429206070538,17.19362127039556,0,-15.621328131778414,25.562026811914254,0,-30.0,46.10415899132257,0,0.1206626221532868,0.4206626221532867,0
0,-11.870109868504992,0.6117553635568449,2.3650509324643907,0,1,1.9208694051413624,0.6946763515125104,1.2057018380121576,0,0.3789345250091648,0.6189345250091649,1,0.0,1.0,1,0.0,1.0,1,-50.0,150.0,1,0.229817773804914,8.791446989531035,0,0.0,55.81024583964736,0,82.78920550689547,187.6643499750733,0,231.0,231.0,0,9.516562974177264,15.650919318488963,0,-16.181243678241135,16.13288440772632,0,-22.44329210985756,40.36916923822623,0,0.1192724502135077,0.3382902616135851,0
