action,pred,eps,fit,exp,num,dontcare_count,len_lower,len_upper,len_mask,score,lower[0]_DVS,lower[1]_TAGP,lower[2]_LAI,lower[3]_TRA,lower[4]_RFTRA,lower[5]_WSO,lower[6]_NamountSO,lower[7]_NuptakeTotal,lower[8]_NLOSSCUM,lower[9]_RNO3DEPOSTT,lower[10]_RNH4DEPOSTT,lower[11]_Week,lower[12]_Naction,lower[13]_IRRAD,lower[14]_TMIN,lower[15]_RAIN,lower[16]_NO3_sum,lower[17]_NH4_sum,lower[18]_WC_mean,lower[19]_SM_mean,upper[0]_DVS,upper[1]_TAGP,upper[2]_LAI,upper[3]_TRA,upper[4]_RFTRA,upper[5]_WSO,upper[6]_NamountSO,upper[7]_NuptakeTotal,upper[8]_NLOSSCUM,upper[9]_RNO3DEPOSTT,upper[10]_RNH4DEPOSTT,upper[11]_Week,upper[12]_Naction,upper[13]_IRRAD,upper[14]_TMIN,upper[15]_RAIN,upper[16]_NO3_sum,upper[17]_NH4_sum,upper[18]_WC_mean,upper[19]_SM_mean,mask[0]_DVS,mask[1]_TAGP,mask[2]_LAI,mask[3]_TRA,mask[4]_RFTRA,mask[5]_WSO,mask[6]_NamountSO,mask[7]_NuptakeTotal,mask[8]_NLOSSCUM,mask[9]_RNO3DEPOSTT,mask[10]_RNH4DEPOSTT,mask[11]_Week,mask[12]_Naction,mask[13]_IRRAD,mask[14]_TMIN,mask[15]_RAIN,mask[16]_NO3_sum,mask[17]_NH4_sum,mask[18]_WC_mean,mask[19]_SM_mean
2,9.333509581632338,1.2335095816323383,0.1481,2,1,9,20,20,20,0.1481,0.16792655266238682,-1.0,2.4810418830762915,-1.0,0.8,-0.2,-0.2,-1.0,-1.0,-1.0,-1.0,28.7,-1.0,14559999.9,2.6599999999999997,-1.0,-0.1898958416058687,-0.1998278761689369,5.188539974516277,-1.0,0.5679265526623869,3044.356397709109,3.2546067459821346,1.0,1.2,0.2,0.2,124.81451843130783,28.151574156717054,1.0,1.0,35.3,4.0,17840000.1,7.539999999999999,1.0,0.21010415839413132,0.20017212383106311,6.646710087483041,1.0,0,1,0,1,0,0,0,1,1,1,1,0,1,0,0,1,0,0,0,1
5,11.375842032179905,1.982921605672532,0.5638045340931361,21,1,11,20,20,20,0.5638045340931361,0.2569084904078519,-1.0,-1.0,-1.0,-1.0,-0.2,-1.0,129.35861910648484,-1.0,-0.1989277605886271,-0.1993808801177145,29.6,3.5,-1.0,-11.9,-1.0,-1.0,-0.19987757382303117,-1.0,0.1205268437974425,0.6569084904078519,3812.0070599757255,3.3629259576438653,1.0,1.0000000000000002,0.2,1.0,158.32720113014815,29.741435464513266,0.20107223941137292,0.20061911988228553,36.4,4.5,23900000.0,12.8,1.0,1.0,0.20012242617696885,6.290850564833816,0.5205268437974425,0,1,1,1,1,0,1,0,1,0,0,0,0,1,1,1,1,0,1,0
4,9.0,1.0,0.109,1,1,11,20,20,20,0.109,-1.0,-1.0,-1.0,-1.0,-1.0,-0.2,-1.0,-1.0,27.615043026302732,-0.1988735202235854,-0.1993495612834471,-1.0,3.5,409999.8999999999,5.2299999999999995,-0.020000000000000018,-1.0,-1.0,-1.0,0.12630151378153054,1.0,4855.929329579129,3.8649775540426257,1.0,1.0000000000000002,0.2,1.0,165.65327264505035,33.97394147659223,0.20112647977641462,0.20065043871655291,34.0,4.5,5190000.1,10.170000000000002,0.38,1.0,1.0,6.290850564833816,0.5263015137815306,1,1,1,1,1,0,1,1,0,0,0,1,0,0,0,0,1,1,1,0
0,9.576070936052894,1.4760709360528943,0.1981,2,1,11,20,20,20,0.1981,0.43094912246202804,-1.0,3.687265290958846,-1.0,0.8,-1.0,-1.0,167.24368429964014,28.10642645183474,-0.1988649211413227,-0.19934459610240474,31.4,-1.0,21309999.9,-11.9,-1.0,-1.0,-1.0,-1.0,-1.0,0.830949122462028,6012.27500507058,4.728879800060811,1.0,1.2,1.0,1.0,204.63116969956016,34.574521218909126,0.20113507885867732,0.20065540389759529,38.6,4.0,26090000.1,12.8,1.0,1.0,1.0,6.290850564833816,1.0,0,1,0,1,0,1,1,0,0,0,0,0,1,0,1,1,1,1,1,1
3,8.939252421839717,0.9607475781602828,0.1981,2,1,10,20,20,20,0.1981,0.5308926890534502,-1.0,-1.0,0.03077446720262031,0.8,-1.0,-1.0,186.70396098328794,28.148778571684712,-1.0,-0.19934459610240474,-1.0,3.5,21109999.9,-11.9,-0.2,-1.0,-1.0,-1.0,0.09419745016094949,0.9308926890534501,7564.421760688965,4.395082161623578,0.43077446720262036,1.2,1.0,1.0,228.41595231290748,34.62628492094798,1.0,0.20065540389759529,36.0,4.5,25890000.1,12.8,0.2,1.0,1.0,6.290850564833816,0.4941974501609495,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1,0,1,1,1,0
2,9.0,1.0,0.109,1,1,12,20,20,20,0.109,0.6213554430037889,-1.0,-1.0,0.03393878580437104,-1.0,-0.2,-0.2,200.20071194298401,-1.0,-1.0,-1.0,-1.0,-1.0,18809999.9,-11.9,0.52,-0.19857115509993345,-1.0,-1.0,-1.0,1.0213554430037888,8892.399619464602,4.395082161623578,0.43393878580437106,1.0000000000000002,0.2,0.2,244.91198126364714,31.400503062730497,1.0,1.0,37.0,4.0,23590000.1,12.8,0.9199999999999999,0.20142884490006657,1.0,6.290850564833816,1.0,0,1,1,0,1,0,0,0,1,1,1,1,1,0,1,0,0,1,1,1
3,9.0,1.0,0.109,1,1,10,20,20,20,0.109,-1.0,-1.0,3.3578497760591635,0.0027638777261971836,0.8000000000000003,173.61581134115264,-1.0,-1.0,-1.0,-0.1987587555487716,-0.1992832952133814,-1.0,3.5,-1.0,12.04,-1.0,-0.1999891167028574,-1.0,4.10574883648966,-1.0,1.0301162790697673,11928.9890703483,4.436866208383879,0.4027638777261972,1.2000000000000002,212.4193249725199,3.927907511991618,243.09164080485468,31.405593021473106,0.20124124445122843,0.20071670478661863,39.0,4.5,23900000.0,17.36,1.0,0.20001088329714262,1.0,5.563918949456424,1.0,1,1,0,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,0,1
0,9.0,1.0,0.109,1,1,7,20,20,20,0.109,0.9260639534883719,-1.0,3.2770926691770694,-0.031036492095494306,0.8,-1.0,24.553078411240143,221.88061756337584,28.165034578030166,-0.19863274592022961,-0.19921053621426024,35.8,3.5,-1.0,-11.9,0.07999999999999996,-1.0,-1.0,-1.0,0.10138262861098468,1.3820755813953487,14567.793097421605,4.356109101501785,0.3689635079045057,1.2,2831.821595230142,36.27859230382682,272.34948500351055,34.64615360538372,0.2013672540797704,0.20078946378573978,44.2,4.5,23900000.0,14.7,0.48,1.0,1.0,6.290850564833816,0.5013826286109847,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,1,1,0
3,9.0,1.0,0.109,1,1,9,20,20,20,0.109,-1.0,13110.913787679445,-1.0,0.18259060602199456,-1.0,2548.5394357071277,51.76481251664005,226.1099034806062,-1.0,-0.19862315463616736,-1.0,-1.0,3.5,-1.0,7.4399999999999995,-0.09,-1.0,-1.0,4.143760850544039,0.08436667208141196,1.2800581395348836,16024.672407163765,4.395082161623578,0.5825906060219945,1.0000000000000002,3115.1037547531564,63.490326409226725,276.5787709207409,31.405595136767747,0.20137684536383266,1.0,41.0,4.5,23900000.0,12.76,0.31000000000000005,1.0,1.0,5.601930963510803,0.484366672081412,1,0,1,0,1,0,0,0,1,0,1,1,0,1,0,0,1,1,0,0
5,9.0,1.0,0.109,1,1,9,20,20,20,0.109,-1.0,13921.956391116551,3.079222279260838,0.11583817122105033,-1.0,3359.582039144234,-1.0,-1.0,28.16503612656972,-0.19858677390351745,-1.0,-1.0,3.5,23399999.9,-11.9,-0.2,-1.0,-0.19986753702313767,4.013954440714793,-1.0,1.424709302325581,17015.946700253564,4.158238711585554,0.5158381712210504,1.0000000000000002,4106.378047842953,75.96614388509464,255.3694422512947,34.64615526580744,0.20141322609648257,1.0,42.0,4.5,28600000.1,14.7,0.2,1.0,0.20013246297686235,5.472124553681557,1.0,1,0,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,0,0,1
2,10.725079670469649,1.9494644297069983,0.35409746210000004,8,1,14,20,20,20,0.35409746210000004,-1.0,14962.155428143655,2.5776617432448456,-1.0,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-0.19917902641149124,-1.0,-1.0,-1.0,8.34,-1.0,-1.0,-1.0,3.758785784158268,-1.0,1.563662790697674,18287.301078842247,3.6566781755695614,1.0,1.2,5126.210841237142,102.78819688794883,259.1624204081659,31.405596262517854,1.0,0.20082097358850878,43.0,4.0,26000000.0,13.66,1.0,1.0,1.0,5.216955897125032,1.0,1,0,0,1,0,1,1,1,1,1,0,1,1,1,0,1,1,1,0,1
5,9.0,1.0,0.109,1,1,12,20,20,20,0.109,-1.0,-1.0,-1.0,-1.0,0.8,5872.164407308309,118.02340633061978,-1.0,28.165036806883723,-0.19857817482125473,-1.0,-1.0,-1.0,17799999.9,9.54,-1.0,-1.0,-0.199876996085865,-1.0,-1.0,1.7076162790697673,17469.19609941518,4.395082161623578,1.0,1.2,7177.312053376822,144.4730521818686,262.84656957260023,34.646156097302324,0.2014218251787453,1.0,44.0,4.0,23000000.1,14.86,1.0,1.0,0.200123003914135,6.290850564833816,1.0,1,1,1,1,0,0,0,1,0,0,1,1,1,0,0,1,1,0,1,1
5,9.0,1.0,0.109,1,1,11,20,20,20,0.109,1.557674418604651,-1.0,0.7862484744441783,-0.0060091449064443025,-1.0,-1.0,137.9174422299812,239.36920199164405,-1.0,-1.0,-1.0,40.4,-1.0,19299999.9,5.14,-1.0,-1.0,-1.0,3.342289953495911,-1.0,2.126046511627907,18001.352002552565,1.865264906768894,0.3939908550935557,1.0000000000000002,7610.9536766631445,168.7879849477548,292.7845802120094,31.405596588169317,1.0,1.0,49.6,4.0,24500000.1,10.46,1.0,1.0,1.0,4.800460066462675,1.0,0,1,0,0,1,1,0,0,1,1,1,0,1,0,0,1,1,1,0,1
