action,pred,eps,fit,exp,num,dontcare_count,len_lower,len_upper,len_mask,score,lower[0]_DVS,lower[1]_TAGP,lower[2]_LAI,lower[3]_TRA,lower[4]_RFTRA,lower[5]_WSO,lower[6]_NamountSO,lower[7]_NuptakeTotal,lower[8]_NLOSSCUM,lower[9]_RNO3DEPOSTT,lower[10]_RNH4DEPOSTT,lower[11]_Week,lower[12]_Naction,lower[13]_IRRAD,lower[14]_TMIN,lower[15]_RAIN,lower[16]_NO3_sum,lower[17]_NH4_sum,lower[18]_WC_mean,lower[19]_SM_mean,upper[0]_DVS,upper[1]_TAGP,upper[2]_LAI,upper[3]_TRA,upper[4]_RFTRA,upper[5]_WSO,upper[6]_NamountSO,upper[7]_NuptakeTotal,upper[8]_NLOSSCUM,upper[9]_RNO3DEPOSTT,upper[10]_RNH4DEPOSTT,upper[11]_Week,upper[12]_Naction,upper[13]_IRRAD,upper[14]_TMIN,upper[15]_RAIN,upper[16]_NO3_sum,upper[17]_NH4_sum,upper[18]_WC_mean,upper[19]_SM_mean,mask[0]_DVS,mask[1]_TAGP,mask[2]_LAI,mask[3]_TRA,mask[4]_RFTRA,mask[5]_WSO,mask[6]_NamountSO,mask[7]_NuptakeTotal,mask[8]_NLOSSCUM,mask[9]_RNO3DEPOSTT,mask[10]_RNH4DEPOSTT,mask[11]_Week,mask[12]_Naction,mask[13]_IRRAD,mask[14]_TMIN,mask[15]_RAIN,mask[16]_NO3_sum,mask[17]_NH4_sum,mask[18]_WC_mean,mask[19]_SM_mean
1,9.952003102168215,0.047996897831784936,0.109,1,1,9,20,20,20,0.109,0.4196776829075535,-1.0,3.2424225356044785,-0.07034280966482198,-1.0,-1.0,-1.0,162.54672486191728,32.921595642633115,-0.19869790919323466,-0.19924816202570153,31.1,-1.0,999999.8999999999,4.27,-1.0,-1.0,-1.0,-1.0,0.1149144978887418,1.0196776829075536,18285.923167900524,4.345672060789317,0.32965719033517804,1.0000000000000002,8948.198149749785,182.09583234740813,216.71746822664798,44.06920660737435,0.20130209080676537,0.2007518379742985,40.9,4.0,6200000.1,9.93,3.02,1.0,1.0,6.425258221580519,0.5149144978887419,0,1,0,0,1,1,1,0,0,0,0,0,1,0,0,1,1,1,1,0
3,9.788019861698446,0.2119801383015541,0.109,1,1,8,20,20,20,0.109,-1.0,-1.0,-1.0,-0.02124515180833303,-1.0,-894.9198149749786,-18.309583234740813,189.64840594405817,32.92159744618005,-0.1985890977292181,-0.19918533338866515,-1.0,-1.0,13599999.9,-12.8,0.14800000000000008,-0.19881276052032726,-0.19988657716345776,-1.0,0.10984997832849702,2.0,18285.923167900524,4.516247625924194,0.378754848191667,1.0000000000000002,894.9198149749786,18.309583234740813,243.81914930878887,44.069208410921284,0.20141090227078193,0.20081466661133487,48.0,4.0,18800000.1,15.5,0.952,0.20118723947967276,0.20011342283654227,6.425258221580519,0.5098499783284971,1,1,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0
0,9.122072815188048,1.0220728151880474,0.1481,2,1,9,20,20,20,0.1481,0.7334883720930232,8625.391183716898,3.0579782094684953,0.10915458686964191,0.8,-1.0,-1.0,-1.0,32.92159744618005,-0.1984718398960894,-1.0,-1.0,-1.0,23669999.9,-12.8,-0.40199999999999997,-0.19954656905183993,-1.0,-1.0,0.1337640131505547,1.3334883720930233,12282.775817297004,4.161227734653334,0.5091545868696419,1.2,8948.198149749785,182.09583234740813,269.85371682365343,44.069208410921284,0.20152816010391061,1.0,48.0,4.0,28930000.1,15.5,0.40199999999999997,0.2004534309481601,1.0,6.425258221580519,0.5337640131505548,0,0,0,0,0,1,1,1,0,0,1,1,1,0,1,0,0,1,1,0
5,10.197381770598284,0.3877778431048193,0.1481,2,1,9,20,20,20,0.1481,0.844127906976744,10029.877543308912,-1.0,-0.04893384273523094,-1.0,-1.0,13.074312452165177,-1.0,32.92159744618005,-0.19846257934596032,-1.0,35.1,-1.0,6469999.9,6.07,-1.0,-0.19998805906091233,-0.19989530221431706,-1.0,-1.0,1.444127906976744,13687.262176889019,4.516247625924194,0.3510661572647691,1.0000000000000002,8948.198149749785,49.6934789216468,269.85371682365343,44.069208410921284,0.2015374206540397,1.0,44.9,4.0,11730000.1,11.73,3.02,0.2000119409390877,0.20010469778568296,6.425258221580519,1.0,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,0,1,1
0,9.86471495068165,0.22607141593753038,0.1481,2,1,10,20,20,20,0.1481,-1.0,12468.582773614275,2.8580501472155286,-0.058359345686224695,-1.0,-1.0,-1.0,216.8520406163487,-1.0,-0.19839047934852685,-0.19907064949701836,-1.0,-1.0,6269999.9,12.27,-1.0,-0.1999927222867818,-1.0,4.4900504934169625,-1.0,2.0,16125.967407194381,3.9612996724003673,0.3416406543137753,1.0000000000000002,8948.198149749785,182.09583234740813,271.0227839810794,54.73805482370618,0.20160952065147317,0.20092935050298166,48.0,4.0,11530000.1,17.93,3.02,0.20000727771321822,1.0,5.975102137733067,1.0,1,0,0,0,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1
2,11.139045561526835,2.912978915963704,0.32342340999999997,6,1,10,20,20,20,0.32342340999999997,1.7,-1.0,-0.4198311799914909,-0.1887955778410994,0.8,-1.0,-1.0,-1.0,-1.0,-1.0,-0.1990379938832396,-1.0,-1.0,3069999.9,6.369999999999999,-1.0,-0.19987622604521146,-1.0,3.8239332932084102,0.06468502953758365,2.3,18285.923167900524,0.683418345193348,0.21120442215890062,1.2,8948.198149749785,182.09583234740813,269.85371682365343,54.73805482370618,1.0,0.20096200611676043,48.0,4.0,8330000.1,12.03,3.02,0.20012377395478856,1.0,5.308984937524514,0.46468502953758367,0,1,0,0,0,1,1,1,1,1,0,1,1,0,0,1,0,1,0,0
4,11.0973135444215,1.0729490412544316,0.6164537158900001,9,1,11,20,20,20,0.6164537158900001,-0.30000000000000004,-1.0,-1.0,-0.18807040531222302,0.8,-1.0,-1.0,-22.69119086397231,-5.52525158705724,-1.0,-0.1999087170562207,-0.9000000000000004,1.5,-1.0,-12.8,-1.0,-0.18996933275965244,-1.0,-1.0,-1.0,0.30000000000000004,18285.923167900524,4.516247625924194,0.211929594687777,1.2,8948.198149749785,182.09583234740813,31.47955250075838,5.622359377683996,1.0,0.20009128294377931,8.9,2.5,26300000.0,15.5,3.02,0.21003066724034758,1.0,6.425258221580519,1.0,0,1,1,0,0,1,1,0,0,1,0,0,0,1,1,1,0,1,1,1
3,11.486370211878432,1.1666056779962708,0.2935226981038344,17,1,9,20,20,20,0.2935226981038344,-1.0,-1.0,0.3583656320120776,-0.17028211191263795,0.8,-894.9198149749786,-18.309583234740813,-1.0,13.834713714565238,-1.0,-0.19949442477411095,-1.0,3.5,-1.0,-1.1300000000000001,-1.0,-1.0,-0.19886348016403188,5.26817523824351,-1.0,2.0,18285.923167900524,1.4616151571969165,0.22971788808736207,1.2,894.9198149749786,18.309583234740813,269.85371682365343,24.982324679306473,1.0,0.20050557522588908,48.0,4.5,26300000.0,4.53,3.02,1.0,0.20113651983596814,6.753226882559613,1.0,1,1,0,0,0,0,0,1,0,1,0,1,0,1,0,1,1,0,0,1
0,10.941967045233804,0.8572838813159064,0.43469109887242857,10,1,8,20,20,20,0.43469109887242857,-0.14115957238865556,-1.0,0.48946101265261166,-0.10899362405509494,0.8,-894.9198149749786,-1.0,17.21710361496014,-1.0,-0.19907545733201423,-0.19946616143586965,-1.0,-1.0,14869999.9,-12.8,-1.0,-0.18308571385352906,-1.0,5.287879522946048,0.14048151906328676,0.4588404276113445,18285.923167900524,1.5927105378374504,0.2910063759449051,1.2,894.9198149749786,182.09583234740813,71.38784697969083,54.73805482370618,0.2009245426679858,0.20053383856413037,48.0,4.0,20130000.1,15.5,3.02,0.21691428614647096,1.0,6.772931167262152,0.5404815190632868,0,1,0,0,0,0,1,0,1,0,0,1,1,0,1,1,0,1,0,0
0,12.137683917416323,1.4477460239016309,0.3347829324666532,17,1,10,20,20,20,0.3347829324666532,-1.0,-1.0,0.7819162946005157,-0.10442159329152932,0.8,-894.9198149749786,-1.0,31.61606595823589,-1.0,-1.0,-0.19946425175085333,-1.0,3.5,10869999.9,-12.8,-0.40199999999999997,-1.0,-1.0,5.066708444920236,-1.0,2.0,18285.923167900524,1.8851658197853545,0.2955784067084707,1.2,894.9198149749786,182.09583234740813,85.78680932296658,54.73805482370618,1.0,0.2005357482491467,48.0,4.5,16130000.1,15.5,0.40199999999999997,1.0,1.0,6.551760089236339,1.0,1,1,0,0,0,0,1,0,1,1,0,1,0,0,1,0,1,1,0,1
0,9.880068194671804,0.11993180532819636,0.109,1,1,10,20,20,20,0.109,0.09383913547910927,1199.2581078047567,-1.0,-1.0,-1.0,-894.9198149749786,-1.0,94.09694412309182,21.441732527185607,-0.19901691742584118,-1.0,27.1,-1.0,-1.0,4.07,-0.39199999999999996,-1.0,-0.19980657855590525,-1.0,-1.0,0.6938391354791094,4856.642741384861,4.516247625924194,1.0,1.0000000000000002,894.9198149749786,182.09583234740813,148.2676874878225,32.58934349192684,0.20098308257415884,1.0,36.9,4.0,26300000.0,9.73,0.412,1.0,0.20019342144409477,6.425258221580519,1.0,0,0,1,1,1,0,1,0,0,0,1,0,1,1,0,0,1,0,1,1
0,10.22584362084413,0.5420487236774414,0.1481,2,1,9,20,20,20,0.1481,-1.0,5478.117875325176,3.2651441676146633,-0.015399155937162012,-1.0,-1.0,-1.0,170.25905747388603,21.839852811152603,-0.1988909077972992,-1.0,-1.0,-1.0,9269999.9,6.470000000000001,-1.0,-0.19599736146629618,-1.0,4.348241209669723,0.10143764813977896,2.0,9135.502508905282,4.368393692799502,0.384600844062838,1.0000000000000002,8948.198149749785,182.09583234740813,224.42980083861673,32.98746377589384,0.20110909220270082,1.0,48.0,4.0,14530000.1,12.13,3.02,0.20400263853370385,1.0,5.833292853985826,0.501437648139779,1,0,0,0,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,0
1,11.181775426266778,1.9173423781572878,0.34782264442090005,11,1,10,20,20,20,0.34782264442090005,0.5849455937323959,6883.769496705142,3.210005862232087,0.09035480004008278,0.8,-894.9198149749786,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,17169999.9,-12.8,-0.40199999999999997,-1.0,-0.19989142945863192,4.460423472666669,-1.0,1.184945593732396,10541.154130285247,4.313255387416926,0.4903548000400828,1.2,894.9198149749786,182.09583234740813,269.85371682365343,54.73805482370618,1.0,1.0,48.0,4.0,22430000.1,15.5,0.40199999999999997,1.0,0.2001085705413681,5.945475116982772,1.0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,1,0,1,0,0,1
3,9.7974268755286,0.20257312447139864,0.109,1,1,7,20,20,20,0.109,-1.0,8149.6071786919465,-1.0,-0.013660970451908422,0.8,-1.0,-18.309583234740813,195.94294380228885,21.86983775881461,-0.1987684532300639,-0.1992888947345671,33.1,-1.0,14169999.9,-12.8,-1.0,-1.0,-0.19988611954796906,4.370010294276609,0.0998364586945471,2.0,11806.991812272052,4.516247625924194,0.38633902954809163,1.2,8948.198149749785,18.309583234740813,250.11368716701955,33.017448723555844,0.20123154676993613,0.20071110526543293,42.9,4.0,19430000.1,15.5,3.02,1.0,0.20011388045203096,5.855061938592714,0.4998364586945471,1,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0
0,10.374986285714908,0.9025702978841935,0.350461,4,1,10,20,20,20,0.350461,-1.0,-1.0,-1.0,-0.014492992561568496,0.8000000000000003,-1.0,27.53715909984257,-1.0,21.86983775881461,-1.0,-0.19920945183788888,35.1,3.5,-1.0,-12.8,-0.40199999999999997,-0.19999359991591892,-0.19989896885353228,-1.0,-1.0,2.0,18285.923167900524,4.516247625924194,0.3855070074384315,1.2000000000000002,8948.198149749785,64.1563255693242,269.85371682365343,33.017448723555844,1.0,0.20079054816211114,44.9,4.5,26300000.0,15.5,0.40199999999999997,0.2000064000840811,0.20010103114646774,6.425258221580519,1.0,1,1,1,0,0,1,0,1,0,1,0,0,0,1,1,0,0,0,1,1
0,9.97649208969586,0.02350791030414001,0.109,1,1,12,20,20,20,0.109,-1.0,12908.218840420479,2.751189179534873,-1.0,-1.0,3543.280780738163,-1.0,-1.0,21.869856581343292,-0.19847310782773323,-1.0,-1.0,-1.0,-1.0,-12.8,-1.0,-0.19995805702374553,-0.19985714418561085,4.614777713687259,-1.0,2.0,16565.603474000585,3.8544387047197115,1.0,1.0000000000000002,5333.12041068812,182.09583234740813,269.85371682365343,33.01746754608453,0.2015268921722668,1.0,48.0,4.0,26300000.0,15.5,3.02,0.2000419429762545,0.20014285581438918,6.099829358003362,1.0,1,0,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0,0,0,1
0,10.793269895992058,1.0293180094645464,0.244711,4,1,11,20,20,20,0.244711,1.4473837209302325,-1.0,-1.0,-1.0,-1.0,6134.993572550284,-1.0,242.3066864054898,-1.0,-1.0,-0.19906679836717103,-1.0,3.5,-1.0,13.299999999999999,-0.40199999999999997,-1.0,-1.0,4.459731607971248,0.09893506656959672,2.047383720930233,18285.923167900524,4.516247625924194,1.0,1.0000000000000002,7924.833202500242,182.09583234740813,296.4774297702205,54.73805482370618,1.0,0.200933201632829,48.0,4.5,26300000.0,19.1,0.40199999999999997,1.0,1.0,5.944783252287353,0.49893506656959674,0,1,1,1,1,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0
2,10.611413525863268,0.6042304558171874,0.22829,3,1,10,20,20,20,0.22829,-1.0,-1.0,-1.0,-0.19993068899408392,0.8,-1.0,-1.0,-1.0,21.869910664508154,-0.19827632113749052,-1.0,-1.0,3.5,-1.0,10.6,-0.40199999999999997,-0.19974767721003128,-0.19973592875745616,4.441693969957328,-1.0,2.0,18285.923167900524,4.516247625924194,0.2000693110059161,1.2,8948.198149749785,182.09583234740813,277.88216984716144,33.017521629249394,0.2017236788625095,1.0,48.0,4.5,26300000.0,16.4,0.40199999999999997,0.20025232278996874,0.20026407124254386,5.9267456142734325,1.0,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,0,0,0,1
1,9.93660546293131,0.06005798248612741,0.1981,2,1,9,20,20,20,0.1981,-0.30000000000000004,-1514.8434949028735,-1.0,-1.0,0.8,-894.9198149749786,-1.0,-26.764730718060566,-5.410039294734061,-0.1997999059704255,-0.19988446405651367,-1.9000000000000004,0.5,-1.0,-12.8,-1.0,-1.0,-1.0,-1.0,0.14662554212351708,0.30000000000000004,2142.541138677231,4.516247625924194,1.0,1.2,894.9198149749786,182.09583234740813,29.011703251371724,5.737571670007175,0.20020009402957453,0.20011553594348636,7.9,1.5,26300000.0,16.2,3.02,1.0,1.0,6.425258221580519,0.5466255421235171,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,1,1,1,0
0,9.986634454174373,0.013365545825626414,0.109,1,1,12,20,20,20,0.109,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-18.309583234740813,-1.0,-5.232652460635901,-0.19975161881618106,-1.0,-1.0,1.5,-1730000.1,-12.8,0.8980000000000001,-1.0,-0.1990821853612124,5.469912568019751,-1.0,2.0,18285.923167900524,4.516247625924194,1.0,1.0000000000000002,8948.198149749785,18.309583234740813,277.88216984716144,5.914958504105336,0.20024838118381896,1.0,48.0,2.5,3530000.1,16.2,1.702,1.0,0.20091781463878763,6.954964212335854,1.0,1,1,1,1,1,1,0,1,0,0,1,1,0,0,1,0,1,0,0,1
1,10.673037564657957,0.6430526704104058,0.2277020621,8,1,11,20,20,20,0.2277020621,-0.2771266717904056,-1.0,-0.03812086668168513,-0.1999013011298774,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,969999.8999999999,-12.8,0.718,-0.1845665502122026,-0.19715362284903007,-1.0,0.14609414852454938,0.32287332820959447,18285.923167900524,1.0651286585031539,0.20009869887012263,1.0000000000000002,8948.198149749785,182.09583234740813,277.88216984716144,54.73805482370618,1.0,1.0,48.0,4.5,6230000.1,16.2,1.5219999999999998,0.2154334497877974,0.20284637715096995,6.425258221580519,0.5460941485245494,0,1,0,0,1,1,1,1,1,1,1,1,0,0,1,0,0,0,1,0
3,10.63948409672314,0.6264554779714689,0.16229433333333332,4,1,9,20,20,20,0.16229433333333332,-1.0,-1.0,-1.0,-0.18303340650324337,-1.0,-1.0,-18.309583234740813,-9.555686094705656,27.192904819902296,-0.19896452505319448,-1.0,-1.0,3.5,769999.8999999999,-8.2,-0.40199999999999997,-1.0,-0.19815702607717584,5.255782241128305,-1.0,2.0,18285.923167900524,4.516247625924194,0.21696659349675665,1.0000000000000002,8948.198149749785,18.309583234740813,46.220747874726634,38.34051578464353,0.20103547494680554,1.0,48.0,4.5,6030000.1,-2.3999999999999995,0.40199999999999997,1.0,0.2018429739228242,6.74083388544441,1.0,1,1,1,0,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,1
7,11.78353504809833,1.348194587212257,0.2547660391483239,15,1,8,20,20,20,0.2547660391483239,-0.21646523749561433,-1.0,0.15347712606217345,-0.17249480461500039,-1.0,-894.9198149749786,-18.309583234740813,-1.0,33.92049168173899,-0.198927152118745,-0.1993805287821846,20.1,-1.0,-1.0,-12.8,-0.40199999999999997,-0.18569816283059168,-1.0,-1.0,0.12261932480422827,0.3835347625043858,18285.923167900524,1.2567266512470123,0.22750519538499964,1.0000000000000002,894.9198149749786,18.309583234740813,277.88216984716144,45.06810264648022,0.201072847881255,0.20061947121781543,29.9,4.0,26300000.0,16.2,0.40199999999999997,0.21430183716940834,1.0,6.425258221580519,0.5226193248042283,0,1,0,0,1,0,0,1,0,0,0,0,1,1,1,0,0,1,1,0
1,10.55029653910989,0.557031853999483,0.14893990000000001,5,1,5,20,20,20,0.14893990000000001,-1.0,-931.6365339896541,0.35790038271238334,-0.1632186126754855,0.8,-1.0,-18.309583234740813,-1.0,36.932272740541315,-0.1988524062498461,-0.19933736990081613,22.1,3.5,-1.0,0.49999999999999956,-0.38199999999999995,-0.1865960798039799,-0.19906311052856432,5.041574723496186,-1.0,2.0,2725.7480995904507,1.461149907897222,0.2367813873245145,1.2,8948.198149749785,18.309583234740813,277.88216984716144,48.07988370528255,0.20114759375015392,0.2006626300991839,31.9,4.5,26300000.0,6.300000000000001,0.422,0.2134039201960201,0.2009368894714357,6.526626367812289,1.0,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1
3,10.194538831573537,0.25155207836663,0.17129433333333333,4,1,7,20,20,20,0.17129433333333333,-0.13374406022289942,-1.0,0.49910982089328326,-1.0,0.8,-1.0,-18.309583234740813,-1.0,37.81996119845325,-1.0,-0.19933049503475744,-1.0,-1.0,14869999.9,-2.2,-0.40199999999999997,-0.1870631784924855,-0.19927812514058227,4.957413100248067,0.12289650480126496,0.46625593977710067,18285.923167900524,1.602359346078122,1.0,1.2,8948.198149749785,18.309583234740813,277.88216984716144,48.96757216319448,1.0,0.20066950496524258,48.0,4.0,20130000.1,3.6000000000000005,0.40199999999999997,0.21293682150751453,0.20072187485941775,6.442464744564171,0.522896504801265,0,1,0,1,0,1,0,1,0,1,0,1,1,0,0,0,0,0,0,0
0,10.220866919504187,1.6968756897812827,0.18795841,6,1,10,20,20,20,0.18795841,-1.0,-1.0,3.0022968474942675,-1.0,0.8,-894.9198149749786,-1.0,124.91501031194346,-1.0,-1.0,-0.19919051512306243,29.1,-1.0,8269999.9,5.1,-0.20199999999999996,-0.1959919871836419,-1.0,-1.0,-1.0,2.0,18285.923167900524,4.105546372679107,1.0,1.2,894.9198149749786,182.09583234740813,180.69144428137574,54.73805482370618,1.0,0.2008094848769376,38.9,4.0,13530000.1,10.9,0.602,0.2040080128163581,1.0,6.425258221580519,1.0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
0,10.551728881397723,1.6297111254352885,0.440699176801,10,1,8,20,20,20,0.440699176801,0.38161247352392547,3933.0955390095214,-1.0,-1.0,0.8000000000000003,-894.9198149749786,-1.0,140.60388538329005,40.56696230015958,-0.19852365672026415,-0.1991475472101956,30.1,3.5,-1.0,-12.8,-1.0,-0.19719559797248742,-0.1998821933417574,-1.0,-1.0,0.9816124735239256,7590.480172589626,4.516247625924194,1.0,1.2000000000000002,894.9198149749786,182.09583234740813,196.38031935272232,51.714573264900814,0.20147634327973588,0.20085245278980443,39.9,4.5,26300000.0,16.2,3.02,0.2028044020275126,0.2001178066582426,6.425258221580519,1.0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1
0,10.205119528953423,0.5388769404949971,0.17257323333333333,5,1,12,20,20,20,0.17257323333333333,-1.0,-1.0,2.8361273011939123,-0.01002785528942568,-1.0,-1.0,-18.309583234740813,-1.0,-1.0,-0.19844924158529842,-1.0,-1.0,-1.0,13769999.9,-12.8,0.318,-0.19936116080365637,-1.0,-1.0,0.11848721892985076,2.0,18285.923167900524,3.939376826378751,0.38997214471057434,1.0000000000000002,8948.198149749785,18.309583234740813,277.88216984716144,54.73805482370618,0.2015507584147016,1.0,48.0,4.0,19030000.1,16.2,1.1219999999999999,0.20063883919634365,1.0,6.425258221580519,0.5184872189298508,1,1,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,1,1,0
0,10.771386245457284,0.9333738390358208,0.18572420793333333,8,1,10,20,20,20,0.18572420793333333,0.6828540085126388,7394.92351318399,-1.0,-1.0,0.8,-1.0,-18.309583234740813,-1.0,40.66758086260414,-1.0,-1.0,33.1,3.5,-1.0,-12.8,-0.40199999999999997,-0.19981579050101334,-1.0,5.122207344515884,-1.0,1.282854008512639,11052.308146764095,4.516247625924194,1.0,1.2,8948.198149749785,18.309583234740813,277.88216984716144,51.81519182734537,1.0,1.0,42.9,4.5,26300000.0,16.2,0.40199999999999997,0.2001842094989867,1.0,6.607258988831987,1.0,0,0,1,1,0,1,0,1,0,1,1,0,0,1,1,0,0,1,0,1
4,10.019074471602849,0.22617447160284937,0.1981,2,1,8,20,20,20,0.1981,0.9179069767441859,10128.454543199945,2.6939776412183747,-0.001430530560475457,0.8,-1.0,29.12495348959203,185.1193934022205,-1.0,-1.0,-0.19903067448719783,-1.0,3.5,5669999.9,3.8999999999999995,-1.0,-1.0,-0.199889505764906,-1.0,-1.0,1.517906976744186,13785.839176780051,3.7972271664032133,0.39856946943952454,1.2,8948.198149749785,65.74411995907366,240.89582737165279,54.73805482370618,1.0,0.2009693255128022,48.0,4.5,10930000.1,9.7,3.02,1.0,0.20011049423509403,6.425258221580519,1.0,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,1,0,1,1
4,9.878842880726275,0.12115711927372602,0.109,1,1,7,20,20,20,0.109,1.2058720930232558,11979.365762801712,-1.0,0.01291891182935978,-1.0,3286.9268701959686,66.79099680848796,-1.0,40.67741085917122,-1.0,-1.0,37.1,3.5,18169999.9,5.5,0.06800000000000006,-1.0,-0.19987656276918558,4.74895669711672,-1.0,1.805872093023256,15636.750396381818,4.516247625924194,0.4129189118293598,1.0000000000000002,5076.766500145926,103.41016327796959,277.88216984716144,51.82502182391245,1.0,1.0,46.9,4.5,23430000.1,11.3,0.872,1.0,0.20012343723081444,6.234008341432823,1.0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1
1,9.332035569644425,1.2320355696444252,0.13143333333333335,2,1,10,20,20,20,0.13143333333333335,-1.0,12784.1695492797,-1.0,0.017342193193763428,0.8,-1.0,91.05846156942343,-1.0,40.67741085917122,-1.0,-1.0,-1.0,3.5,18069999.9,12.299999999999999,-1.0,-1.0,-0.19986993994163726,5.027531608021359,-1.0,2.0,16441.554182859807,4.516247625924194,0.4173421931937634,1.2,8948.198149749785,127.67762803890506,277.88216984716144,51.82502182391245,1.0,1.0,48.0,4.5,23330000.1,18.1,3.02,1.0,0.20013006005836276,6.512583252337462,1.0,1,0,1,0,0,1,0,1,0,1,1,1,0,0,0,1,1,0,0,1
4,9.938206742217174,0.27307809086828555,0.350461,4,1,13,20,20,20,0.350461,-1.0,-1.0,-1.0,-1.0,0.8,-1.0,114.77478197502799,-1.0,40.67741085917122,-1.0,-1.0,-1.0,3.5,-1.0,10.6,-1.0,-1.0,-0.1998795215446359,5.013334719273699,-1.0,2.0,18285.923167900524,4.516247625924194,1.0,1.2,8948.198149749785,151.39394844450962,277.88216984716144,51.82502182391245,1.0,1.0,48.0,4.5,26300000.0,16.4,3.02,1.0,0.20012047845536413,6.498386363589804,1.0,1,1,1,1,0,1,0,1,0,1,1,1,0,1,0,1,1,0,0,1
1,9.28992087463693,0.7100791253630694,0.109,1,1,11,20,20,20,0.109,1.7,-1.0,-0.5516247625924194,-1.0,0.8,6470.214994886608,131.57091014594246,-1.0,-1.0,-1.0,-1.0,-1.0,3.5,11069999.9,2.6999999999999993,-1.0,-0.19939653820448075,-1.0,-1.0,-1.0,2.3,18285.923167900524,0.5516247625924194,1.0,1.2,8260.054624836564,168.1900766154241,277.88216984716144,54.73805482370618,1.0,1.0,48.0,4.5,16330000.1,8.5,3.02,0.20060346179551927,1.0,6.425258221580519,1.0,0,1,0,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,1
1,11.21169155772846,1.0003251271522822,0.17561745761904762,6,1,11,20,20,20,0.17561745761904762,-0.1915824638202775,-1.0,-1.0,-0.1778851933583549,-1.0,-894.9198149749786,-1.0,7.441988915107011,5.294641073188284,-0.1992816926786566,-0.1995852434264979,21.1,-1.0,-1.0,-12.8,-1.0,-1.0,-1.0,-1.0,0.1415414636522241,0.4084175361797226,18285.923167900524,4.516247625924194,0.22211480664164512,1.0000000000000002,894.9198149749786,182.09583234740813,63.2184228845393,16.44225203792952,0.2007183073213434,0.20041475657350213,30.9,4.0,26300000.0,16.2,3.02,1.0,1.0,6.425258221580519,0.5415414636522241,0,1,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0
4,11.229789418965407,1.0430111619454574,0.469201542301,10,1,10,20,20,20,0.469201542301,-1.0,-1.0,-1.0,-1.0,0.8,-894.9198149749786,-1.0,14.8466701762881,-1.0,-0.19922116836888448,-1.0,22.1,3.5,13969999.9,-12.8,-0.40199999999999997,-1.0,-1.0,5.445500391788281,0.14768953969719717,2.0,18285.923167900524,4.516247625924194,1.0,1.2,894.9198149749786,182.09583234740813,70.62310414572039,54.73805482370618,0.20077883163111554,1.0,31.9,4.5,19230000.1,16.2,0.40199999999999997,1.0,1.0,6.930552036104384,0.5476895396971972,1,1,1,1,0,0,1,0,1,0,1,0,0,0,1,0,1,1,0,0
3,11.120402824365945,0.9746171630425842,0.17284935376666666,8,1,8,20,20,20,0.17284935376666666,-0.09587224501145233,-396.7374473825605,-1.0,-0.07531595063275633,-1.0,-1.0,-18.309583234740813,-1.0,12.11002146007779,-1.0,-0.19950675537232784,24.1,3.5,12069999.9,-12.8,-0.40199999999999997,-1.0,-1.0,5.184911484221889,0.13702927013496013,0.5041277549885478,3260.647186197544,4.516247625924194,0.3246840493672437,1.0000000000000002,8948.198149749785,18.309583234740813,277.88216984716144,23.25763242481903,1.0,0.20049324462767218,33.9,4.5,17330000.1,16.2,0.40199999999999997,1.0,1.0,6.669963128537992,0.5370292701349602,0,0,1,0,1,1,0,1,0,1,0,0,0,0,1,0,1,1,0,0
