emitted_at,sim_day,week,Naction,DVS,TAGP,LAI,TRA,RFTRA,WSO,NamountSO,NuptakeTotal,NO3,NH4,WC,SM,NLOSSCUM,RNO3DEPOSTT,RNH4DEPOSTT,IRRAD,TMIN,RAIN
2025-09-01T11:44:26Z,2020-04-20,1,0.0,,,,,,,,,"[np.float64(0.002862881766575118) np.float64(9.249628954053198e-05)
 np.float64(1.0469072817138028e-05) np.float64(9.046080919859536e-06)
 np.float64(3.304143358067707e-06) np.float64(1.010245710266612e-06)
 np.float64(9.072235278386565e-07)]","[np.float64(0.0003734201064781414) np.float64(4.3096199971451584e-05)
 np.float64(2.356062674971493e-05) np.float64(2.6005865395867277e-05)
 np.float64(1.0031895526551155e-05) np.float64(2.3959198325442366e-06)
 np.float64(2.579905779739788e-06)]","[6.52994921 3.25451137 3.43964364 6.51985811 5.99793752 6.48005679
 8.61610153]","[0.32649746 0.32545114 0.34396436 0.32599291 0.29989688 0.32400284
 0.34464406]",0.0037707756570466715,3.36e-05,8.4e-06,24280000.0,6.6,0.0
2025-09-01T11:44:26Z,2020-04-21,1,0.0,-0.1,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002860126918766772) np.float64(9.49388217194126e-05)
 np.float64(1.2340894906171103e-05) np.float64(1.1005931892113093e-05)
 np.float64(3.960537257395473e-06) np.float64(1.1988613952755302e-06)
 np.float64(1.0985497846575558e-06)]","[np.float64(0.00036344971698618625) np.float64(4.5200699261819415e-05)
 np.float64(2.4905248047160414e-05) np.float64(2.757906477925517e-05)
 np.float64(1.063938553832095e-05) np.float64(2.5109162866369505e-06)
 np.float64(2.7244468404951947e-06)]","[6.4858663  3.22538879 3.4396152  6.51981849 5.94       6.40619383
 8.54039647]","[0.32429331 0.32253888 0.34396152 0.32599092 0.297      0.32030969
 0.34161586]",0.004239257334235255,3.36e-05,8.4e-06,24480000.0,9.1,0.0
2025-09-01T11:44:26Z,2020-04-22,1,0.0,-0.09549019607843137,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0028662182747378456) np.float64(9.898681308338929e-05)
 np.float64(1.5095495015128731e-05) np.float64(1.3899218616904678e-05)
 np.float64(4.978063753370826e-06) np.float64(1.424884050458202e-06)
 np.float64(1.3790077696955733e-06)]","[np.float64(0.00034642511150918993) np.float64(4.665997059887522e-05)
 np.float64(2.5844489542309883e-05) np.float64(2.874306716535659e-05)
 np.float64(1.11514157991612e-05) np.float64(2.5611193274694293e-06)
 np.float64(2.829609632827133e-06)]","[6.43479195 3.20151973 3.43959291 6.51966478 5.93996607 6.29164234
 8.47136281]","[0.3217396  0.32015197 0.34395929 0.32598324 0.2969983  0.31458212
 0.33885451]",0.004724212049811147,3.36e-05,8.4e-06,24670000.0,9.4,0.0
2025-09-01T11:44:26Z,2020-04-23,2,0.0,-0.09050980392156863,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002880526582273665) np.float64(0.00010412565317188179)
 np.float64(1.8564838955029173e-05) np.float64(1.7559131544939694e-05)
 np.float64(6.272476792271628e-06) np.float64(1.7065441363297619e-06)
 np.float64(1.7285764322489514e-06)]","[np.float64(0.00032598028181578237) np.float64(4.7548819864471506e-05)
 np.float64(2.6425331616312513e-05) np.float64(2.953222102913927e-05)
 np.float64(1.1534228990229199e-05) np.float64(2.5882194793669284e-06)
 np.float64(2.899286554659195e-06)]","[6.39095512 3.17641309 3.43953925 6.51956533 5.93994317 6.19693589
 8.40174815]","[0.31954776 0.31764131 0.34395393 0.32597827 0.29699716 0.30984679
 0.33606993]",0.005233578012252456,3.36e-05,8.4e-06,24030000.0,5.9,0.0
2025-09-01T11:44:26Z,2020-04-24,2,0.0,-0.086,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0028922650194773947) np.float64(0.00010831699223091645)
 np.float64(2.1487268584671914e-05) np.float64(2.065720579185986e-05)
 np.float64(7.375534885096463e-06) np.float64(1.934409638539604e-06)
 np.float64(2.018765531126311e-06)]","[np.float64(0.00031384641321193397) np.float64(4.881722048984128e-05)
 np.float64(2.7194218103095216e-05) np.float64(3.0489161348718138e-05)
 np.float64(1.1959899388604131e-05) np.float64(2.6406836502068604e-06)
 np.float64(2.9873616063286033e-06)]","[6.36225221 3.1536718  3.4394899  6.51947624 5.93992851 6.11668719
 8.33505959]","[0.31811261 0.31536718 0.34394899 0.32597381 0.29699643 0.30583436
 0.33340238]",0.00574765665229061,3.36e-05,8.4e-06,23650000.0,6.6,0.0
2025-09-01T11:44:26Z,2020-04-25,2,0.0,-0.08198039215686274,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0028981394012287565) np.float64(0.00011177959322732379)
 np.float64(2.388856100202394e-05) np.float64(2.3211101386323736e-05)
 np.float64(8.288820786272496e-06) np.float64(2.1144441312565533e-06)
 np.float64(2.2530288075805774e-06)]","[np.float64(0.00030773783920459247) np.float64(5.044864836508355e-05)
 np.float64(2.8144324970277542e-05) np.float64(3.161701045464903e-05)
 np.float64(1.2434658157432074e-05) np.float64(2.714268907855877e-06)
 np.float64(3.0934647939318576e-06)]","[6.3328645  3.13715497 3.4394452  6.51939663 5.93991438 6.04756649
 8.27217118]","[0.31664322 0.3137155  0.34394452 0.32596983 0.29699572 0.30237832
 0.33088685]",0.006254681273001196,3.36e-05,8.4e-06,19130000.0,6.8,0.0
2025-09-01T11:44:26Z,2020-04-26,2,0.0,-0.07880392156862745,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002899408158658084) np.float64(0.00011392402712791098)
 np.float64(2.5498003934194058e-05) np.float64(2.4926380439544906e-05)
 np.float64(8.903832833590873e-06) np.float64(2.2266438762439365e-06)
 np.float64(2.4048881675443114e-06)]","[np.float64(0.00030830396701480493) np.float64(5.255482897809904e-05)
 np.float64(2.9373895761292694e-05) np.float64(3.3020733832539615e-05)
 np.float64(1.2995566220379775e-05) np.float64(2.814348269974658e-06)
 np.float64(3.2266448006673434e-06)]","[6.31344041 3.12199061 3.43940504 6.51932494 5.93990192 5.98702642
 8.21338383]","[0.31567202 0.31219906 0.3439405  0.32596625 0.2969951  0.29935132
 0.32853535]",0.0067433805317388,3.36e-05,8.4e-06,24920000.0,3.4,0.0
2025-09-01T11:44:26Z,2020-04-27,2,0.0,-0.07574509803921568,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0028975153490019183) np.float64(0.00011613251677252445)
 np.float64(2.707261197349869e-05) np.float64(2.660569140006725e-05)
 np.float64(9.506354120467342e-06) np.float64(2.335333120124431e-06)
 np.float64(2.551981850287015e-06)]","[np.float64(0.00030943451493900217) np.float64(5.464084258696495e-05)
 np.float64(3.057278351483099e-05) np.float64(3.438850477475864e-05)
 np.float64(1.3541861996432969e-05) np.float64(2.9143105788263372e-06)
 np.float64(3.357339677334591e-06)]","[6.28582312 3.11087135 3.43936891 6.51926048 5.93989066 5.93322382
 8.15860734]","[0.31429116 0.31108713 0.34393689 0.32596302 0.29699453 0.29666119
 0.32634429]",0.007215145543964015,3.36e-05,8.4e-06,23450000.0,2.5,0.0
2025-09-01T11:44:26Z,2020-04-28,2,0.0,-0.07203921568627451,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0029001451506094037) np.float64(0.00011946412159028392)
 np.float64(2.9383933515320366e-05) np.float64(2.9071935198323164e-05)
 np.float64(1.0391713267431977e-05) np.float64(2.502955008686105e-06)
 np.float64(2.7720438617589856e-06)]","[np.float64(0.00030644116244599596) np.float64(5.614618104992426e-05)
 np.float64(3.1410218117119756e-05) np.float64(3.5381589028673824e-05)
 np.float64(1.3960747351062551e-05) np.float64(2.9885895486638505e-06)
 np.float64(3.454732028023979e-06)]","[6.25614251 3.09775682 3.43933641 6.51920251 5.93988055 5.88483533
 8.10755626]","[0.31280713 0.30977568 0.34393364 0.32596013 0.29699403 0.29424177
 0.32430225]",0.007679840984855238,3.36e-05,8.4e-06,8250000.0,8.0,0.33999999999999997
2025-09-01T11:44:26Z,2020-04-29,2,0.0,-0.06854901960784314,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0029338198139499936) np.float64(0.00012240712278946192)
 np.float64(3.150839752304931e-05) np.float64(3.134212954553304e-05)
 np.float64(1.1208318069901387e-05) np.float64(2.6544654090655154e-06)
 np.float64(2.9722448642627346e-06)]","[np.float64(0.00030928108620214856) np.float64(5.773870568115173e-05)
 np.float64(3.230307728220414e-05) np.float64(3.642641051248964e-05)
 np.float64(1.4393996017670214e-05) np.float64(3.068816558441663e-06)
 np.float64(3.557744553723829e-06)]","[6.59450528 3.08336192 3.43930719 6.51915036 5.93987145 5.84088461
 8.05988943]","[0.32972526 0.30833619 0.34393072 0.32595752 0.29699357 0.29204423
 0.32239558]",0.008136145007217857,4.7199999999999995e-05,1.1799999999999999e-05,10060000.0,10.0,0.0
2025-09-01T11:44:26Z,2020-04-30,3,0.0,-0.06450980392156863,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.00286019480716101) np.float64(0.00012716096506873738)
 np.float64(3.4387616810231554e-05) np.float64(3.44219991492926e-05)
 np.float64(1.2317768657587637e-05) np.float64(2.8651206688687376e-06)
 np.float64(3.2469160753415976e-06)]","[np.float64(0.0002999212676176737) np.float64(5.877329979524273e-05)
 np.float64(3.2784009412157987e-05) np.float64(3.703819986790424e-05)
 np.float64(1.4676413687372513e-05) np.float64(3.119749790420494e-06)
 np.float64(3.622489910845382e-06)]","[6.37025566 3.08357184 3.4392809  6.51910346 5.93986327 5.80063329
 8.01526854]","[0.31851278 0.30835718 0.34392809 0.32595517 0.29699316 0.29003166
 0.32061074]",0.008591754802501399,4.7199999999999995e-05,1.1799999999999999e-05,17860000.0,8.9,0.26
2025-09-01T11:44:26Z,2020-05-01,3,0.0,-0.06088235294117647,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.00289139671424508) np.float64(0.00013110512213088647)
 np.float64(3.6768616760883574e-05) np.float64(3.6973819955955936e-05)
 np.float64(1.3239554302144154e-05) np.float64(3.035409487944039e-06)
 np.float64(3.4710442198602715e-06)]","[np.float64(0.0003010761443205274) np.float64(6.0166849900766544e-05)
 np.float64(3.350115805523339e-05) np.float64(3.789030272249606e-05)
 np.float64(1.503803165031731e-05) np.float64(3.1893316625981895e-06)
 np.float64(3.7096379166054997e-06)]","[6.59692764 3.08378176 3.43925726 6.51906128 5.9398559  5.76351077
 7.97338091]","[0.32984638 0.30837818 0.34392573 0.32595306 0.2969928  0.28817554
 0.31893524]",0.009042352935354013,5.76e-05,1.44e-05,15570000.0,7.8,0.76
2025-09-01T11:44:26Z,2020-05-02,3,0.0,-0.05774509803921569,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0028842158499619553) np.float64(0.0001883487635245589)
 np.float64(3.864351355097599e-05) np.float64(3.898557473561383e-05)
 np.float64(1.396740902192724e-05) np.float64(3.165110253798157e-06)
 np.float64(3.6440230722838264e-06)]","[np.float64(0.0003078798918680268) np.float64(6.372298001857097e-05)
 np.float64(3.4439200338346586e-05) np.float64(3.8969226977302214e-05)
 np.float64(1.547549017846374e-05) np.float64(3.2759113815562846e-06)
 np.float64(3.817550706737538e-06)]","[6.97443768 3.205522   3.439236   6.51902335 5.93984928 5.72906765
 7.93394662]","[0.34872188 0.3205522  0.3439236  0.32595117 0.29699246 0.28645338
 0.31735786]",0.00948434804573736,8.8e-05,2.2e-05,14890000.0,7.4,0.24
2025-09-01T11:44:26Z,2020-05-03,3,0.0,-0.0547843137254902,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0028119977932486973) np.float64(0.00028391625810368285)
 np.float64(4.0391481606218e-05) np.float64(4.086204495442689e-05)
 np.float64(1.4646715014222118e-05) np.float64(3.284405910746271e-06)
 np.float64(3.803846871913809e-06)]","[np.float64(0.0003077913999476161) np.float64(6.859470521908686e-05)
 np.float64(3.540766751013516e-05) np.float64(4.007747103284111e-05)
 np.float64(1.5921553231652782e-05) np.float64(3.3653857875080476e-06)
 np.float64(3.928459753461151e-06)]","[6.74       3.42739135 3.43921687 6.51898923 5.93984333 5.69694406
 7.89671871]","[0.337      0.34273914 0.34392169 0.32594946 0.29699217 0.2848472
 0.31586875]",0.009928757215438396,9.76e-05,2.44e-05,18660000.0,5.1,0.0
2025-09-01T11:44:26Z,2020-05-04,3,0.0,-0.051686274509803926,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002716344635054527) np.float64(0.000278675003677052)
 np.float64(5.134763052898595e-05) np.float64(4.29445286029384e-05)
 np.float64(1.5400874102200826e-05) np.float64(3.4182523815222156e-06)
 np.float64(3.9822180105636704e-06)]","[np.float64(0.0003044197901795209) np.float64(6.891640784988137e-05)
 np.float64(3.6969110677499586e-05) np.float64(4.1060630835000065e-05)
 np.float64(1.632328523458146e-05) np.float64(3.4471878563871447e-06)
 np.float64(4.02878261345723e-06)]","[6.47199308 3.32       3.54680094 6.51895854 5.93983798 5.66684756
 7.86148072]","[0.32359965 0.332      0.35468009 0.32594793 0.2969919  0.28334238
 0.31445923]",0.010355617418592472,9.76e-05,2.44e-05,20000000.0,9.2,0.0
2025-09-01T11:44:26Z,2020-05-05,3,0.0,-0.04782352941176471,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002734487397493912) np.float64(0.0002757516772798217)
 np.float64(5.2859095944364476e-05) np.float64(4.77105251328043e-05)
 np.float64(1.655521590203192e-05) np.float64(3.631316808154793e-06)
 np.float64(4.26176363164574e-06)]","[np.float64(0.00030074596309516313) np.float64(6.83183241110651e-05)
 np.float64(3.6764945447111275e-05) np.float64(4.179414657721801e-05)
 np.float64(1.6511927230308886e-05) np.float64(3.4885657563693417e-06)
 np.float64(4.075969305779354e-06)]","[6.53672328 3.22128533 3.44390688 6.62201944 5.93983316 5.63853743
 7.82804324]","[0.32683616 0.32212853 0.34439069 0.33110097 0.29699166 0.28192687
 0.31312173]",0.010785197381954685,9.76e-05,2.44e-05,27170000.0,3.0,0.0
2025-09-01T11:44:26Z,2020-05-06,3,0.0,-0.04552941176470589,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0027294982602198985) np.float64(0.0002778409408175304)
 np.float64(5.407075042806232e-05) np.float64(4.8761815843396146e-05)
 np.float64(1.744385571539092e-05) np.float64(3.712149008856349e-06)
 np.float64(4.372365364310345e-06)]","[np.float64(0.0003052429811570401) np.float64(7.022184287859833e-05)
 np.float64(3.7906293619829384e-05) np.float64(4.297925490973004e-05)
 np.float64(1.713191456965759e-05) np.float64(3.5931666864787814e-06)
 np.float64(4.205295830339506e-06)]","[6.50231881 3.21944916 3.44       6.5724856  5.99323052 5.61181323
 7.79624046]","[0.32511594 0.32194492 0.344      0.32862428 0.29966153 0.28059066
 0.31184962]",0.011203124438986056,9.76e-05,2.44e-05,26770000.0,3.0,0.0
2025-09-01T11:44:26Z,2020-05-07,4,0.0,-0.042549019607843144,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0027301795671061794) np.float64(0.00028010941467195157)
 np.float64(5.601416614651277e-05) np.float64(5.046209449681038e-05)
 np.float64(1.854645360914927e-05) np.float64(3.9149560447115915e-06)
 np.float64(4.549177733668163e-06)]","[np.float64(0.00030659131037378575) np.float64(7.136979838111419e-05)
 np.float64(3.868488217988525e-05) np.float64(4.375899351241128e-05)
 np.float64(1.7584094611591822e-05) np.float64(3.6911744357105823e-06)
 np.float64(4.300345450185613e-06)]","[6.47865491 3.20608986 3.43979004 6.52       6.0226266  5.60976702
 7.76592693]","[0.32393275 0.32060899 0.343979   0.326      0.30113133 0.28048835
 0.31063708]",0.011616101040359985,9.76e-05,2.44e-05,25040000.0,3.1,0.0
2025-09-01T11:44:26Z,2020-05-08,4,0.0,-0.038980392156862755,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002737853982776128) np.float64(0.0002838059851717134)
 np.float64(5.873889900029446e-05) np.float64(5.338692489586619e-05)
 np.float64(1.9555112655714203e-05) np.float64(4.184019919729592e-06)
 np.float64(4.803288779282606e-06)]","[np.float64(0.0003043659765766388) np.float64(7.175097664155255e-05)
 np.float64(3.9016547577595064e-05) np.float64(4.419376400911919e-05)
 np.float64(1.774727906076147e-05) np.float64(3.7566879472086424e-06)
 np.float64(4.3546547172714046e-06)]","[6.45731084 3.1938637  3.43971169 6.5198684  5.9993457  5.60830363
 7.73786128]","[0.32286554 0.31938637 0.34397117 0.32599342 0.29996729 0.28041518
 0.30951445]",0.012029017472534815,9.76e-05,2.44e-05,23040000.0,6.2,0.1
2025-09-01T11:44:26Z,2020-05-09,4,0.0,-0.03464705882352942,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0027729250745028296) np.float64(0.00028975966552689456)
 np.float64(6.272714311598316e-05) np.float64(5.767345036408344e-05)
 np.float64(2.1056490844384455e-05) np.float64(4.557607907176829e-06)
 np.float64(5.182567050947743e-06)]","[np.float64(0.0002975926126112327) np.float64(7.081382272015398e-05)
 np.float64(3.857959102498608e-05) np.float64(4.381097901040157e-05)
 np.float64(1.7617389692074865e-05) np.float64(3.7635814717496136e-06)
 np.float64(4.337298895398257e-06)]","[6.53356115 3.18279055 3.43964364 6.51985811 5.97620017 5.60692232
 7.71177806]","[0.32667806 0.31827905 0.34396436 0.32599291 0.29881001 0.28034612
 0.30847112]",0.012449321976612469,0.0001016,2.54e-05,26520000.0,8.5,0.0
2025-09-01T11:44:26Z,2020-05-10,4,0.0,-0.02929411764705883,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002755812513801017) np.float64(0.0003000976334263141)
 np.float64(6.866340925243677e-05) np.float64(6.406857030298973e-05)
 np.float64(2.332377482058211e-05) np.float64(5.095543446926057e-06)
 np.float64(5.7564176696095835e-06)]","[np.float64(0.000278127125470238) np.float64(6.795162236575205e-05)
 np.float64(3.698168470364303e-05) np.float64(4.2183543350135697e-05)
 np.float64(1.7040306681718306e-05) np.float64(3.678802245403062e-06)
 np.float64(4.209673555354841e-06)]","[6.39040207 3.18300048 3.4396152  6.51981849 5.95330976 5.6056106
 7.68748352]","[0.3195201  0.31830005 0.34396152 0.32599092 0.29766549 0.28028053
 0.30749934]",0.012886817431523945,0.0001016,2.54e-05,10950000.0,8.5,0.0
2025-09-01T11:44:26Z,2020-05-11,4,0.0,-0.02468627450980393,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002779783234534686) np.float64(0.00030482661938654505)
 np.float64(7.29284519488952e-05) np.float64(6.868424613227925e-05)
 np.float64(2.497117405022727e-05) np.float64(5.472303213507233e-06)
 np.float64(6.169213347171744e-06)]","[np.float64(0.00027071713171154387) np.float64(6.678737115253161e-05)
 np.float64(3.646275041889216e-05) np.float64(4.168507538249563e-05)
 np.float64(1.6879442313974647e-05) np.float64(3.661340407090952e-06)
 np.float64(4.180407436523129e-06)]","[6.39677142 3.15516683 3.43959291 6.51981236 5.94       5.59500051
 7.66480755]","[0.31983857 0.31551668 0.34395929 0.32599062 0.297      0.27975003
 0.3065923 ]",0.013332314016607127,0.0001016,2.54e-05,22160000.0,5.4,0.0
2025-09-01T11:44:26Z,2020-05-12,4,0.0,-0.02233333333333334,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0027711909325038816) np.float64(0.00030659310015849247)
 np.float64(7.423211475104557e-05) np.float64(7.009839756867184e-05)
 np.float64(2.5493733064949182e-05) np.float64(5.5555309124604496e-06)
 np.float64(6.2868708340280145e-06)]","[np.float64(0.0002759221205130907) np.float64(6.864487517438545e-05)
 np.float64(3.756326702519696e-05) np.float64(4.2912855670265876e-05)
 np.float64(1.7353929359693177e-05) np.float64(3.756855911438354e-06)
 np.float64(4.3034668966857085e-06)]","[6.35967365 3.15034582 3.43958278 6.51964762 5.93996493 5.57189208
 7.64324255]","[0.31798368 0.31503458 0.34395828 0.32598238 0.29699825 0.2785946
 0.3057297 ]",0.013771088177284426,0.0001016,2.54e-05,18150000.0,0.2,0.0
2025-09-01T11:44:26Z,2020-05-13,4,0.0,-0.021156862745098048,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002767938822732619) np.float64(0.0003062387241091944)
 np.float64(7.488549384591228e-05) np.float64(7.080799185172913e-05)
 np.float64(2.575562180428812e-05) np.float64(5.586237299982173e-06)
 np.float64(6.339096336803308e-06)]","[np.float64(0.00028189280698151677) np.float64(7.037850288053423e-05)
 np.float64(3.8629395248560964e-05) np.float64(4.409428417747724e-05)
 np.float64(1.780558298212741e-05) np.float64(3.847219293095067e-06)
 np.float64(4.418896358622891e-06)]","[6.35350653 3.13534003 3.43953041 6.5195499  5.93994016 5.54976906
 7.62225202]","[0.31767533 0.313534   0.34395304 0.32597749 0.29699701 0.27748845
 0.30489008]",0.014200039902813733,0.0001016,2.54e-05,18430000.0,1.0,0.0
2025-09-01T11:44:27Z,2020-05-14,5,0.0,-0.019470588235294125,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0027642630178646797) np.float64(0.00030719756600821777)
 np.float64(7.580871776823018e-05) np.float64(7.180912073058252e-05)
 np.float64(2.612440208091977e-05) np.float64(5.638764865904394e-06)
 np.float64(6.41808884226089e-06)]","[np.float64(0.0002879062781651718) np.float64(7.226949564369167e-05)
 np.float64(3.9745364999407746e-05) np.float64(4.533540184058298e-05)
 np.float64(1.8282766520737923e-05) np.float64(3.943822156487857e-06)
 np.float64(4.541792795821222e-06)]","[6.33528782 3.1291794  3.43948205 6.51946219 5.93992615 5.5285601
 7.60182044]","[0.31676439 0.31291794 0.3439482  0.32597311 0.29699631 0.27642801
 0.30407282]",0.014621292912694811,0.0001016,2.54e-05,28350000.0,1.5,0.0
2025-09-01T11:44:27Z,2020-05-15,5,0.0,-0.017588235294117655,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002757010782007564) np.float64(0.0003081824774189536)
 np.float64(7.687989339803096e-05) np.float64(7.296956113374702e-05)
 np.float64(2.6551218516225453e-05) np.float64(5.7030614434886165e-06)
 np.float64(6.511549437861431e-06)]","[np.float64(0.00029358370783902474) np.float64(7.410886801387054e-05)
 np.float64(4.0836094843877835e-05) np.float64(4.655201983839422e-05)
 np.float64(1.8752711604386764e-05) np.float64(4.039780185289873e-06)
 np.float64(4.66337149544128e-06)]","[6.30844164 3.12083109 3.43943813 6.51938402 5.93991216 5.50820312
 7.58193072]","[0.31542208 0.31208311 0.34394381 0.3259692  0.29699561 0.27541016
 0.30327723]",0.015036004199959778,0.0001016,2.54e-05,21950000.0,2.0,0.0
2025-09-01T11:44:27Z,2020-05-16,5,0.0,-0.015509803921568635,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0027546919669228704) np.float64(0.00030906445024610256)
 np.float64(7.811928664033281e-05) np.float64(7.431115932273961e-05)
 np.float64(2.704405186071568e-05) np.float64(5.780542406260301e-06)
 np.float64(6.621421641135954e-06)]","[np.float64(0.000299100779421362) np.float64(7.585274494789286e-05)
 np.float64(4.1881256176023456e-05) np.float64(4.772221667932138e-05)
 np.float64(1.920742309412888e-05) np.float64(4.133582859973913e-06)
 np.float64(4.781661147708543e-06)]","[6.29339283 3.10871778 3.43939868 6.51931359 5.93989995 5.48863292
 7.56256495]","[0.31466964 0.31087178 0.34393987 0.32596568 0.296995   0.27443165
 0.3025026 ]",0.015445309041871629,0.0001016,2.54e-05,21180000.0,1.7,0.0
2025-09-01T11:44:27Z,2020-05-17,5,0.0,-0.013019607843137262,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.0027536812343180637) np.float64(0.00031091174369963164)
 np.float64(7.974223064031877e-05) np.float64(7.606664777831466e-05)
 np.float64(2.7688278348179304e-05) np.float64(5.887896843925833e-06)
 np.float64(6.768938226862959e-06)]","[np.float64(0.00030318513696310495) np.float64(7.730064163572519e-05)
 np.float64(4.2725679812261255e-05) np.float64(4.867937596988102e-05)
 np.float64(1.9586465375932213e-05) np.float64(4.21356548965882e-06)
 np.float64(4.881806480703986e-06)]","[6.2730122  3.10000899 3.43936319 6.51925028 5.93988888 5.46979297
 7.54370456]","[0.31365061 0.3100009  0.34393632 0.32596251 0.29699444 0.27348965
 0.30174818]",0.01585110148873786,0.0001016,2.54e-05,23060000.0,2.3,0.0
2025-09-01T11:44:27Z,2020-05-18,5,0.0,-0.010039215686274517,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002756037328838408) np.float64(0.0003135810129727286)
 np.float64(8.193342968020285e-05) np.float64(7.843600184072362e-05)
 np.float64(2.8557425973258594e-05) np.float64(6.03930265196186e-06)
 np.float64(6.972293986369652e-06)]","[np.float64(0.000305117226258573) np.float64(7.822403694874817e-05)
 np.float64(4.325098284689928e-05) np.float64(4.929640416871585e-05)
 np.float64(1.9843806221327467e-05) np.float64(4.271074891734478e-06)
 np.float64(4.952619923074575e-06)]","[6.25282255 3.09020105 3.43933127 6.51919333 5.93987895 5.45163203
 7.52533082]","[0.31264113 0.30902011 0.34393313 0.32595967 0.29699395 0.2725816
 0.30101323]",0.016255848774086444,0.0001016,2.54e-05,26980000.0,6.1,0.0
2025-09-01T11:44:27Z,2020-05-19,5,0.0,-0.00549019607843138,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002771331263893341) np.float64(0.0003206601903098379)
 np.float64(8.679683032354428e-05) np.float64(8.369495259731491e-05)
 np.float64(3.0487287171667656e-05) np.float64(6.405285313883859e-06)
 np.float64(7.432464754826024e-06)]","[np.float64(0.0002954455750147668) np.float64(7.637667083665503e-05)
 np.float64(4.208449641800032e-05) np.float64(4.810107096080971e-05)
 np.float64(1.9446715701677197e-05) np.float64(4.2057310846741365e-06)
 np.float64(4.862781548571017e-06)]","[6.22261903 3.08018027 3.43930256 6.51914211 5.93987001 5.44
 7.50152919]","[0.31113095 0.30801803 0.34393026 0.32595711 0.2969935  0.272
 0.30006117]",0.016669876472515142,0.0001016,2.54e-05,23760000.0,7.7,0.0
2025-09-01T11:44:27Z,2020-05-20,5,0.0,-0.0006274509803921632,59.99999999999999,0.07241999999999998,0.0,0.0,0.0,0.0,0.0,"[np.float64(0.002791433245485442) np.float64(0.00032819552787021334)
 np.float64(9.218848350389632e-05) np.float64(8.954129311320312e-05)
 np.float64(3.264184262449083e-05) np.float64(6.830305485340177e-06)
 np.float64(7.933753673816524e-06)]","[np.float64(0.0002841440138149165) np.float64(7.401752101299447e-05)
 np.float64(4.062369058960458e-05) np.float64(4.657545766788212e-05)
 np.float64(1.8921740803985173e-05) np.float64(4.1174319566320205e-06)
 np.float64(4.740349526485185e-06)]","[6.19929172 3.06638988 3.43927674 6.51909604 5.93974414 5.43998784
 7.4676055 ]","[0.30996459 0.30663899 0.34392767 0.3259548  0.29698721 0.27199939
 0.29870422]",0.017090541537686518,0.0001016,2.54e-05,22910000.0,10.3,0.0
