classifier_index,action,p,eps,F,exp,num,as_size,ts_ga,DVS_lo,DVS_hi,DVS_mask,DVS_lo_raw,DVS_hi_raw,LAI_lo,LAI_hi,LAI_mask,LAI_lo_raw,LAI_hi_raw,RFTRA_lo,RFTRA_hi,RFTRA_mask,RFTRA_lo_raw,RFTRA_hi_raw,WSO_lo,WSO_hi,WSO_mask,WSO_lo_raw,WSO_hi_raw,Nsurp_sofar_lo,Nsurp_sofar_hi,Nsurp_sofar_mask,Nsurp_sofar_lo_raw,Nsurp_sofar_hi_raw,last_dose_kg_ha_lo,last_dose_kg_ha_hi,last_dose_kg_ha_mask,last_dose_kg_ha_lo_raw,last_dose_kg_ha_hi_raw,last_app_gap_days_lo,last_app_gap_days_hi,last_app_gap_days_mask,last_app_gap_days_lo_raw,last_app_gap_days_hi_raw,cum_N_applied_kg_ha_lo,cum_N_applied_kg_ha_hi,cum_N_applied_kg_ha_mask,cum_N_applied_kg_ha_lo_raw,cum_N_applied_kg_ha_hi_raw,IRRAD_7_lo,IRRAD_7_hi,IRRAD_7_mask,IRRAD_7_lo_raw,IRRAD_7_hi_raw,TMEAN_7_lo,TMEAN_7_hi,TMEAN_7_mask,TMEAN_7_lo_raw,TMEAN_7_hi_raw,RAIN_7_lo,RAIN_7_hi,RAIN_7_mask,RAIN_7_lo_raw,RAIN_7_hi_raw,Ndep_sum_lo,Ndep_sum_hi,Ndep_sum_mask,Ndep_sum_lo_raw,Ndep_sum_hi_raw,SM_mean_lo,SM_mean_hi,SM_mean_mask,SM_mean_lo_raw,SM_mean_hi_raw
0,2,-20.599211889757704,8.999565418809356,0.21459017639743225,56,1,2.8703982941827184,29,0.027991216137805253,0.5319912161378053,0,0.027991216137805253,0.5319912161378053,0.1428510047023786,0.3828510047023786,0,1.1428080376190288,3.0628080376190288,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,321.2,365.0,0,321.2,365.0,-36.0,43.199999999999996,0,-36.0,43.199999999999996,210.0,98099974.8,0,210.0,98099974.8,0.4642857142857135,10.064285714285713,0,0.4642857142857135,10.064285714285713,-20.0,25.77,0,-20.0,25.77,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
1,8,-13.641441860911604,7.499129918661986,0.7124757800611751,18,1,1.327963377664,31,0.1551167101387821,0.659116710138782,0,0.1551167101387821,0.659116710138782,0.2765116330379176,0.5165116330379176,0,2.2120930643033407,4.132093064303341,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-70.0,-27.331037320571006,0,-70.0,-27.331037320571006,39.2,60.8,0,39.2,60.8,0.0,43.8,0,0.0,43.8,46.800000000000004,133.2,0,46.800000000000004,133.2,0.0,210.0,1,0.0,210.0,-10.0,30.0,1,-10.0,30.0,-20.0,24.8,0,-20.0,24.8,-30.0,36.00224105165377,0,-30.0,36.00224105165377,0.2068623045420191,0.4468623045420191,0,0.2068623045420191,0.4468623045420191
2,0,-10.100809701532693,3.051187588376819,0.186043808423245,68,1,2.744269052442436,13903,0.22699388478504479,0.7309938847850448,0,0.22699388478504479,0.7309938847850448,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-16.397452712541426,31.602547287458574,0,-16.397452712541426,31.602547287458574,69.2,90.0,0,69.2,90.0,0.0,43.8,0,0.0,43.8,126.80000000000001,213.2,0,126.80000000000001,213.2,0.0,210.0,1,0.0,210.0,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,-30.0,36.00542709075668,0,-30.0,36.00542709075668,0.0,1.0,1,0.0,1.0
3,1,-6.539900960844429,1.6027812338766338,0.40255171336345374,44,1,3.459513321283693,10978,0.3193189412184534,0.8233189412184534,0,0.3193189412184534,0.8233189412184534,0.4137188315023912,0.6537188315023912,0,3.3097506520191295,5.2297506520191295,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-42.322731715445535,5.677268284554465,0,-42.322731715445535,5.677268284554465,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,50.8,0,0.0,50.8,126.80000000000001,213.2,0,126.80000000000001,213.2,210.0,90099974.8,0,210.0,90099974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,-30.0,36.01102826184334,0,-30.0,36.01102826184334,0.206785037271571,0.446785037271571,0,0.206785037271571,0.446785037271571
4,6,-8.450203794503373,3.353133791968025,0.3533018358928959,80,1,3.792902452192477,17504,0.3193189412184534,0.8233189412184534,0,0.3193189412184534,0.8233189412184534,0.4137188315023912,0.6537188315023912,0,3.3097506520191295,5.2297506520191295,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-42.322731715445535,5.677268284554465,0,-42.322731715445535,5.677268284554465,0.0,90.0,1,0.0,90.0,0.0,50.8,0,0.0,50.8,126.80000000000001,213.2,0,126.80000000000001,213.2,210.0,90099974.8,0,210.0,90099974.8,6.621428571428573,16.22142857142857,0,6.621428571428573,16.22142857142857,-20.0,26.47,0,-20.0,26.47,0.0,300.0,1,0.0,300.0,0.206785037271571,0.446785037271571,0,0.206785037271571,0.446785037271571
5,8,-10.641425953963907,2.3089099041442105,0.999999999991998,50,1,1.0,34,0.41892390735840834,0.9229239073584083,0,0.41892390735840834,0.9229239073584083,0.4441155787860869,0.6841155787860869,0,3.552924630288695,5.472924630288695,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,0.891010592424955,48.891010592424955,0,0.891010592424955,48.891010592424955,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,186.8,273.2,0,186.8,273.2,0.0,210.0,1,0.0,210.0,-10.0,30.0,1,-10.0,30.0,-20.0,24.21,0,-20.0,24.21,-30.0,36.0095970894809,0,-30.0,36.0095970894809,0.0,1.0,1,0.0,1.0
6,3,-7.459516314500896,3.4767503931153834,0.36054449342739503,122,1,4.20519381545927,18325,0.6289690540852709,1.132969054085271,0,0.6289690540852709,1.132969054085271,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,57.8,0,0.0,57.8,186.8,273.2,0,186.8,273.2,210.0,136699974.8,0,210.0,136699974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
7,7,-12.657767170055028,5.0386502213325235,0.6752921797595204,166,1,1.9276928233418973,13670,0.9416046511627905,1.4456046511627905,0,0.9416046511627905,1.4456046511627905,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,78.8,0,0.0,78.8,186.8,273.2,0,186.8,273.2,210.0,128499974.8,0,210.0,128499974.8,-10.0,30.0,1,-10.0,30.0,-20.0,24.6,0,-20.0,24.6,-30.0,36.00826535174033,0,-30.0,36.00826535174033,0.19042510086545916,0.43042510086545915,0,0.19042510086545916,0.43042510086545915
8,0,-9.705359282970257,3.436737091382205,0.39893917727866424,22,1,3.4632169195372544,39,0.9416046511627905,1.4456046511627905,0,0.9416046511627905,1.4456046511627905,0.37938110350794635,0.6193811035079464,0,3.035048828063571,4.955048828063571,0.88,1.1,0,0.88,1.1,0.02838855095911655,0.2683885509591165,0,425.82826438674823,4025.828264386748,-70.0,-37.86923656340232,0,-70.0,-37.86923656340232,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,78.8,0,0.0,78.8,186.8,273.2,0,186.8,273.2,210.0,128499974.8,0,210.0,128499974.8,7.035714285714286,16.635714285714286,0,7.035714285714286,16.635714285714286,0.0,200.0,1,0.0,200.0,0.0,300.0,1,0.0,300.0,0.19042510086545916,0.43042510086545915,0,0.19042510086545916,0.43042510086545915
9,0,-11.271374638989617,6.897272363846399,0.9999999999999999,5860,1,1.0000000000000002,18150,-0.011227398020069917,0.4927726019799301,0,-0.011227398020069917,0.4927726019799301,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,321.2,365.0,0,321.2,365.0,-36.0,43.199999999999996,0,-36.0,43.199999999999996,210.0,104899974.8,0,210.0,104899974.8,-10.0,30.0,1,-10.0,30.0,-20.0,25.93,0,-20.0,25.93,-30.0,36.00243834477283,0,-30.0,36.00243834477283,0.21254710293556295,0.45254710293556294,0,0.21254710293556295,0.45254710293556294
