classifier_index,action,p,eps,F,exp,num,as_size,ts_ga,DVS_lo,DVS_hi,DVS_mask,DVS_lo_raw,DVS_hi_raw,LAI_lo,LAI_hi,LAI_mask,LAI_lo_raw,LAI_hi_raw,RFTRA_lo,RFTRA_hi,RFTRA_mask,RFTRA_lo_raw,RFTRA_hi_raw,WSO_lo,WSO_hi,WSO_mask,WSO_lo_raw,WSO_hi_raw,Nsurp_sofar_lo,Nsurp_sofar_hi,Nsurp_sofar_mask,Nsurp_sofar_lo_raw,Nsurp_sofar_hi_raw,last_dose_kg_ha_lo,last_dose_kg_ha_hi,last_dose_kg_ha_mask,last_dose_kg_ha_lo_raw,last_dose_kg_ha_hi_raw,last_app_gap_days_lo,last_app_gap_days_hi,last_app_gap_days_mask,last_app_gap_days_lo_raw,last_app_gap_days_hi_raw,cum_N_applied_kg_ha_lo,cum_N_applied_kg_ha_hi,cum_N_applied_kg_ha_mask,cum_N_applied_kg_ha_lo_raw,cum_N_applied_kg_ha_hi_raw,IRRAD_7_lo,IRRAD_7_hi,IRRAD_7_mask,IRRAD_7_lo_raw,IRRAD_7_hi_raw,TMEAN_7_lo,TMEAN_7_hi,TMEAN_7_mask,TMEAN_7_lo_raw,TMEAN_7_hi_raw,RAIN_7_lo,RAIN_7_hi,RAIN_7_mask,RAIN_7_lo_raw,RAIN_7_hi_raw,Ndep_sum_lo,Ndep_sum_hi,Ndep_sum_mask,Ndep_sum_lo_raw,Ndep_sum_hi_raw,SM_mean_lo,SM_mean_hi,SM_mean_mask,SM_mean_lo_raw,SM_mean_hi_raw
0,1,-6.463636078006836,1.8562548847784468,0.18317758534330664,120,1,3.2289571355501754,18990,0.05302218175754281,0.5570221817575428,0,0.05302218175754281,0.5570221817575428,0.1497952467219994,0.3897952467219994,0,1.1983619737759952,3.118361973775995,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,321.2,365.0,0,321.2,365.0,-36.0,43.199999999999996,0,-36.0,43.199999999999996,210.0,93599974.8,0,210.0,93599974.8,4.271428571428571,13.87142857142857,0,4.271428571428571,13.87142857142857,0.0,200.0,1,0.0,200.0,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
1,2,-21.187308526567648,4.358951289110462,0.3824082490512556,74,1,2.2854651600881026,6514,0.19953701090306203,0.7035370109030621,0,0.19953701090306203,0.7035370109030621,0.3126596968749763,0.5526596968749763,0,2.5012775749998104,4.42127757499981,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,50.8,0,0.0,50.8,-33.199999999999996,53.199999999999996,0,-33.199999999999996,53.199999999999996,210.0,122199974.8,0,210.0,122199974.8,5.3500000000000005,14.95,0,5.3500000000000005,14.95,-20.0,24.9,0,-20.0,24.9,-30.0,36.00013545056009,0,-30.0,36.00013545056009,0.19019688731015116,0.43019688731015115,0,0.19019688731015116,0.43019688731015115
2,1,-14.949184311805336,6.610731215549713,0.871696,4,1,1.0,36,0.5708124059369223,1.0748124059369224,0,0.5708124059369223,1.0748124059369224,0.3715436392791518,0.6115436392791518,0,2.9723491142332144,4.892349114233214,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,59.2,80.8,0,59.2,80.8,0.0,43.8,0,0.0,43.8,36.800000000000004,123.19999999999999,0,36.800000000000004,123.19999999999999,210.0,77199974.8,0,210.0,77199974.8,8.350000000000001,17.950000000000003,0,8.350000000000001,17.950000000000003,-20.0,24.12,0,-20.0,24.12,-30.0,36.00009762302093,0,-30.0,36.00009762302093,0.0,1.0,1,0.0,1.0
3,0,-13.387497475590992,0.583012347753248,0.9772430748045616,304,1,4.1839625674499885,14285,0.06563968864381958,0.5696396886438195,0,0.06563968864381958,0.5696396886438195,0.20316733597608244,0.44316733597608243,0,1.6253386878086595,3.5453386878086595,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,321.2,365.0,0,321.2,365.0,-36.0,43.199999999999996,0,-36.0,43.199999999999996,210.0,116999974.8,0,210.0,116999974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,-30.0,36.00007640980057,0,-30.0,36.00007640980057,0.18888192737088966,0.42888192737088965,0,0.18888192737088966,0.42888192737088965
4,6,-7.943074036307037,4.216656999850873,0.16112660266008955,114,1,4.279186074263673,14670,0.1313781883964233,0.6353781883964233,0,0.1313781883964233,0.6353781883964233,0.27029726127488696,0.510297261274887,0,2.1623780901990957,4.082378090199096,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,321.2,365.0,0,321.2,365.0,-36.0,43.199999999999996,0,-36.0,43.199999999999996,0.0,210.0,1,0.0,210.0,4.035714285714286,13.635714285714286,0,4.035714285714286,13.635714285714286,-20.0,24.0,0,-20.0,24.0,-30.0,36.000091719632145,0,-30.0,36.000091719632145,0.0,1.0,1,0.0,1.0
5,5,-8.909948487388043,3.732542389218648,0.3557550774037056,108,1,3.2145790039559827,10303,0.22292040104501853,0.7269204010450185,0,0.22292040104501853,0.7269204010450185,0.3435739320285122,0.5835739320285123,0,2.7485914562280978,4.668591456228098,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-70.0,-39.50353322736014,0,-70.0,-39.50353322736014,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,16.800000000000004,103.19999999999999,0,16.800000000000004,103.19999999999999,210.0,129499974.8,0,210.0,129499974.8,-10.0,30.0,1,-10.0,30.0,-20.0,24.01,0,-20.0,24.01,-30.0,36.0001048824564,0,-30.0,36.0001048824564,0.1829050581340808,0.4229050581340808,0,0.1829050581340808,0.4229050581340808
6,0,-9.852164395281772,3.935498932160583,0.249971826068207,24,1,2.8011935630950404,6703,0.22292040104501853,0.7269204010450185,0,0.22292040104501853,0.7269204010450185,0.3435739320285122,0.5835739320285123,0,2.7485914562280978,4.668591456228098,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,49.2,70.8,0,49.2,70.8,0.0,43.8,0,0.0,43.8,16.800000000000004,103.19999999999999,0,16.800000000000004,103.19999999999999,210.0,129499974.8,0,210.0,129499974.8,6.07142857142857,15.67142857142857,0,6.07142857142857,15.67142857142857,-20.0,24.01,0,-20.0,24.01,-30.0,36.0001048824564,0,-30.0,36.0001048824564,0.1829050581340808,0.4229050581340808,0,0.1829050581340808,0.4229050581340808
7,6,-11.03857032875221,1.817562708192281,0.9023352729914176,80,1,1.1228813181207487,14921,1.0736976744186044,1.5776976744186044,0,1.0736976744186044,1.5776976744186044,0.0,1.0,1,0.0,8.0,0.8800000000000002,1.1,0,0.8800000000000002,1.1,0.10694540918169582,0.3469454091816958,0,1604.1811377254373,5204.181137725437,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,86.80000000000001,173.2,0,86.80000000000001,173.2,210.0,129199974.8,0,210.0,129199974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,-30.0,36.00014673292371,0,-30.0,36.00014673292371,0.14172584539268374,0.3817258453926837,0,0.14172584539268374,0.3817258453926837
8,0,-23.89919901960732,1.9029403902878712,0.33680922207454583,134,1,4.62994327886492,12713,0.968116279069767,1.472116279069767,0,0.968116279069767,1.472116279069767,0.3058158079156394,0.5458158079156394,0,2.446526463325115,4.3665264633251155,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,71.8,0,0.0,71.8,16.800000000000004,103.19999999999999,0,16.800000000000004,103.19999999999999,0.0,210.0,1,0.0,210.0,8.557142857142857,18.157142857142855,0,8.557142857142857,18.157142857142855,-20.0,24.12,0,-20.0,24.12,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
9,1,-18.405557503662983,9.596236801861279,0.2314564437646215,194,1,5.297009826132172,12714,1.095848837209302,1.599848837209302,0,1.095848837209302,1.599848837209302,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,78.8,0,0.0,78.8,16.800000000000004,103.19999999999999,0,16.800000000000004,103.19999999999999,0.0,210.0,1,0.0,210.0,10.592857142857142,20.192857142857143,0,10.592857142857142,20.192857142857143,-20.0,24.21,0,-20.0,24.21,-30.0,36.00015226399919,0,-30.0,36.00015226399919,0.1340164806158276,0.3740164806158276,0,0.1340164806158276,0.3740164806158276
