year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,30.0,3,False,,603
1983,30,1983-04-29,70.0,7,False,,624
1983,31,1983-05-06,80.0,8,False,,448
1983,31,1983-05-06,80.0,8,False,,723
1983,32,1983-05-13,30.0,3,False,,433
1983,32,1983-05-13,30.0,3,False,,696
1984,30,1984-04-28,40.0,4,False,,349
1984,30,1984-04-28,40.0,4,False,,445
1984,30,1984-04-28,40.0,4,False,,586
1984,30,1984-04-28,40.0,4,False,,597
1984,30,1984-04-28,40.0,4,False,,658
1984,30,1984-04-28,40.0,4,False,,703
1984,30,1984-04-28,40.0,4,False,,775
1984,31,1984-05-05,70.0,7,False,,624
1984,32,1984-05-12,80.0,8,False,,448
1984,32,1984-05-12,80.0,8,False,,723
1984,33,1984-05-19,30.0,3,False,,696
1985,29,1985-04-22,30.0,3,False,,603
1985,30,1985-04-29,70.0,7,False,,624
1985,31,1985-05-06,80.0,8,False,,448
1985,31,1985-05-06,80.0,8,False,,723
1985,32,1985-05-13,20.0,2,False,,506
1986,31,1986-05-06,40.0,4,False,,349
1986,31,1986-05-06,40.0,4,False,,445
1986,31,1986-05-06,40.0,4,False,,586
1986,31,1986-05-06,40.0,4,False,,597
1986,31,1986-05-06,40.0,4,False,,658
1986,31,1986-05-06,40.0,4,False,,703
1986,31,1986-05-06,40.0,4,False,,775
1986,32,1986-05-13,70.0,7,False,,624
1986,33,1986-05-20,40.0,4,False,,537
1986,34,1986-05-27,10.0,1,False,,482
1988,28,1988-04-14,30.0,3,False,,603
1988,29,1988-04-21,70.0,7,False,,624
1988,31,1988-05-05,40.0,4,False,,406
1988,33,1988-05-19,20.0,2,False,,557
1989,27,1989-04-08,40.0,4,False,,349
1989,27,1989-04-08,40.0,4,False,,445
1989,27,1989-04-08,40.0,4,False,,586
1989,27,1989-04-08,40.0,4,False,,597
1989,27,1989-04-08,40.0,4,False,,658
1989,27,1989-04-08,40.0,4,False,,703
1989,27,1989-04-08,40.0,4,False,,775
1989,28,1989-04-15,70.0,7,False,,624
1989,29,1989-04-22,80.0,8,False,,448
1989,29,1989-04-22,80.0,8,False,,723
1989,30,1989-04-29,30.0,3,False,,433
1989,30,1989-04-29,30.0,3,False,,696
1990,26,1990-04-01,40.0,4,False,,349
1990,26,1990-04-01,40.0,4,False,,445
1990,26,1990-04-01,40.0,4,False,,586
1990,26,1990-04-01,40.0,4,False,,597
1990,26,1990-04-01,40.0,4,False,,658
1990,26,1990-04-01,40.0,4,False,,703
1990,26,1990-04-01,40.0,4,False,,775
1990,27,1990-04-08,70.0,7,False,,624
1990,28,1990-04-15,80.0,8,False,,448
1990,28,1990-04-15,80.0,8,False,,723
1990,29,1990-04-22,30.0,3,False,,433
1990,29,1990-04-22,30.0,3,False,,696
1991,28,1991-04-15,40.0,4,False,,349
1991,28,1991-04-15,40.0,4,False,,445
1991,28,1991-04-15,40.0,4,False,,586
1991,28,1991-04-15,40.0,4,False,,597
1991,28,1991-04-15,40.0,4,False,,658
1991,28,1991-04-15,40.0,4,False,,703
1991,28,1991-04-15,40.0,4,False,,775
1991,29,1991-04-22,70.0,7,False,,624
1991,30,1991-04-29,80.0,8,False,,448
1991,30,1991-04-29,80.0,8,False,,723
1991,31,1991-05-06,30.0,3,False,,433
1991,31,1991-05-06,30.0,3,False,,696
1992,28,1992-04-14,30.0,3,False,,603
1992,29,1992-04-21,70.0,7,False,,624
1992,30,1992-04-28,80.0,8,False,,447
1992,30,1992-04-28,80.0,8,False,,723
1992,31,1992-05-05,60.0,6,False,,513
