episode,steps,total_reward,eps,yield_kg_ha,n_applied_kg_ha,n_uptake_kg_ha,nue_re,nue_ie,nue_eunep,nue_fert,nsurp,nsurp_fert,n_apps
1,48,-11.292111114867652,0.4464,8658.976292262725,240.0,363.1530180649638,1.4913692075544807,0.48522291921456456,0.7236465205182896,0.7342090314450511,67.29292761087109,63.78983245245354,4
2,48,-10.822672100236499,0.4428288,9302.667051145714,250.0,381.8606199354097,1.5063351314118945,0.49575490272429895,0.7467730265452535,0.7572370979602322,64.19382184604288,60.690725509184716,4
3,48,-22.21109415261548,0.4392861696,7831.658727871236,60.0,218.9065038757581,3.447202094047491,0.7280471447385847,2.509725641919611,2.6562375851587237,-95.87159472266808,-99.37425511217964,2
4,48,-4.473731422507323,0.4357718802432,9776.480365515657,230.0,360.7995257282846,1.545160491075036,0.5514180625268366,0.8520294042839732,0.8650059801625157,34.55156992616662,31.048624561756384,4
5,48,-28.395179831570832,0.4322857052012544,7627.0092476258105,40.0,202.14095440506767,4.646659676110324,0.7678287591211963,3.56783893318394,3.8802409546326255,-111.70721526811792,-115.20963818918526,4
6,48,-21.547166406974778,0.4288274195596444,8142.66266036023,280.0,319.3444554310891,1.1264216663502167,0.518885430198329,0.584483790930681,0.5917970897776389,117.8002887114657,114.29681486166933,4
7,48,-18.312760220288283,0.4253968002031672,8936.231940042466,280.0,389.9700008788912,1.375543299849759,0.4663238699632021,0.6414486748895377,0.6494725713543382,101.65020656372727,98.14768002013582,4
8,48,-8.006461943780625,0.42199362580154187,8428.900677513258,220.0,352.92637486728734,1.579066010137571,0.4860167474063376,0.7674525261891397,0.7796733126664325,51.97511464886958,48.47187121260518,4
9,48,-8.693319114784341,0.4186176767951295,7803.065573808401,210.0,356.6741529077041,1.670580851995323,0.44520294821488265,0.7437475205417335,0.7561542115535467,54.71069294876688,51.20761557299906,4
10,48,-5.05037490142232,0.4152687353807685,8793.064462256367,180.0,311.9603312529023,1.7000235472599723,0.5735949217892066,0.9751248736335191,0.9941047878106831,4.564673631757927,1.0611381930829396,4
11,48,-10.67883650526553,0.41194658549772234,8568.50243806693,140.0,284.75644693927745,1.9843252118809114,0.612344431489668,1.2150904937640987,1.2454930329529752,-30.86611227330397,-34.36902461466201,3
12,48,-18.943725172996352,0.40865101281374056,8264.55679771731,100.0,245.1789567083896,2.3688079007526315,0.6859631556100277,1.6249149426408678,1.6818373083186542,-64.68063265993804,-68.18373083354726,4
13,48,-4.527520383259514,0.40538180471123064,9432.748293467344,210.0,351.9621127574827,1.6485138953206109,0.5453894632794793,0.8990821085802262,0.9140782274816495,21.546238935752115,18.043572227939535,4
14,48,-8.543256997873064,0.4021387502735408,8716.365476422692,160.0,304.7500943662316,1.8638795633160612,0.5820442412446204,1.084860366205211,1.1086127340255825,-13.874933294962887,-17.378037445201784,4
