classifier_index,action,p,eps,F,exp,num,as_size,ts_ga,DVS_lo,DVS_hi,DVS_mask,DVS_lo_raw,DVS_hi_raw,LAI_lo,LAI_hi,LAI_mask,LAI_lo_raw,LAI_hi_raw,RFTRA_lo,RFTRA_hi,RFTRA_mask,RFTRA_lo_raw,RFTRA_hi_raw,WSO_lo,WSO_hi,WSO_mask,WSO_lo_raw,WSO_hi_raw,Nsurp_sofar_lo,Nsurp_sofar_hi,Nsurp_sofar_mask,Nsurp_sofar_lo_raw,Nsurp_sofar_hi_raw,last_dose_kg_ha_lo,last_dose_kg_ha_hi,last_dose_kg_ha_mask,last_dose_kg_ha_lo_raw,last_dose_kg_ha_hi_raw,last_app_gap_days_lo,last_app_gap_days_hi,last_app_gap_days_mask,last_app_gap_days_lo_raw,last_app_gap_days_hi_raw,cum_N_applied_kg_ha_lo,cum_N_applied_kg_ha_hi,cum_N_applied_kg_ha_mask,cum_N_applied_kg_ha_lo_raw,cum_N_applied_kg_ha_hi_raw,IRRAD_7_lo,IRRAD_7_hi,IRRAD_7_mask,IRRAD_7_lo_raw,IRRAD_7_hi_raw,TMEAN_7_lo,TMEAN_7_hi,TMEAN_7_mask,TMEAN_7_lo_raw,TMEAN_7_hi_raw,RAIN_7_lo,RAIN_7_hi,RAIN_7_mask,RAIN_7_lo_raw,RAIN_7_hi_raw,Ndep_sum_lo,Ndep_sum_hi,Ndep_sum_mask,Ndep_sum_lo_raw,Ndep_sum_hi_raw,SM_mean_lo,SM_mean_hi,SM_mean_mask,SM_mean_lo_raw,SM_mean_hi_raw
0,5,-13.563189743489387,2.0741461918195663,0.9992241947754497,14,1,1.0,28,-0.04214754463538564,0.4618524553646144,0,-0.04214754463538564,0.4618524553646144,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,-48.37181840543698,0,-50.0,-48.37181840543698,0.0,10.799999999999999,0,0.0,10.799999999999999,321.2,365.0,0,321.2,365.0,-36.0,43.199999999999996,0,-36.0,43.199999999999996,210.0,71599974.8,0,210.0,71599974.8,0.9642857142857135,10.564285714285713,0,0.9642857142857135,10.564285714285713,-20.0,25.08,0,-20.0,25.08,-30.0,36.004146367900866,0,-30.0,36.004146367900866,0.0,1.0,1,0.0,1.0
1,2,-13.858427673032221,5.3828607628007825,0.39971155317859436,30,1,2.06922612367976,30,0.054631519881887414,0.5586315198818874,0,0.054631519881887414,0.5586315198818874,0.13078327047573318,0.3707832704757332,0,1.0462661638058655,2.9662661638058654,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,-3.1999999999999957,83.19999999999999,0,-3.1999999999999957,83.19999999999999,210.0,67299974.8,0,210.0,67299974.8,-10.0,30.0,1,-10.0,30.0,-20.0,24.66,0,-20.0,24.66,-30.0,36.00135562963429,0,-30.0,36.00135562963429,0.20575715738297629,0.4457571573829763,0,0.20575715738297629,0.4457571573829763
2,7,-8.563685749594296,4.901887782899151,0.0909427065736925,146,1,5.985464477504255,13662,0.054631519881887414,0.5586315198818874,0,0.054631519881887414,0.5586315198818874,0.13078327047573318,0.3707832704757332,0,1.0462661638058655,2.9662661638058654,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-70.0,-40.193458320252375,0,-70.0,-40.193458320252375,29.200000000000003,50.8,0,29.200000000000003,50.8,0.0,43.8,0,0.0,43.8,-3.1999999999999957,83.19999999999999,0,-3.1999999999999957,83.19999999999999,0.0,210.0,1,0.0,210.0,1.4071428571428575,11.007142857142856,0,1.4071428571428575,11.007142857142856,-20.0,24.66,0,-20.0,24.66,-30.0,36.00135562963429,0,-30.0,36.00135562963429,0.20575715738297629,0.4457571573829763,0,0.20575715738297629,0.4457571573829763
3,3,-8.927085729033932,1.8965457310288691,0.48390012243343844,48,1,1.9159614040062467,31,0.13194591130051847,0.6359459113005185,0,0.13194591130051847,0.6359459113005185,0.2025161211177121,0.4425161211177121,0,1.620128968941697,3.540128968941697,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-41.45937272732638,6.540627272673614,0,-41.45937272732638,6.540627272673614,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,66.80000000000001,153.2,0,66.80000000000001,153.2,210.0,77599974.8,0,210.0,77599974.8,2.8428571428571443,12.442857142857143,0,2.8428571428571443,12.442857142857143,-20.0,24.09,0,-20.0,24.09,-30.0,36.00319614709677,0,-30.0,36.00319614709677,0.19412869709750402,0.434128697097504,0,0.19412869709750402,0.434128697097504
4,4,-10.507205711442381,3.0223261670893784,0.3167865232482187,36,1,2.47574784,32,0.20983051574016354,0.7138305157401635,0,0.20983051574016354,0.7138305157401635,0.2585922912335424,0.4985922912335424,0,2.068738329868339,3.988738329868339,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-59.827189691966126,-11.827189691966126,0,-59.827189691966126,-11.827189691966126,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,50.8,0,0.0,50.8,66.80000000000001,153.2,0,66.80000000000001,153.2,210.0,98699974.8,0,210.0,98699974.8,6.278571428571431,15.87857142857143,0,6.278571428571431,15.87857142857143,-20.0,24.09,0,-20.0,24.09,-30.0,36.008601961981014,0,-30.0,36.008601961981014,0.20250831939227792,0.4425083193922779,0,0.20250831939227792,0.4425083193922779
5,0,-5.668413183260264,1.214926341045558,0.2812021764260833,54,1,4.814770625438402,35,0.5012526376363262,1.0052526376363262,0,0.5012526376363262,1.0052526376363262,0.0,1.0,1,0.0,8.0,0.8800000000000002,1.1,0,0.8800000000000002,1.1,-0.1,0.12,0,-1500.0,1800.0,-17.39184714112719,30.60815285887281,0,-17.39184714112719,30.60815285887281,49.2,70.8,0,49.2,70.8,0.0,43.8,0,0.0,43.8,166.8,253.2,0,166.8,253.2,210.0,141599974.8,0,210.0,141599974.8,8.128571428571426,17.728571428571428,0,8.128571428571426,17.728571428571428,-20.0,24.0,0,-20.0,24.0,-30.0,36.00754476347894,0,-30.0,36.00754476347894,0.0,1.0,1,0.0,1.0
6,0,-8.869071348389436,3.2946379508417563,0.38358765337638473,176,1,2.6413262590501327,18133,0.6994467685618344,1.2034467685618344,0,0.6994467685618344,1.2034467685618344,0.3132748080267393,0.5532748080267393,0,2.5061984642139143,4.426198464213915,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-41.67539779911398,6.324602200886023,0,-41.67539779911398,6.324602200886023,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,57.8,0,0.0,57.8,166.8,253.2,0,166.8,253.2,0.0,210.0,1,0.0,210.0,7.8357142857142845,17.435714285714283,0,7.8357142857142845,17.435714285714283,0.0,200.0,1,0.0,200.0,-30.0,36.011562312045584,0,-30.0,36.011562312045584,0.0,1.0,1,0.0,1.0
7,4,-8.766258363298688,3.337106278624594,0.5973556970665008,50,1,4.168431835149608,14725,0.9067790697674418,1.4107790697674418,0,0.9067790697674418,1.4107790697674418,0.3017579390021194,0.5417579390021194,0,2.414063512016955,4.3340635120169555,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,71.8,0,0.0,71.8,166.8,253.2,0,166.8,253.2,210.0,80799974.8,0,210.0,80799974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,-30.0,36.00837743174533,0,-30.0,36.00837743174533,0.0,1.0,1,0.0,1.0
8,7,-5.611975002557195,2.2578600653155663,0.1312724563186944,20,1,3.3808,39,0.9067790697674418,1.4107790697674418,0,0.9067790697674418,1.4107790697674418,0.3017579390021194,0.5417579390021194,0,2.414063512016955,4.3340635120169555,0.8800000000000002,1.1,0,0.8800000000000002,1.1,0.00027020318782775,0.24027020318782774,0,4.05304781741625,3604.053047817416,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,71.8,0,0.0,71.8,166.8,253.2,0,166.8,253.2,210.0,80799974.8,0,210.0,80799974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,-30.0,36.00837743174533,0,-30.0,36.00837743174533,0.19832384471631265,0.43832384471631264,0,0.19832384471631265,0.43832384471631264
9,4,-14.899620182811235,5.2238798402765445,0.999999999991998,50,1,1.0,78,0.048854415692414166,0.5528544156924142,0,0.048854415692414166,0.5528544156924142,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,29.200000000000003,50.8,0,29.200000000000003,50.8,0.0,43.8,0,0.0,43.8,-3.1999999999999957,83.19999999999999,0,-3.1999999999999957,83.19999999999999,210.0,92599974.8,0,210.0,92599974.8,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,0.0,300.0,1,0.0,300.0,0.20902138548354587,0.44902138548354587,0,0.20902138548354587,0.44902138548354587
10,3,-6.996055918100343,1.3822480812854578,0.3726815331960014,214,1,4.0907599027328185,15250,0.6977027436025286,1.2017027436025285,0,0.6977027436025286,1.2017027436025285,0.33922667330591305,0.579226673305913,0,2.7138133864473044,4.633813386447304,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-66.6480388045408,-18.648038804540803,0,-66.6480388045408,-18.648038804540803,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,64.8,0,0.0,64.8,166.8,253.2,0,166.8,253.2,210.0,161999974.8,0,210.0,161999974.8,9.092857142857142,18.692857142857143,0,9.092857142857142,18.692857142857143,0.0,200.0,1,0.0,200.0,-30.0,36.009311982991534,0,-30.0,36.009311982991534,0.14720952872856014,0.3872095287285601,0,0.14720952872856014,0.3872095287285601
11,3,-10.8480186925211,2.903418921788825,0.16511873822236744,16,1,4.69680384,137,1.1270697674418608,1.6310697674418608,0,1.1270697674418608,1.6310697674418608,0.3249764276041793,0.5649764276041793,0,2.599811420833434,4.519811420833435,0.0,1.0,1,0.0,1.0,0.11837543480637391,0.3583754348063739,0,1775.6315220956087,5375.6315220956085,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,85.8,0,0.0,85.8,136.8,223.2,0,136.8,223.2,210.0,81899974.8,0,210.0,81899974.8,-10.0,30.0,1,-10.0,30.0,-20.0,24.85,0,-20.0,24.85,-30.0,36.00300782777334,0,-30.0,36.00300782777334,0.23748560810522773,0.4774856081052277,0,0.23748560810522773,0.4774856081052277
12,3,-17.609655818624734,6.07843821535095,0.43203292778328084,50,1,1.722944,180,0.5928863069146582,1.0968863069146582,0,0.5928863069146582,1.0968863069146582,0.3485424155052214,0.5885424155052215,0,2.7883393240417713,4.708339324041772,0.8800000000000002,1.1,0,0.8800000000000002,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,85.8,0,0.0,85.8,36.800000000000004,123.19999999999999,0,36.800000000000004,123.19999999999999,210.0,101999974.8,0,210.0,101999974.8,5.1714285714285735,14.771428571428572,0,5.1714285714285735,14.771428571428572,0.0,200.0,1,0.0,200.0,0.0,300.0,1,0.0,300.0,0.0,1.0,1,0.0,1.0
13,8,-8.978486467534074,3.190369655677019,0.2788458315821513,124,1,2.6419792669850253,17789,0.07515438799516966,0.5791543879951697,0,0.07515438799516966,0.5791543879951697,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-49.845767663222546,-1.8457676632225422,0,-49.845767663222546,-1.8457676632225422,59.2,80.8,0,59.2,80.8,0.0,43.8,0,0.0,43.8,66.80000000000001,153.2,0,66.80000000000001,153.2,210.0,139599974.8,0,210.0,139599974.8,1.9714285714285715,11.571428571428571,0,1.9714285714285715,11.571428571428571,-20.0,24.0,0,-20.0,24.0,0.0,300.0,1,0.0,300.0,0.20302489828667636,0.44302489828667635,0,0.20302489828667636,0.44302489828667635
14,4,-9.889918792239289,3.109164146070509,0.7736687334037466,66,1,2.068292440064,11024,0.21487753068872117,0.7188775306887212,0,0.21487753068872117,0.7188775306887212,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,26.794476507998652,74.79447650799865,0,26.794476507998652,74.79447650799865,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,186.8,273.2,0,186.8,273.2,0.0,210.0,1,0.0,210.0,6.107142857142857,15.707142857142856,0,6.107142857142857,15.707142857142856,-20.0,24.28,0,-20.0,24.28,-30.0,36.009888659837,0,-30.0,36.009888659837,0.0,1.0,1,0.0,1.0
15,8,-16.585742865400114,5.119248270704211,0.2922324872688653,122,1,3.6665347657469436,13041,0.19511619442615558,0.6991161944261556,0,0.19511619442615558,0.6991161944261556,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,116.80000000000001,203.2,0,116.80000000000001,203.2,0.0,210.0,1,0.0,210.0,-10.0,30.0,1,-10.0,30.0,0.0,200.0,1,0.0,200.0,-30.0,36.005967318206174,0,-30.0,36.005967318206174,0.22724953657846464,0.46724953657846463,0,0.22724953657846464,0.46724953657846463
16,1,-12.827408293295505,6.399480890535489,0.7744169240621513,42,1,1.5062967448381617,371,0.49759926440358215,1.0015992644035823,0,0.49759926440358215,1.0015992644035823,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,50.8,0,0.0,50.8,236.8,323.2,0,236.8,323.2,0.0,210.0,1,0.0,210.0,-10.0,30.0,1,-10.0,30.0,-20.0,25.89,0,-20.0,25.89,0.0,300.0,1,0.0,300.0,0.22218847049609303,0.462188470496093,0,0.22218847049609303,0.462188470496093
17,7,-9.428301304912768,9.317323538451607,0.95381056,6,1,1.0,376,1.0688720930232556,1.5728720930232556,0,1.0688720930232556,1.5728720930232556,0.332233300390284,0.572233300390284,0,2.657866403122272,4.577866403122272,0.88,1.1,0,0.88,1.1,0.09582927292745064,0.33582927292745063,0,1437.4390939117595,5037.439093911759,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,0.0,85.8,0,0.0,85.8,236.8,323.2,0,236.8,323.2,210.0,97499974.8,0,210.0,97499974.8,9.135714285714283,18.735714285714284,0,9.135714285714283,18.735714285714284,0.0,200.0,1,0.0,200.0,-30.0,36.01284148640961,0,-30.0,36.01284148640961,0.0,1.0,1,0.0,1.0
18,7,-14.147599388575117,2.9073016570753247,0.9997207101191619,16,1,1.0,415,0.14927970751606862,0.6532797075160686,0,0.14927970751606862,0.6532797075160686,0.30086072513257134,0.5408607251325713,0,2.4068858010605707,4.326885801060571,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,10.799999999999999,0,0.0,10.799999999999999,321.2,365.0,0,321.2,365.0,-36.0,43.199999999999996,0,-36.0,43.199999999999996,210.0,134599974.8,0,210.0,134599974.8,5.064285714285716,14.664285714285715,0,5.064285714285716,14.664285714285715,0.0,200.0,1,0.0,200.0,-30.0,36.00010471533028,0,-30.0,36.00010471533028,0.2077913158635455,0.4477913158635455,0,0.2077913158635455,0.4477913158635455
