year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,30.0,3,False,,362
1983,29,1983-04-22,30.0,3,False,,414
1983,29,1983-04-22,30.0,3,False,,523
1983,29,1983-04-22,30.0,3,False,,655
1983,29,1983-04-22,30.0,3,False,,777
1983,30,1983-04-29,60.0,6,False,,576
1983,30,1983-04-29,60.0,6,False,,720
1983,30,1983-04-29,60.0,6,False,,794
1983,31,1983-05-06,30.0,3,False,,470
1983,32,1983-05-13,50.0,5,False,,781
1984,30,1984-04-28,30.0,3,False,,362
1984,30,1984-04-28,30.0,3,False,,414
1984,30,1984-04-28,30.0,3,False,,523
1984,30,1984-04-28,30.0,3,False,,655
1984,30,1984-04-28,30.0,3,False,,777
1984,31,1984-05-05,60.0,6,False,,576
1984,31,1984-05-05,60.0,6,False,,794
1984,32,1984-05-12,30.0,3,False,,470
1984,33,1984-05-19,40.0,4,False,,177
1984,33,1984-05-19,40.0,4,False,,379
1984,33,1984-05-19,40.0,4,False,,380
1985,29,1985-04-22,30.0,3,False,,362
1985,29,1985-04-22,30.0,3,False,,414
1985,29,1985-04-22,30.0,3,False,,523
1985,29,1985-04-22,30.0,3,False,,655
1985,29,1985-04-22,30.0,3,False,,777
1985,30,1985-04-29,60.0,6,False,,576
1985,30,1985-04-29,60.0,6,False,,720
1985,30,1985-04-29,60.0,6,False,,794
1985,31,1985-05-06,30.0,3,False,,470
1985,32,1985-05-13,50.0,5,False,,366
1985,32,1985-05-13,50.0,5,False,,518
1985,32,1985-05-13,50.0,5,False,,781
1986,31,1986-05-06,30.0,3,False,,362
1986,31,1986-05-06,30.0,3,False,,414
1986,31,1986-05-06,30.0,3,False,,523
1986,31,1986-05-06,30.0,3,False,,655
1986,31,1986-05-06,30.0,3,False,,777
1986,32,1986-05-13,60.0,6,False,,576
1986,32,1986-05-13,60.0,6,False,,794
1986,33,1986-05-20,30.0,3,False,,470
1986,35,1986-06-03,10.0,1,False,,28
1986,35,1986-06-03,10.0,1,False,,604
1986,35,1986-06-03,10.0,1,False,,605
1988,28,1988-04-14,30.0,3,False,,362
1988,28,1988-04-14,30.0,3,False,,414
1988,28,1988-04-14,30.0,3,False,,523
1988,28,1988-04-14,30.0,3,False,,655
1988,28,1988-04-14,30.0,3,False,,777
1988,29,1988-04-21,60.0,6,False,,576
1988,29,1988-04-21,60.0,6,False,,794
1988,30,1988-04-28,60.0,6,False,,651
1988,31,1988-05-05,40.0,4,False,,17
1989,27,1989-04-08,30.0,3,False,,362
1989,27,1989-04-08,30.0,3,False,,414
1989,27,1989-04-08,30.0,3,False,,523
1989,27,1989-04-08,30.0,3,False,,655
1989,27,1989-04-08,30.0,3,False,,777
1989,28,1989-04-15,60.0,6,False,,576
1989,28,1989-04-15,60.0,6,False,,794
1989,29,1989-04-22,30.0,3,False,,470
1989,30,1989-04-29,10.0,1,False,,58
1990,26,1990-04-01,30.0,3,False,,362
1990,26,1990-04-01,30.0,3,False,,414
1990,26,1990-04-01,30.0,3,False,,523
1990,26,1990-04-01,30.0,3,False,,655
1990,26,1990-04-01,30.0,3,False,,777
1990,27,1990-04-08,60.0,6,False,,576
1990,27,1990-04-08,60.0,6,False,,794
1990,28,1990-04-15,30.0,3,False,,470
1990,29,1990-04-22,10.0,1,False,,58
1991,28,1991-04-15,30.0,3,False,,362
1991,28,1991-04-15,30.0,3,False,,414
1991,28,1991-04-15,30.0,3,False,,523
1991,28,1991-04-15,30.0,3,False,,655
1991,28,1991-04-15,30.0,3,False,,777
1991,29,1991-04-22,80.0,8,False,,392
1991,29,1991-04-22,80.0,8,False,,744
1991,30,1991-04-29,30.0,3,False,,108
1991,30,1991-04-29,30.0,3,False,,289
1991,30,1991-04-29,30.0,3,False,,470
1991,31,1991-05-06,10.0,1,False,,364
1992,28,1992-04-14,30.0,3,False,,362
1992,28,1992-04-14,30.0,3,False,,414
1992,28,1992-04-14,30.0,3,False,,523
1992,28,1992-04-14,30.0,3,False,,655
1992,28,1992-04-14,30.0,3,False,,777
1992,29,1992-04-21,60.0,6,False,,576
1992,30,1992-04-28,30.0,3,False,,470
1992,31,1992-05-05,20.0,2,False,,2
1992,31,1992-05-05,20.0,2,False,,162
1993,28,1993-04-15,30.0,3,False,,362
1993,28,1993-04-15,30.0,3,False,,414
1993,28,1993-04-15,30.0,3,False,,523
1993,28,1993-04-15,30.0,3,False,,655
1993,28,1993-04-15,30.0,3,False,,777
1993,29,1993-04-22,60.0,6,False,,576
1993,29,1993-04-22,60.0,6,False,,720
1993,29,1993-04-22,60.0,6,False,,794
1993,30,1993-04-29,30.0,3,False,,470
1993,31,1993-05-06,10.0,1,False,,58
1995,27,1995-04-08,30.0,3,False,,362
1995,27,1995-04-08,30.0,3,False,,414
1995,27,1995-04-08,30.0,3,False,,523
1995,27,1995-04-08,30.0,3,False,,655
1995,27,1995-04-08,30.0,3,False,,777
1995,28,1995-04-15,60.0,6,False,,576
1995,28,1995-04-15,60.0,6,False,,794
1995,29,1995-04-22,60.0,6,False,,577
1995,29,1995-04-22,60.0,6,False,,651
1995,30,1995-04-29,50.0,5,False,,365
1996,30,1996-04-28,30.0,3,False,,362
1996,30,1996-04-28,30.0,3,False,,414
1996,30,1996-04-28,30.0,3,False,,523
1996,30,1996-04-28,30.0,3,False,,655
1996,30,1996-04-28,30.0,3,False,,777
1996,31,1996-05-05,60.0,6,False,,576
1996,31,1996-05-05,60.0,6,False,,720
1996,31,1996-05-05,60.0,6,False,,794
1996,32,1996-05-12,30.0,3,False,,470
1996,33,1996-05-19,50.0,5,False,,366
1996,33,1996-05-19,50.0,5,False,,781
1997,27,1997-04-08,30.0,3,False,,362
1997,27,1997-04-08,30.0,3,False,,414
1997,27,1997-04-08,30.0,3,False,,523
1997,27,1997-04-08,30.0,3,False,,655
1997,27,1997-04-08,30.0,3,False,,777
1997,28,1997-04-15,60.0,6,False,,576
1997,28,1997-04-15,60.0,6,False,,720
1997,28,1997-04-15,60.0,6,False,,794
1997,29,1997-04-22,30.0,3,False,,470
1997,30,1997-04-29,50.0,5,False,,781
1998,27,1998-04-08,30.0,3,False,,362
1998,27,1998-04-08,30.0,3,False,,414
1998,27,1998-04-08,30.0,3,False,,523
1998,27,1998-04-08,30.0,3,False,,655
1998,27,1998-04-08,30.0,3,False,,777
