year,classifier_index,matched,fired,action,p,eps,F,exp,num,as_size,ts_ga,DVS_lo,DVS_hi,DVS_mask,DVS_lo_raw,DVS_hi_raw,LAI_lo,LAI_hi,LAI_mask,LAI_lo_raw,LAI_hi_raw,RFTRA_lo,RFTRA_hi,RFTRA_mask,RFTRA_lo_raw,RFTRA_hi_raw,WSO_lo,WSO_hi,WSO_mask,WSO_lo_raw,WSO_hi_raw,Nsurp_sofar_lo,Nsurp_sofar_hi,Nsurp_sofar_mask,Nsurp_sofar_lo_raw,Nsurp_sofar_hi_raw,last_dose_kg_ha_lo,last_dose_kg_ha_hi,last_dose_kg_ha_mask,last_dose_kg_ha_lo_raw,last_dose_kg_ha_hi_raw,last_app_gap_days_lo,last_app_gap_days_hi,last_app_gap_days_mask,last_app_gap_days_lo_raw,last_app_gap_days_hi_raw,cum_N_applied_kg_ha_lo,cum_N_applied_kg_ha_hi,cum_N_applied_kg_ha_mask,cum_N_applied_kg_ha_lo_raw,cum_N_applied_kg_ha_hi_raw,IRRAD_7_lo,IRRAD_7_hi,IRRAD_7_mask,IRRAD_7_lo_raw,IRRAD_7_hi_raw,TMEAN_7_lo,TMEAN_7_hi,TMEAN_7_mask,TMEAN_7_lo_raw,TMEAN_7_hi_raw,RAIN_7_lo,RAIN_7_hi,RAIN_7_mask,RAIN_7_lo_raw,RAIN_7_hi_raw,Ndep_sum_lo,Ndep_sum_hi,Ndep_sum_mask,Ndep_sum_lo_raw,Ndep_sum_hi_raw,SM_mean_lo,SM_mean_hi,SM_mean_mask,SM_mean_lo_raw,SM_mean_hi_raw,match_count,fire_count
1983,1,True,False,3,-8.840915384299556,5.733993134868849,0.4100600369622279,112,1,1.9985500566970071,18608,0.11519987119109948,0.6191998711910995,0,0.11519987119109948,0.6191998711910995,0.22150772436553373,0.4615077243655337,0,1.7720617949242699,3.69206179492427,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,6.800000000000004,93.19999999999999,0,6.800000000000004,93.19999999999999,210.0,103099974.8,0,210.0,103099974.8,-10.0,30.0,1,-10.0,30.0,-20.0,25.55,0,-20.0,25.55,-30.0,36.00017340228783,0,-30.0,36.00017340228783,0.20064217791682032,0.4406421779168203,0,0.20064217791682032,0.4406421779168203,1,0
1983,9,True,True,8,-5.963439372017886,1.982251357698394,0.9999999999999999,200,1,1.0,18749,0.19953701090306203,0.7035370109030621,0,0.19953701090306203,0.7035370109030621,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,19.200000000000003,40.8,0,19.200000000000003,40.8,0.0,43.8,0,0.0,43.8,-3.1999999999999957,83.19999999999999,0,-3.1999999999999957,83.19999999999999,210.0,122199974.8,0,210.0,122199974.8,5.3500000000000005,14.95,0,5.3500000000000005,14.95,0.0,200.0,1,0.0,200.0,-30.0,36.00009992167571,0,-30.0,36.00009992167571,0.0,1.0,1,0.0,1.0,1,1
1983,10,True,False,1,-11.594820734549607,3.818861031613416,0.8915282027638454,58,1,1.3513246923973539,366,0.052787962317793535,0.5567879623177936,0,0.052787962317793535,0.5567879623177936,0.14343605006518917,0.38343605006518916,0,1.1474884005215134,3.0674884005215133,0.8800000000000002,1.1,0,0.8800000000000002,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,20.799999999999997,0,0.0,20.799999999999997,0.0,43.8,0,0.0,43.8,-33.199999999999996,53.199999999999996,0,-33.199999999999996,53.199999999999996,210.0,128299974.8,0,210.0,128299974.8,1.0214285714285714,10.62142857142857,0,1.0214285714285714,10.62142857142857,-20.0,26.41,0,-20.0,26.41,-30.0,36.000079989648725,0,-30.0,36.000079989648725,0.0,1.0,1,0.0,1.0,1,0
1983,11,True,False,0,-9.45834167654328,4.248231953253187,0.5000073878636154,150,1,2.0000108832810706,15821,0.052787962317793535,0.5567879623177936,0,0.052787962317793535,0.5567879623177936,0.14343605006518917,0.38343605006518916,0,1.1474884005215134,3.0674884005215133,0.8800000000000002,1.1,0,0.8800000000000002,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,-33.199999999999996,53.199999999999996,0,-33.199999999999996,53.199999999999996,210.0,128299974.8,0,210.0,128299974.8,1.0214285714285714,10.62142857142857,0,1.0214285714285714,10.62142857142857,-20.0,26.41,0,-20.0,26.41,-30.0,36.000079989648725,0,-30.0,36.000079989648725,0.21079862330306898,0.45079862330306897,0,0.21079862330306898,0.45079862330306897,1,0
1983,20,True,False,4,-9.11421929159117,2.289625723308167,0.999999998676618,40,1,1.0,707,0.46593651580083706,0.9699365158008371,0,0.46593651580083706,0.9699365158008371,0.40932432131068053,0.6493243213106805,0,3.2745945704854442,5.194594570485444,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,6.411931847893289,54.411931847893285,0,6.411931847893289,54.411931847893285,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,156.8,243.2,0,156.8,243.2,210.0,113299974.8,0,210.0,113299974.8,10.057142857142857,19.65714285714286,0,10.057142857142857,19.65714285714286,-20.0,24.87,0,-20.0,24.87,-30.0,36.010374928582884,0,-30.0,36.010374928582884,0.19463353790247112,0.4346335379024711,0,0.19463353790247112,0.4346335379024711,3,0
1983,24,True,False,2,-13.64845226348867,5.814525019553374,0.13380241360334094,8,1,1.98320384,845,0.0006317804948253181,0.5046317804948253,0,0.0006317804948253181,0.5046317804948253,0.07249577212701805,0.31249577212701807,0,0.5799661770161444,2.4999661770161445,0.0,1.0,1,0.0,1.0,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,0.0,90.0,1,0.0,90.0,0.0,43.8,0,0.0,43.8,-33.199999999999996,53.199999999999996,0,-33.199999999999996,53.199999999999996,210.0,102499974.8,0,210.0,102499974.8,0.9642857142857153,10.564285714285715,0,0.9642857142857153,10.564285714285715,-20.0,26.1,0,-20.0,26.1,0.0,300.0,1,0.0,300.0,0.21741958517217486,0.45741958517217485,0,0.21741958517217486,0.45741958517217485,1,0
1983,25,True,False,2,-11.704108564069324,4.218718549564618,0.9918164440758201,18,1,1.0883875269931171,845,0.0006317804948253181,0.5046317804948253,0,0.0006317804948253181,0.5046317804948253,0.0,1.0,1,0.0,8.0,0.0,1.0,1,0.0,1.0,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,20.799999999999997,0,0.0,20.799999999999997,0.0,43.8,0,0.0,43.8,-33.199999999999996,53.199999999999996,0,-33.199999999999996,53.199999999999996,210.0,102499974.8,0,210.0,102499974.8,0.9642857142857153,10.564285714285715,0,0.9642857142857153,10.564285714285715,0.0,200.0,1,0.0,200.0,0.0,300.0,1,0.0,300.0,0.21741958517217486,0.45741958517217485,0,0.21741958517217486,0.45741958517217485,1,0
1983,31,True,False,0,-9.458341722470307,4.248232162662012,0.49999279292747223,130,1,2.0000114604699952,15821,0.01181487511595919,0.5158148751159592,0,0.01181487511595919,0.5158148751159592,0.0,1.0,1,0.0,8.0,0.88,1.1,0,0.88,1.1,0.0,1.0,1,0.0,15000.0,-50.0,150.0,1,-50.0,150.0,0.0,20.799999999999997,0,0.0,20.799999999999997,0.0,43.8,0,0.0,43.8,-33.199999999999996,53.199999999999996,0,-33.199999999999996,53.199999999999996,210.0,129799974.8,0,210.0,129799974.8,2.2857142857142847,11.885714285714284,0,2.2857142857142847,11.885714285714284,-20.0,25.05,0,-20.0,25.05,-30.0,36.0023493780845,0,-30.0,36.0023493780845,0.0,1.0,1,0.0,1.0,1,0
1983,38,True,False,1,-11.135686966139973,4.031242146210062,0.43514269790226634,32,1,1.7587492906636335,1662,0.0733525000546782,0.5773525000546782,0,0.0733525000546782,0.5773525000546782,0.18522049417184933,0.4252204941718493,0,1.4817639533747946,3.4017639533747945,0.88,1.1,0,0.88,1.1,-0.1,0.12,0,-1500.0,1800.0,-50.0,150.0,1,-50.0,150.0,19.200000000000003,40.8,0,19.200000000000003,40.8,0.0,43.8,0,0.0,43.8,-3.1999999999999957,83.19999999999999,0,-3.1999999999999957,83.19999999999999,0.0,210.0,1,0.0,210.0,5.635714285714285,15.235714285714284,0,5.635714285714285,15.235714285714284,-20.0,24.66,0,-20.0,24.66,-30.0,36.00012195424345,0,-30.0,36.00012195424345,0.0,1.0,1,0.0,1.0,1,0
1983,41,True,True,6,-5.677198116944362,1.4652844312473963,0.16179203363996844,214,1,9.188764102415453,19134,0.05091529020031699,0.6568861433718535,0,0.05091529020031699,0.6568861433718535,0.2666087149895184,0.5491970551399166,0,2.132869719916147,4.3935764411193325,0.8857928614626528,1.08234726174562,0,0.8857928614626528,1.08234726174562,-0.0638512691400073,0.12906799498595103,0,-957.7690371001095,1936.0199247892656,-50.0,150.0,1,-50.0,150.0,71.56935924599763,90.0,0,71.56935924599763,90.0,0.0,45.72567155742219,0,0.0,45.72567155742219,67.67476341053306,149.74459198682874,0,67.67476341053306,149.74459198682874,0.0,210.0,1,0.0,210.0,3.7598701560748258,13.614092367402668,0,3.7598701560748258,13.614092367402668,0.0,200.0,1,0.0,200.0,-18.51434739126652,34.91449445538656,0,-18.51434739126652,34.91449445538656,0.19550515704616775,0.4695273356386533,0,0.19550515704616775,0.4695273356386533,1,1
