year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,80.0,8,False,,497
1983,29,1983-04-22,80.0,8,False,,543
1983,29,1983-04-22,80.0,8,False,,544
1983,29,1983-04-22,80.0,8,False,,587
1983,29,1983-04-22,80.0,8,False,,652
1983,29,1983-04-22,80.0,8,False,,697
1983,29,1983-04-22,80.0,8,False,,702
1983,29,1983-04-22,80.0,8,False,,766
1983,30,1983-04-29,40.0,4,False,,242
1983,30,1983-04-29,40.0,4,False,,501
1983,30,1983-04-29,40.0,4,False,,716
1983,30,1983-04-29,40.0,4,False,,719
1983,30,1983-04-29,40.0,4,False,,720
1983,31,1983-05-06,50.0,5,False,,537
1983,31,1983-05-06,50.0,5,False,,768
1983,32,1983-05-13,30.0,3,False,,87
1983,32,1983-05-13,30.0,3,False,,616
1983,32,1983-05-13,30.0,3,False,,678
1983,32,1983-05-13,30.0,3,False,,717
1983,32,1983-05-13,30.0,3,False,,760
1984,30,1984-04-28,80.0,8,False,,497
1984,30,1984-04-28,80.0,8,False,,543
1984,30,1984-04-28,80.0,8,False,,544
1984,30,1984-04-28,80.0,8,False,,587
1984,30,1984-04-28,80.0,8,False,,652
1984,30,1984-04-28,80.0,8,False,,697
1984,30,1984-04-28,80.0,8,False,,702
1984,30,1984-04-28,80.0,8,False,,766
1984,31,1984-05-05,40.0,4,False,,501
1984,31,1984-05-05,40.0,4,False,,719
1984,31,1984-05-05,40.0,4,False,,720
1984,32,1984-05-12,50.0,5,False,,537
1984,32,1984-05-12,50.0,5,False,,768
1984,33,1984-05-19,30.0,3,False,,87
1984,33,1984-05-19,30.0,3,False,,616
1984,33,1984-05-19,30.0,3,False,,678
1984,33,1984-05-19,30.0,3,False,,760
1985,29,1985-04-22,80.0,8,False,,497
1985,29,1985-04-22,80.0,8,False,,543
1985,29,1985-04-22,80.0,8,False,,544
1985,29,1985-04-22,80.0,8,False,,587
1985,29,1985-04-22,80.0,8,False,,652
1985,29,1985-04-22,80.0,8,False,,697
1985,29,1985-04-22,80.0,8,False,,702
1985,29,1985-04-22,80.0,8,False,,766
1985,30,1985-04-29,40.0,4,False,,242
1985,30,1985-04-29,40.0,4,False,,500
1985,30,1985-04-29,40.0,4,False,,501
1985,30,1985-04-29,40.0,4,False,,715
1985,30,1985-04-29,40.0,4,False,,716
1985,30,1985-04-29,40.0,4,False,,719
1985,30,1985-04-29,40.0,4,False,,720
