year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,40.0,4,False,,546
1983,29,1983-04-22,40.0,4,False,,658
1983,29,1983-04-22,40.0,4,False,,733
1983,29,1983-04-22,40.0,4,False,,748
1983,29,1983-04-22,40.0,4,False,,780
1983,30,1983-04-29,40.0,4,False,,695
1983,31,1983-05-06,40.0,4,False,,695
1983,31,1983-05-06,40.0,4,False,,787
1983,32,1983-05-13,50.0,5,False,,659
1983,32,1983-05-13,50.0,5,False,,684
1984,30,1984-04-28,40.0,4,False,,546
1984,30,1984-04-28,40.0,4,False,,658
1984,30,1984-04-28,40.0,4,False,,733
1984,30,1984-04-28,40.0,4,False,,748
1984,30,1984-04-28,40.0,4,False,,780
1984,31,1984-05-05,40.0,4,False,,695
1984,32,1984-05-12,40.0,4,False,,695
1984,32,1984-05-12,40.0,4,False,,787
1984,33,1984-05-19,50.0,5,False,,659
1984,33,1984-05-19,50.0,5,False,,684
1984,33,1984-05-19,50.0,5,False,,707
1984,33,1984-05-19,50.0,5,False,,708
1985,29,1985-04-22,40.0,4,False,,546
1985,29,1985-04-22,40.0,4,False,,658
1985,29,1985-04-22,40.0,4,False,,689
1985,29,1985-04-22,40.0,4,False,,733
1985,29,1985-04-22,40.0,4,False,,748
1985,29,1985-04-22,40.0,4,False,,780
1985,30,1985-04-29,40.0,4,False,,695
1985,31,1985-05-06,40.0,4,False,,695
1985,31,1985-05-06,40.0,4,False,,787
1985,33,1985-05-20,50.0,5,False,,659
1985,33,1985-05-20,50.0,5,False,,684
1985,33,1985-05-20,50.0,5,False,,742
1986,31,1986-05-06,40.0,4,False,,546
1986,31,1986-05-06,40.0,4,False,,658
1986,31,1986-05-06,40.0,4,False,,733
1986,31,1986-05-06,40.0,4,False,,748
1986,31,1986-05-06,40.0,4,False,,780
1986,32,1986-05-13,40.0,4,False,,695
1986,33,1986-05-20,40.0,4,False,,695
1986,33,1986-05-20,40.0,4,False,,787
1986,34,1986-05-27,50.0,5,False,,659
1986,34,1986-05-27,50.0,5,False,,684
1986,34,1986-05-27,50.0,5,False,,707
1986,34,1986-05-27,50.0,5,False,,708
1988,28,1988-04-14,40.0,4,False,,546
1988,28,1988-04-14,40.0,4,False,,658
1988,28,1988-04-14,40.0,4,False,,748
1988,28,1988-04-14,40.0,4,False,,780
1988,29,1988-04-21,40.0,4,False,,695
1988,30,1988-04-28,40.0,4,False,,695
1988,30,1988-04-28,40.0,4,False,,787
1988,31,1988-05-05,40.0,4,False,,787
1989,27,1989-04-08,40.0,4,False,,546
1989,27,1989-04-08,40.0,4,False,,658
1989,27,1989-04-08,40.0,4,False,,748
1989,27,1989-04-08,40.0,4,False,,780
1989,28,1989-04-15,40.0,4,False,,695
1989,29,1989-04-22,40.0,4,False,,695
1989,29,1989-04-22,40.0,4,False,,787
1989,30,1989-04-29,50.0,5,False,,659
1989,30,1989-04-29,50.0,5,False,,684
1989,30,1989-04-29,50.0,5,False,,707
1989,30,1989-04-29,50.0,5,False,,708
1990,26,1990-04-01,40.0,4,False,,546
1990,26,1990-04-01,40.0,4,False,,658
1990,26,1990-04-01,40.0,4,False,,748
1990,26,1990-04-01,40.0,4,False,,780
