year,step,date,dose_kg_ha,action_index,blocked,blocked_reasons,classifier_index
1983,29,1983-04-22,80.0,8,False,,241
1983,29,1983-04-22,80.0,8,False,,273
1983,29,1983-04-22,80.0,8,False,,318
1983,29,1983-04-22,80.0,8,False,,333
1983,29,1983-04-22,80.0,8,False,,494
1983,29,1983-04-22,80.0,8,False,,688
1983,30,1983-04-29,40.0,4,False,,161
1983,30,1983-04-29,40.0,4,False,,363
1983,30,1983-04-29,40.0,4,False,,476
1983,30,1983-04-29,40.0,4,False,,784
1983,31,1983-05-06,50.0,5,False,,766
1983,32,1983-05-13,30.0,3,False,,686
1983,32,1983-05-13,30.0,3,False,,771
1984,30,1984-04-28,80.0,8,False,,241
1984,30,1984-04-28,80.0,8,False,,273
1984,30,1984-04-28,80.0,8,False,,318
1984,30,1984-04-28,80.0,8,False,,333
1984,30,1984-04-28,80.0,8,False,,494
1984,30,1984-04-28,80.0,8,False,,688
1984,31,1984-05-05,50.0,5,False,,766
1984,32,1984-05-12,50.0,5,False,,766
1984,33,1984-05-19,30.0,3,False,,686
1984,33,1984-05-19,30.0,3,False,,771
1984,33,1984-05-19,30.0,3,False,,791
1985,29,1985-04-22,80.0,8,False,,241
1985,29,1985-04-22,80.0,8,False,,273
1985,29,1985-04-22,80.0,8,False,,318
1985,29,1985-04-22,80.0,8,False,,333
1985,29,1985-04-22,80.0,8,False,,494
1985,29,1985-04-22,80.0,8,False,,688
1985,30,1985-04-29,40.0,4,False,,161
1985,30,1985-04-29,40.0,4,False,,363
1985,30,1985-04-29,40.0,4,False,,784
1985,31,1985-05-06,40.0,4,False,,161
1985,31,1985-05-06,40.0,4,False,,363
1985,31,1985-05-06,40.0,4,False,,476
1985,31,1985-05-06,40.0,4,False,,638
1985,31,1985-05-06,40.0,4,False,,784
1985,31,1985-05-06,40.0,4,False,,799
1985,32,1985-05-13,30.0,3,False,,686
1986,31,1986-05-06,80.0,8,False,,241
1986,31,1986-05-06,80.0,8,False,,318
1986,31,1986-05-06,80.0,8,False,,333
1986,31,1986-05-06,80.0,8,False,,494
1986,31,1986-05-06,80.0,8,False,,688
1986,32,1986-05-13,50.0,5,False,,766
1986,33,1986-05-20,50.0,5,False,,766
1986,34,1986-05-27,30.0,3,False,,686
1986,34,1986-05-27,30.0,3,False,,771
1986,34,1986-05-27,30.0,3,False,,791
1988,28,1988-04-14,80.0,8,False,,241
1988,28,1988-04-14,80.0,8,False,,273
1988,28,1988-04-14,80.0,8,False,,318
1988,28,1988-04-14,80.0,8,False,,333
1988,28,1988-04-14,80.0,8,False,,494
1988,28,1988-04-14,80.0,8,False,,688
1988,29,1988-04-21,40.0,4,False,,476
1988,30,1988-04-28,50.0,5,False,,766
1988,31,1988-05-05,30.0,3,False,,686
1989,27,1989-04-08,80.0,8,False,,241
1989,27,1989-04-08,80.0,8,False,,273
1989,27,1989-04-08,80.0,8,False,,318
1989,27,1989-04-08,80.0,8,False,,333
1989,27,1989-04-08,80.0,8,False,,494
1989,27,1989-04-08,80.0,8,False,,688
1989,28,1989-04-15,40.0,4,False,,476
1989,28,1989-04-15,40.0,4,False,,784
1989,29,1989-04-22,50.0,5,False,,766
1989,30,1989-04-29,30.0,3,False,,686
1990,26,1990-04-01,80.0,8,False,,241
1990,26,1990-04-01,80.0,8,False,,273
1990,26,1990-04-01,80.0,8,False,,318
1990,26,1990-04-01,80.0,8,False,,333
1990,26,1990-04-01,80.0,8,False,,494
1990,26,1990-04-01,80.0,8,False,,688
1990,27,1990-04-08,40.0,4,False,,476
1990,27,1990-04-08,40.0,4,False,,784
1990,28,1990-04-15,50.0,5,False,,766
1990,29,1990-04-22,30.0,3,False,,686
1991,28,1991-04-15,80.0,8,False,,241
1991,28,1991-04-15,80.0,8,False,,318
1991,28,1991-04-15,80.0,8,False,,333
1991,28,1991-04-15,80.0,8,False,,494
1991,28,1991-04-15,80.0,8,False,,688
1991,29,1991-04-22,50.0,5,False,,766
1991,30,1991-04-29,50.0,5,False,,766
1991,31,1991-05-06,30.0,3,False,,686
1992,28,1992-04-14,80.0,8,False,,241
1992,28,1992-04-14,80.0,8,False,,273
1992,28,1992-04-14,80.0,8,False,,318
1992,28,1992-04-14,80.0,8,False,,333
1992,28,1992-04-14,80.0,8,False,,494
1992,28,1992-04-14,80.0,8,False,,688
